,4fe4s_1,4fe4s_2,4fe4s_3,4fe4s_4,4fe4s_5,4fe4s_6,4fe4s_7,4fe4s_8,4fe4s_9,4fe4s_10
GK1_FWD_BSU15680-MONOMER_mod_mg2,0.014469262797584726,0.014478204141733977,0.014487205301946082,0.014496149753058359,0.014505187953532749,0.014514101474514443,0.014523050616723971,0.014532059310137712,0.014541011564494215,0.014549965402519436
GK2_REV_BSU15680-MONOMER_mod_mg2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GK2_FWD_BSU15680-MONOMER_mod_mg2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLCNt2ir_FWD_BSU19520-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLCNt2ir_FWD_BSU40070-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLCP_FWD_BSU30940-MONOMER_mod_pydx5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLCRAL_1_FWD_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLCRD_1_FWD_BSU02490-MONOMER_mod_mg2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLCRt2r_FWD_BSU02480-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLCS1_FWD_BSU30950-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLCURt2r_FWD_BSU12360-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLCpts_FWD_BSU13890-MONOMER,1.699994696085461,1.6999911638616605,1.6999975620257872,1.699994030714314,1.6999912631910599,1.6999968993544814,1.699993369421604,1.6999997697827702,1.6999962407629996,1.6999927122094276
GLCpts_FWD_CPLX8J2-118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLCt2_FWD_BSU10520-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLGC_REV_BSU30960-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLGC_FWD_BSU30960-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLGC_REV_BSU30970-MONOMER_mod_mg2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLGC_FWD_BSU30970-MONOMER_mod_mg2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLNS_FWD_BSU17460-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLNS_FWD_CPLX8J2-146,0.18255376274391874,0.18254087536708408,0.1825293812665624,0.18251649385663582,0.18250410275347514,0.1824921122732432,0.18247922481583434,0.1824677306171859,0.18245484312704405,0.18244195562247975
GLNabc_FWD_CPLX8J2-68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLTPD_REV_BSU12330-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLTPD_FWD_BSU12330-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLU5K_FWD_BSU13120-MONOMER_mod_mg2,0.011116654743939148,0.011230561480131523,0.011344564224198982,0.011458471046625498,0.017340415100502257,0.011686380779791306,0.011800287733091077,0.0119142906796481,0.012028197719206693,0.012142104803402168
GLU5K_FWD_BSU18470-MONOMER,0.005540746860147105,0.005597520089634293,0.005654341171226695,0.005711114443694581,0.0,0.005824708880827199,0.005881482218524738,0.005938303401041694,0.005995076781732229,0.006051850184670621
GLUDxi_FWD_BSU37790-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLUDxi_FWD_BSU22960-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLUN_FWD_BSU14830-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLUN_FWD_BSU02430-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLUPRT_FWD_BSU06490-MONOMER,0.019829413715718714,0.0198290496698377,0.01982884328512297,0.01982847920778532,0.019828277219642813,0.019827908681178334,0.01982754455719784,0.019827338090088815,0.019826973934744172,0.01982660976420506
GLUR_REV_BSU28390-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLUR_FWD_BSU28390-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLUR_REV_BSU26810-MONOMER,0.010355237580871585,0.0103540723777771,0.010352984854888917,0.010351819651794434,0.010350654448699951,0.010349566925811767,0.010348401722717285,0.010347314199829101,0.01034614899673462,0.010344983793640135
GLUR_FWD_BSU26810-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLUSy_FWD_CPLX8J2-16_mod_fe2_mod_fad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLU_Dt2_FWD_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLUt2r_FWD_BSU02340-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLUt2r_FWD_BSU10220-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLUt4_FWD_BSU10220-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLUt4_FWD_BSU09130-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLXCBL_FWD_BSU04340-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLXt2_FWD_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLY3Pt2_FWD_BSU02140-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLYAT_REV_BSU17000-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLYAT_FWD_BSU17000-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLYBabc_FWD_CPLX8J2-93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLYBabc_FWD_CPLX8J2-76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLYBt2r_REV_BSU30070-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLYBt2r_FWD_BSU30070-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLYCK_FWD_BSU40040-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLYCLTt2r_REV_BSU03060-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLYCLTt2r_FWD_BSU03060-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLYCLTt2r_REV_BSU34190-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLYCLTt2r_FWD_BSU34190-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLYCOGENt_FWD_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLYCTO1_FWD_BSU28680-MONOMER,3.7325517272949225e-05,3.7321317291259764e-05,3.7317397308349606e-05,3.731319732666016e-05,3.73089973449707e-05,3.730507736206054e-05,3.7300877380371086e-05,3.7296957397460935e-05,3.729275741577148e-05,3.728855743408202e-05
GLYCt_REV_BSU09280-MONOMER,4.940891739448451e-07,4.940335775155083e-07,4.939816875147939e-07,4.939260910854572e-07,4.938704946561203e-07,4.938186046554059e-07,4.937630082260691e-07,4.937111182253547e-07,4.93655521796018e-07,4.935999253666812e-07
GLYCt_FWD_BSU09280-MONOMER,4.940891739448451e-07,4.940335775155083e-07,4.939816875147939e-07,4.939260910854572e-07,4.938704946561203e-07,4.938186046554059e-07,4.937630082260691e-07,4.937111182253547e-07,4.93655521796018e-07,4.935999253666812e-07
GLYK_FWD_BSU09290-MONOMER_mod_mn2,5.0852203369140633e-05,5.084648132324219e-05,5.084114074707032e-05,5.083541870117188e-05,5.082969665527344e-05,5.082435607910156e-05,5.0818634033203124e-05,5.0813293457031254e-05,5.0807571411132817e-05,5.080184936523437e-05
GLYO1_FWD_CPLX-8352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLYO1_FWD_BSU11670-MONOMER,0.006774223836826877,0.006692632185455596,0.006611095729135072,0.006529504032161916,0.006447864960319288,0.0063663757880179075,0.006284784022612842,0.006203247453056354,0.006121655642091497,0.006040063808292856
GLYt2r_REV_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLYt2r_FWD_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMPR_FWD_BSU32130-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMPS2_FWD_BSU06360-MONOMER_mod_mg2,0.010160464355189287,0.010160230369703946,0.010160077811723537,0.010159843810206036,0.010159687348619927,0.010159457217775109,0.010159223192487394,0.010159070592441928,0.010158836551161602,0.010158602502139697
GMPt6_REV_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMPt6_FWD_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GNKr_REV_BSU40060-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GNKr_FWD_BSU40060-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPDDA1_FWD_BSU02130-MONOMER_mod_ca2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPDDA2_FWD_BSU02130-MONOMER_mod_ca2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPDDA4_FWD_BSU02130-MONOMER_mod_ca2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRTT_FWD_BSU24280-MONOMER_mod_mn2,2.705337219238282e-05,2.7050328063964846e-05,2.704748687744141e-05,2.704444274902344e-05,2.7041398620605468e-05,2.7038557434082032e-05,2.703551330566406e-05,2.7032672119140625e-05,2.7029627990722658e-05,2.7026583862304684e-05
GSNt2_REV_BSU38710-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GSNt2_FWD_BSU38710-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTHPe_REV_BSU21900-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTHPe_FWD_BSU21900-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTPCI_FWD_BSU22780-MONOMER_mod_zn2,3.7325517272949225e-05,3.7321317291259764e-05,3.7317397308349606e-05,3.731319732666016e-05,3.73089973449707e-05,3.730507736206054e-05,3.7300877380371086e-05,3.7296957397460935e-05,3.729275741577148e-05,3.728855743408202e-05
GTPCII_FWD_BSU23260-MONOMER,1.0836516980257725e-07,1.0834078411057559e-07,1.083180266138884e-07,1.0829364622709511e-07,1.0826926858439055e-07,1.0824651860034789e-07,1.0822214626283709e-07,1.0819940123033403e-07,1.0817503419803166e-07,1.0815066990980339e-07
GTPDPK_FWD_BSU27600-MONOMER_mod_mn2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GUAD_FWD_BSU13170-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GUAPRT_REV_BSU00680-MONOMER,0.004971098631077884,0.004970540879838527,0.0049700203112141164,0.004969462558258581,0.004968904804415789,0.004968384233362269,0.004967826477804932,0.004967305905151673,0.00496674814788087,0.004966190389724212
GUAPRT_FWD_BSU00680-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GUAt2r_FWD_BSU29990-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GUAt2r_FWD_BSU06370-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GUI1_REV_BSU12300-MONOMER_mod_zn2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GUI1_FWD_BSU12300-MONOMER_mod_zn2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GUI2_REV_BSU12300-MONOMER_mod_zn2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GUI2_FWD_BSU12300-MONOMER_mod_zn2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H2Ot_REV_SPONT,8.429008172562783,8.42930367210256,8.429645345279447,8.429940852030773,8.430241367049454,8.430578046071721,8.430873563727836,8.431215254232843,8.431510779110061,8.431806307679661
H2Ot_FWD_SPONT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HACD1_1_REV_BSU32840-MONOMER,0.0,0.0,0.0,0.0,0.0,0.008712525607031002,0.0,0.00871062920566945,0.0,0.008708667411157497
HACD1_1_FWD_BSU32840-MONOMER,0.006710072332281895,0.006709317294361738,0.0,0.0,0.006707102516462615,0.0076935765353029805,0.0,0.007691901922260237,0.006704183036504681,0.007690169563940157
HACD1_1_REV_BSU24160-MONOMER,0.003864789849371738,0.0038643549713636913,0.0005096427890713852,0.0005095854300234168,0.0038630793292067558,0.0,0.000509417176816043,0.0,0.0038613978009089784,0.0
HACD1_1_FWD_BSU24160-MONOMER,0.0,0.0,0.003354306296151463,0.003353928777191386,0.0,0.003862673443065913,0.003352821388241824,0.0038618326789170245,0.0,0.0038609629229009322
HACD2_REV_BSU32840-MONOMER,0.0048525094576383505,0.0,0.0,0.0,0.004850361781929825,0.0,0.0,0.0,0.004848250507504495,0.0
HACD2_FWD_BSU32840-MONOMER,0.007697791940548508,0.002844962322998047,0.0028446635070800783,0.002844343347167969,0.007694384969185683,0.0028437243713378903,0.002843404211425781,0.0028431053955078125,0.007691035743100198,0.0028424650756835933
HACD3_REV_BSU32840-MONOMER,0.0,0.00485196343839042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HACD3_FWD_BSU32840-MONOMER,0.0028452824829101565,0.007696925761388467,0.0028446635070800783,0.002844343347167969,0.002844023187255859,0.0028437243713378903,0.002843404211425781,0.0028431053955078125,0.002842785235595703,0.0028424650756835933
HACD4_REV_BSU32840-MONOMER,0.0,0.0,0.008205760116577148,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HACD4_FWD_BSU32840-MONOMER,0.0028452824829101565,0.002844962322998047,0.011050423623657227,0.002844343347167969,0.002844023187255859,0.0028437243713378903,0.002843404211425781,0.0028431053955078125,0.002842785235595703,0.0028424650756835933
HACD5_REV_BSU32840-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HACD5_FWD_BSU32840-MONOMER,0.0028452824829101565,0.002844962322998047,0.0028446635070800783,0.002844343347167969,0.002844023187255859,0.0028437243713378903,0.002843404211425781,0.0028431053955078125,0.002842785235595703,0.0028424650756835933
HACD6_REV_BSU32840-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HACD6_FWD_BSU32840-MONOMER,0.0028452824829101565,0.002844962322998047,0.0028446635070800783,0.002844343347167969,0.002844023187255859,0.0028437243713378903,0.002843404211425781,0.0028431053955078125,0.002842785235595703,0.0028424650756835933
HACD7_REV_BSU32840-MONOMER,0.0,0.0,0.0,0.00820483657836914,0.0,0.0,0.0,0.0,0.0,0.0
HACD7_FWD_BSU32840-MONOMER,0.002188678833007813,0.002188432556152344,0.0021882026977539065,0.010392792999267578,0.0021877101440429684,0.002187480285644531,0.0021872340087890625,0.002187004150390625,0.002186757873535156,0.002186511596679687
HACD9_REV_BSU32840-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.008202127532958984,0.0,0.0,0.0
HACD9_FWD_BSU32840-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.008202127532958984,0.0,0.0,0.0
HACOADr_FWD_BSU32840-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HCO3E_REV_BSU30690-MONOMER_mod_zn2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HCO3E_FWD_BSU30690-MONOMER_mod_zn2,0.46292224039673896,0.46243407814851956,0.46194926078725906,0.4614610982012292,0.4609728575018564,0.4604881176158176,0.4599999545133958,0.45951513639241814,0.4590269729523565,0.458538809333698
HEMEAS_FWD_BSU14870-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEMECS_FWD_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEMEDS_FWD_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEMEOS_1_FWD_BSU14880-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEMEOS_1_FWD_BSU12080-MONOMER_mod_ca2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HETZK_FWD_CPLX-8351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HETZK_FWD_BSU38300-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEX1_FWD_BSU24850-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEXSabc_FWD_CPLX8J2-74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEXTT_FWD_CPLX8J2-27,2.705337219238282e-05,2.7050328063964846e-05,2.704748687744141e-05,2.704444274902344e-05,2.7041398620605468e-05,2.7038557434082032e-05,2.703551330566406e-05,2.7032672119140625e-05,2.7029627990722658e-05,2.7026583862304684e-05
HGt_REV_BSU33510-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HGt_FWD_BSU33510-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIBD_FWD_BSU07990-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIBHr_FWD_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HISDr_REV_BSU39350-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HISDr_FWD_BSU39350-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HISTD_FWD_BSU34910-MONOMER_mod_mn2,0.00944309422528549,0.009461426544685701,0.009479839117631103,0.009498171496788511,0.009516532625877379,0.009534916564335158,0.009553249034190081,0.00957166174733266,0.009589994276953787,0.009608326837514423
HISTP_FWD_BSU29620-MONOMER,0.00944309422528549,0.009461426544685701,0.009479839117631103,0.009498171496788511,0.009516532625877379,0.009534916564335158,0.009553249034190081,0.00957166174733266,0.009589994276953787,0.009608326837514423
HISt2r_FWD_BSU39390-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HISt2r_FWD_BSU02400-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HKM1PP_FWD_BSU13600-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMBS_FWD_BSU28150-MONOMER_mod_dpm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGCOAS_REV_BSU17150-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGL_FWD_BSU18230-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMPK1_FWD_BSU11710-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMPK1_FWD_BSU38020-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOXPRx_REV_BSU13960-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOXPRx_FWD_BSU13960-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP5CD_1_FWD_BSU37780-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HPPK_FWD_BSU00790-MONOMER_mod_mg2,3.7325517272949225e-05,3.7321317291259764e-05,3.7317397308349606e-05,3.731319732666016e-05,3.73089973449707e-05,3.730507736206054e-05,3.7300877380371086e-05,3.7296957397460935e-05,3.729275741577148e-05,3.728855743408202e-05
HQNt6_REV_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HQNt6_FWD_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSDy_REV_BSU32260-MONOMER,0.08760421143379322,0.08751000646070427,0.08741644511315619,0.08732224021249171,0.08722800648591075,0.08713447410960662,0.08704026931738466,0.08694670815202943,0.0868525034322066,0.08675829874840404
HSDy_FWD_BSU32260-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSK_FWD_BSU32240-MONOMER,0.06715547463271371,0.0670832591584002,0.06701153707336532,0.06693932165457087,0.07010921003917578,0.06679538426214637,0.06672316892648157,0.06665144698111175,0.06657923170094655,0.06650701644839369
HSST_REV_BSU21910-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSST_FWD_BSU21910-MONOMER,0.020448736801079528,0.02042674730230406,0.020404908039790854,0.020382918557920845,0.017118796446734967,0.020339089847460246,0.020317100390903085,0.02029526117091767,0.02027327173126005,0.02025128230001035
HSTPTr_REV_BSU22620-MONOMER_mod_pydx5p,0.0007339815081233769,0.0007532529441534843,0.0,0.0,0.000811067067423537,0.0,0.0,0.0,0.0008881784915818437,0.0
HSTPTr_FWD_BSU22620-MONOMER_mod_pydx5p,0.010177075733408869,0.010214679488839185,0.009479839117631103,0.009498171496788511,0.010327599693300916,0.009534916564335158,0.009553249034190081,0.00957166174733266,0.010478172768535632,0.009608326837514423
HSTPTr_REV_BSU34890-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSTPTr_FWD_BSU34890-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HXAD_FWD_BSU35780-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HXANt2r_FWD_BSU29990-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HXANt2r_FWD_BSU06370-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HXPRT_REV_BSU00680-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HXPRT_FWD_BSU00680-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICDHyr_REV_BSU29130-MONOMER,0.4788336910829658,0.4788168660624938,0.47880220773775317,0.4787853829175889,0.4787688723036919,0.4787539001585633,0.4787370756429998,0.47872241778568697,0.47870559347077746,0.4786887692601298
ICDHyr_FWD_BSU29130-MONOMER,2.477873691490374,2.477577412691501,2.47729257063061,2.4769962925827707,2.4767004998694593,2.47641517395379,2.476118897039188,2.475834056805554,2.4755377806432612,2.4752415048630585
ICHORS_REV_BSU30830-MONOMER,1.1634152583997358e-07,1.1632843473464163e-07,1.1631621636966306e-07,1.1630312526432947e-07,1.1629003415899586e-07,1.1627781579401728e-07,1.1626472468868533e-07,1.1625250632370674e-07,1.1623941521837315e-07,1.1622632411303789e-07
ICHORS_FWD_BSU30830-MONOMER,2.7169713718221463e-05,2.7166656498698157e-05,2.7163803093809743e-05,2.716074587428644e-05,2.7157688654763136e-05,2.715483524987472e-05,2.715177803035142e-05,2.7148924625463005e-05,2.7145867405939703e-05,2.7142810186416394e-05
ICHORS_REV_BSU31990-MONOMER_mod_mg2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICHORS_FWD_BSU31990-MONOMER_mod_mg2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICHORT_FWD_CPLX-7601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICHORT_FWD_CPLX-7602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICHORT_FWD_BSU31970-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICITt10_FWD_BSU07610-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICITt2_REV_BSU07610-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICITt2_FWD_BSU07610-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IG3PS_1_FWD_BSU34870-MONOMER,0.00944309422528549,0.009461426544685701,0.009479839117631103,0.009498171496788511,0.009516532625877379,0.009534916564335158,0.009553249034190081,0.00957166174733266,0.009589994276953787,0.009608326837514423
IGPDH_1_FWD_BSU34900-MONOMER,0.00944309422528549,0.009461426544685701,0.009479839117631103,0.009498171496788511,0.009516532625877379,0.009534916564335158,0.009553249034190081,0.00957166174733266,0.009589994276953787,0.009608326837514423
IGPS_FWD_BSU22660-MONOMER,0.005707578918277164,0.005745021193505375,0.005782517963924366,0.005819960309706449,0.005857413365736014,0.005894899562068462,0.0059323420149694816,0.005969838950597004,0.0060072814740591346,0.0060447240340856774
ILEDHr_REV_BSU24080-MONOMER,0.03431155714664769,0.03419626300838865,0.03408121140705654,0.033965917258790786,0.033850613833852516,0.03373557149282046,0.03362027732855703,0.03350522571046123,0.033389931536169815,0.03327463735588935
ILEDHr_FWD_BSU24080-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILETA_REV_BSU02390-MONOMER_mod_6:pydx5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILETA_FWD_BSU02390-MONOMER_mod_6:pydx5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILETA_REV_BSU38550-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILETA_FWD_BSU38550-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILEt2r_FWD_BSU26690-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILEt2r_FWD_BSU29600-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
