,base,HISt2r_FWD_BSU39390-MONOMER_s,CBL1t_s,ASPt2r_FWD_CPLX_dummy_s,ASNt2r_FWD_CPLX_dummy_s,METt3_FWD_CPLX_dummy_s,4FE4St_s,PYDX5Pt_s,PSER_Lt6_FWD_CPLX_dummy_s,TYRt2r_REV_CPLX_dummy_s,PHEt2r_REV_CPLX_dummy_s,THMPPt_s,CITt13_FWD_BSU07610-MONOMER_s
formation_BSU34870-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX-5322_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU38060-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU40190-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU02340-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU03280-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU29470-MONOMER_s,1.7915298573746754e-08,1.787907236604773e-08,1.7881167711784722e-08,5.12926838618855e-09,1.7881167711784722e-08,1.7881167711784722e-08,1.9152608762710186e-08,1.7874924352759433e-08,1.7875251159229406e-08,1.7880167301815358e-08,1.7878202299299947e-08,0.0,0.0
formation_BSU22670-MONOMER_s,8.64004812460372e-09,8.624042668598055e-09,8.624415919084205e-09,8.620305901415927e-09,8.624415919084205e-09,8.624415919084205e-09,8.612291626088054e-09,0.0,0.0,8.624271362241455e-09,8.623739987083618e-09,0.0,0.0
formation_BSU24170-MONOMER_s,1.2769107968168753e-07,1.2743403034897768e-07,1.2744835380864735e-07,1.2735526570884963e-07,1.2744835380864735e-07,1.2744835380864735e-07,1.27228219566855e-07,1.2740359566978607e-07,1.274071760316246e-07,1.274411919781967e-07,1.274286592591216e-07,0.0,0.0
formation_BSU23070-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU36030-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU23260-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU30800-MONOMER_s,1.354725182134447e-11,1.35199804406857e-11,1.3521500073189246e-11,1.3511623988401854e-11,1.3521500073189246e-11,1.3521500073189246e-11,1.3498145160571264e-11,1.351675150516304e-11,1.35171313599153e-11,1.3520740246262744e-11,1.3519410600513486e-11,0.0,0.0
formation_BSU24900-MONOMER_s,3.306367217524935e-06,3.302384988076229e-06,3.3025975879586306e-06,3.301144902250289e-06,3.3025975879586306e-06,3.3025975879586306e-06,3.2991519263338906e-06,3.301928399126833e-06,3.301985673531914e-06,3.302484617799081e-06,3.3022900536008347e-06,0.0,0.0
formation_BSU22690-MONOMER_s,2.845432409250064e-08,2.8412115702906655e-08,2.84147284817149e-08,2.8398908664929326e-08,2.84147284817149e-08,2.84147284817149e-08,2.8399025557382368e-08,2.840724783412914e-08,2.8408955247264953e-08,2.2972092172498235e-08,2.0872144451513582e-08,0.0,0.0
formation_BSU22830-MONOMER_s,2.544248738132223e-08,2.5391270221751256e-08,2.5394124175549827e-08,2.5375576342683523e-08,2.5394124175549827e-08,2.5394124175549827e-08,2.5350262359337134e-08,2.538520610244693e-08,2.5385919490657953e-08,2.539269717860281e-08,2.5390200030425214e-08,0.0,0.0
formation_BSU21770-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU29060-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU02640-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU33490-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU30830-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU04570-MONOMER_s,9.207072037470985e-08,9.188537683079566e-08,9.18957046567748e-08,9.182858416231229e-08,9.18957046567748e-08,9.18957046567748e-08,9.173697846954633e-08,9.186343212765326e-08,9.186601372140672e-08,9.189054067123693e-08,9.188150404568426e-08,0.0,0.0
formation_CPLX8J2-113_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01240-MONOMER_s,3.306367217524935e-06,3.302384988076229e-06,3.3025975879586306e-06,3.301144902250289e-06,3.3025975879586306e-06,3.3025975879586306e-06,3.2991519263338906e-06,3.301928399126833e-06,3.301985673531914e-06,3.302484617799081e-06,3.3022900536008347e-06,0.0,0.0
formation_CPLX8J2-119_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU34550-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-1_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-3_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-4_s,1.4991506993414146e-07,1.4962109896079455e-07,1.4963814887522775e-07,1.3679441380431124e-07,1.4963814887522775e-07,1.4963814887522775e-07,1.1009266010798458e-07,1.4958970571524322e-07,1.4959449764665345e-07,1.4963041045743988e-07,1.42073792430583e-07,0.0,0.0
formation_CPLX000-5_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-6_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-7_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-8_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-9_s,9.896020427456403e-06,9.874816209250777e-06,9.876520972382005e-06,9.866513631850683e-06,9.876520972382005e-06,9.876520972382005e-06,9.863578148079733e-06,9.87370787668174e-06,9.87327672265024e-06,9.875902795179915e-06,9.876229175117572e-06,0.0,0.0
formation_CPLX000-10_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-11_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-12_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-13_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-14_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-15_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-16_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-17_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-18_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-19_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-20_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-21_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-22_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-23_s,7.898209552376397e-07,7.89028721996861e-07,7.890730637770426e-07,7.887803918294317e-07,7.890730637770426e-07,7.890730637770426e-07,7.883904511772478e-07,7.889289082948129e-07,7.889412931542203e-07,7.890485800038433e-07,7.890082825791674e-07,0.0,0.0
formation_CPLX000-24_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-25_s,1.6184837283410342e-10,1.6152256294714118e-10,1.6154071792434604e-10,1.6142272880936608e-10,1.6154071792434604e-10,1.6154071792434604e-10,1.612616978946934e-10,1.614839870081079e-10,1.6148852511475694e-10,1.6153164030821313e-10,1.6151575509372084e-10,0.0,0.0
formation_CPLX000-26_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-27_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-28_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-29_s,1.132938609838724e-09,1.1306579406299882e-09,1.1307850254704224e-09,1.1299591016655625e-09,1.1307850254704224e-09,1.1307850254704224e-09,1.128831885262854e-09,1.1303879090567553e-09,1.1304196758032985e-09,1.130721482157492e-09,1.130610285656046e-09,0.0,0.0
formation_CPLX000-30_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-31_s,2.751422338179758e-09,2.7458835701014e-09,2.746192204713883e-09,2.7441863897592235e-09,2.746192204713883e-09,2.746192204713883e-09,2.7414488642097882e-09,2.7452277791378343e-09,2.7453049269508678e-09,2.7460378852396232e-09,2.7457678365932546e-09,0.0,0.0
formation_CPLX000-32_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-33_s,4.855451185023102e-10,4.845676888414235e-10,4.84622153773038e-10,4.842681864280982e-10,4.84622153773038e-10,4.84622153773038e-10,4.837850936840801e-10,4.844519610243237e-10,4.844655753442707e-10,4.845949209246393e-10,4.845472652811625e-10,0.0,0.0
formation_CPLX000-34_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-35_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-36_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-37_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-38_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-39_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-40_s,3.2369674566820686e-09,3.2304512589428234e-09,3.2308143584869207e-09,3.2284545761873216e-09,3.2308143584869207e-09,3.2308143584869207e-09,3.225233957893868e-09,3.229679740162158e-09,3.2297705022951386e-09,3.2306328061642625e-09,3.230315101874417e-09,0.0,0.0
formation_CPLX000-41_s,5.502844676359516e-09,5.4917671402028e-09,5.492384409427766e-09,5.488372779518447e-09,5.492384409427766e-09,5.492384409427766e-09,5.4828977284195765e-09,5.4904555582756686e-09,5.4906098539017356e-09,5.4920757704792464e-09,5.491535673186509e-09,0.0,0.0
formation_CPLX000-42_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-43_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-44_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-45_s,8.092418641705172e-10,8.076128147357059e-10,8.077035896217302e-10,8.071136440468304e-10,8.077035896217302e-10,8.077035896217302e-10,8.06308489473467e-10,8.074199350405395e-10,8.074426255737847e-10,8.076582015410656e-10,8.075787754686043e-10,0.0,0.0
formation_CPLX000-46_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-47_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-48_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-49_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-50_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-51_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-52_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-53_s,9.091829552534565e-13,9.073527187753749e-13,9.074547043285111e-13,9.067919006786086e-13,9.074547043285111e-13,9.074547043285111e-13,9.058873097931671e-13,9.071360185043879e-13,9.071615113106619e-13,9.074037108355407e-13,9.073144756705278e-13,0.0,0.0
formation_CPLX000-54_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-55_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-56_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-57_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-58_s,4.369906066520792e-09,4.361109199572812e-09,4.361599383957343e-09,4.358413677852884e-09,4.361599383957343e-09,4.361599383957343e-09,4.354065843156722e-09,4.360067649218913e-09,4.360190178098437e-09,4.361354288321755e-09,4.360925387530463e-09,0.0,0.0
formation_CPLX000-59_s,9.710902370046206e-10,9.69135377682847e-10,9.692443075460763e-10,9.685363728561966e-10,9.692443075460763e-10,9.692443075460763e-10,9.675701873681605e-10,9.689039220486473e-10,9.689311506885417e-10,9.691898418492788e-10,9.690945305623252e-10,0.0,0.0
formation_CPLX000-60_s,8.254267014539276e-09,8.2376507103042e-09,8.238576614141648e-09,8.23255916927767e-09,8.238576614141648e-09,8.238576614141648e-09,8.224346592629364e-09,8.235683337413503e-09,8.235914780852603e-09,8.23811365571887e-09,8.237303509779763e-09,0.0,0.0
formation_CPLX000-61_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-62_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-63_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-64_s,1.8304883499102924e-10,1.826803473801088e-10,1.8270088047147355e-10,1.825674360032932e-10,1.8270088047147355e-10,1.8270088047147355e-10,1.823853117050243e-10,1.8263671839221677e-10,1.8264185094387992e-10,1.8269061378155553e-10,1.8267264776833293e-10,0.0,0.0
formation_CPLX000-65_s,1.1854735533221458e-10,1.183087128314336e-10,1.1832201061438977e-10,1.1823558838292748e-10,1.1832201061438977e-10,1.1832201061438977e-10,1.1811763978247573e-10,1.1828045752387768e-10,1.1828378150256243e-10,1.183153616295008e-10,1.1830372635548494e-10,0.0,0.0
formation_CPLX000-66_s,1.5358111882699138e-10,1.5327195138781148e-10,1.532891790043922e-10,1.531772168019263e-10,1.532891790043922e-10,1.532891790043922e-10,1.5302441138530026e-10,1.5323534591706875e-10,1.5323965221613318e-10,1.5328056507508564e-10,1.5326549128118947e-10,0.0,0.0
formation_CPLX000-67_s,2.6275120494205454e-10,2.622222719729903e-10,2.622517454984434e-10,2.620601971894418e-10,2.622517454984434e-10,2.622517454984434e-10,2.6179877307919427e-10,2.6215964623085103e-10,2.621670135770239e-10,2.622370085286787e-10,2.6221121982796135e-10,0.0,0.0
formation_CPLX000-68_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-69_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-70_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU12290-MONOMER_mod_mg2_mod_fad_mod_cu_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU18000-MONOMER_mod_4fe4s_s,3.715107865332305e-08,3.707730039135294e-08,3.70817872288168e-08,3.450505159462374e-08,3.70817872288168e-08,3.70817872288168e-08,0.0,3.7069717202071025e-08,3.7070894593335225e-08,3.707987120048668e-08,3.5566229551502734e-08,0.0,0.0
formation_BSU30970-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU00770-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU15200-MONOMER_mod_mg2_mod_k_s,9.211389489330689e-08,9.192846443665592e-08,9.193879710563959e-08,9.187164513651254e-08,9.193879710563959e-08,9.193879710563959e-08,9.177999648729234e-08,9.190650944303257e-08,9.190909224736705e-08,9.193363069856545e-08,9.1924589835488e-08,0.0,0.0
formation_BSU22870-MONOMER_mod_fmn_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU30210-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU31990-MONOMER_mod_mg2_s,1.0239428103687684e-11,1.0218815558410129e-11,1.0219964143227869e-11,1.0212499495677207e-11,1.0219964143227869e-11,1.0219964143227869e-11,1.0202311784522694e-11,1.0216375029986229e-11,1.0216662135849242e-11,1.0219389842750713e-11,1.021838485574431e-11,0.0,0.0
formation_BSU22620-MONOMER_mod_pydx5p_s,1.203688745771634e-08,1.2018527031783525e-08,1.2019859588556894e-08,1.20114665378176e-08,1.2019859588556894e-08,1.2019859588556894e-08,1.2014598863782181e-08,0.0,1.2018548456668024e-08,6.577437391785527e-09,1.2020217168322744e-08,0.0,0.0
formation_BSU21870-MONOMER_mod_4fe4s_s,4.372095331645329e-08,4.363513271065649e-08,4.3639307896223816e-08,4.11807004469924e-08,4.3639307896223816e-08,4.3639307896223816e-08,0.0,4.3627674941480536e-08,4.3629153922728615e-08,4.2029801931784827e-08,4.2025447188865174e-08,0.0,0.0
formation_BSU11010-MONOMER_mod_zn2_mod_cbl1_s,6.003688275792116e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU09310-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU06480-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU24270-MONOMER_mod_thmpp_s,2.457212099813487e-11,2.452265593509694e-11,2.4525412257504048e-11,2.4507498930610593e-11,2.4525412257504048e-11,2.4525412257504048e-11,2.4483050917630986e-11,2.45167992642825e-11,2.4517488248074736e-11,2.4524034076938578e-11,2.4521622354128207e-11,0.0,0.0
formation_BSU14390-MONOMER_mod_mg2_s,1.7098197603663852e-11,1.7063777969218606e-11,1.706569592107875e-11,1.705323116058915e-11,1.706569592107875e-11,1.706569592107875e-11,1.703621932197033e-11,1.705970267938536e-11,1.7060182099986712e-11,1.7064736931675936e-11,1.7063058765058565e-11,0.0,0.0
formation_BSU12080-MONOMER_mod_ca2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU31200-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU30560-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU17610-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU29450-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU34910-MONOMER_mod_mn2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU16920-MONOMER_mod_mg2_s,7.4138636487085475e-09,7.398939123765593e-09,7.399770757245654e-09,7.394365975009198e-09,7.399770757245654e-09,7.399770757245654e-09,7.38698955704648e-09,7.397172057794489e-09,7.397379936955275e-09,7.399354934663776e-09,7.398627273259376e-09,0.0,0.0
formation_BSU11610-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU29220-MONOMER_mod_mn2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU23570-MONOMER_mod_cobalt2_s,0.0,7.082468494317425e-09,7.084120384985286e-09,0.0,7.084120384985286e-09,7.084120384985286e-09,1.4015453935967276e-08,8.461876413705971e-09,8.4620721985651e-09,2.3981405151240925e-09,2.39772032980805e-09,0.0,0.0
formation_BSU38290-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU27600-MONOMER_mod_mn2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU39370-MONOMER_mod_zn2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU00510-MONOMER_mod_mn2_mod_pi_s,6.774212454393159e-07,6.684219417622603e-07,6.672281851236003e-07,6.525337253974913e-07,6.672281851236003e-07,6.672281851236003e-07,6.558509578602148e-07,6.603901489702905e-07,6.63580215512395e-07,6.674345218156562e-07,6.778496890377518e-07,0.0,0.0
formation_BSU12300-MONOMER_mod_zn2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU05900-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU27850-MONOMER_mod_4fe4s_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU14520-MONOMER_mod_mn2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU25300-MONOMER_mod_zn2_s,2.4498891343793312e-11,2.4450914003740334e-11,2.445386378120113e-11,2.443647287375851e-11,2.445386378120113e-11,2.445386378120113e-11,2.4422057485897698e-11,2.4445956130849567e-11,2.4447142158476543e-11,2.4452776491799128e-11,2.4451943747665547e-11,0.0,0.0
formation_BSU11220-MONOMER_mod_pydx5p_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU02510-MONOMER_mod_fe2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU02130-MONOMER_mod_ca2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU19710-MONOMER_mod_zn2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01370-MONOMER_mod_mg2_s,4.7012594579324235e-08,4.7795003324269315e-08,4.819090506551103e-08,5.254428917721169e-08,4.819090506551103e-08,4.819090506551103e-08,5.126621242363669e-08,4.890986201752376e-08,4.923705465336309e-08,4.8112088613142205e-08,4.487080917363466e-08,0.0,0.0
formation_BSU00280-MONOMER_mod_mg2_s,1.2704124682191102e-08,1.2678598220243535e-08,1.2680020628771138e-08,1.2670776386469484e-08,1.2680020628771138e-08,1.2680020628771138e-08,1.2658159834054597e-08,1.2675575864612429e-08,1.267593141733438e-08,1.2679309414625382e-08,1.2678064837427226e-08,0.0,0.0
formation_BSU38200-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU30690-MONOMER_mod_zn2_s,5.958306929672907e-08,5.9463125223566655e-08,5.946980882035503e-08,5.942637215496874e-08,5.946980882035503e-08,5.946980882035503e-08,5.9367090025776795e-08,5.944892382747994e-08,5.9450594491930945e-08,5.9466466975011606e-08,5.946061897160376e-08,0.0,0.0
formation_BSU18830-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU16550-MONOMER_mod_cobalt2_s,3.5618780282618996e-11,3.554707767248829e-11,3.555107312905527e-11,3.5525106674844954e-11,3.555107312905527e-11,3.555107312905527e-11,3.5489667796665345e-11,3.553858807279345e-11,3.5539586796603895e-11,3.5549075372705514e-11,3.554557943416232e-11,0.0,0.0
formation_BSU00790-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU04640-MONOMER_mod_pydx5p_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU02390-MONOMER_mod_6:pydx5p_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU32500-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU15020-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU24280-MONOMER_mod_mn2_s,5.939203492316889e-11,5.927247541295614e-11,5.927913758089332e-11,5.92358401815143e-11,5.927913758089332e-11,5.927913758089332e-11,5.917674812182611e-11,5.925831954917982e-11,5.925998485717065e-11,5.927580645012602e-11,5.926997719650199e-11,0.0,0.0
formation_BSU27330-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
