,base,TYRt2r_REV_CPLX_dummy_s,4FE4St_s,HISt2r_FWD_BSU39390-MONOMER_s,PSER_Lt6_FWD_CPLX_dummy_s,PYDX5Pt_s,ASNt2r_FWD_CPLX_dummy_s,CBL1t_s,ASPt2r_FWD_CPLX_dummy_s,METt3_FWD_CPLX_dummy_s,PHEt2r_REV_CPLX_dummy_s,THMPPt_s,CITt13_FWD_BSU07610-MONOMER_s
CYTOM_FWD_BSU20250-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cut1_FWD_BSU03950-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cut1_FWD_BSU33500-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D4DGCD_FWD_BSU02460-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAAOP_FWD_BSU12920-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DADK_REV_BSU01370-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DADK_FWD_BSU01370-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DADNK_FWD_BSU00140-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DADNt2_FWD_BSU38710-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAGK_BS_FWD_BSU25310-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDPA_FWD_BSU29750-MONOMER_s,0.0,0.0,0.0,4.352654247371985e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DALAOX_FWD_CPLX-8352_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DALAOX_FWD_BSU11670-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAPDC_FWD_BSU23380-MONOMER_s,0.02749125880668747,0.02746259654335531,0.027440064156316696,0.027461219829684174,0.027460954296981428,0.02746329426317664,0.027460208935782444,0.02746329426317664,0.0,0.027464242281212553,0.027460700028432775,0.0,0.0
DAPE_REV_BSU32170-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAPE_FWD_BSU32170-MONOMER_s,0.03856049400375473,0.0385200631891683,0.03848914133984941,0.038518375754671964,0.03851779950114403,0.03852099394960853,0.03851697645973875,0.03852099394960853,0.011049543264770508,0.03852194196764444,0.03851762291280167,0.0,0.0
DB4PS_FWD_BSU23260-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DBTS_FWD_BSU30210-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCMPDA_FWD_BSU25580-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CMPDAi_FWD_BSU25580-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCYTD_FWD_BSU25300-MONOMER_mod_zn2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCYTt2_FWD_BSU39020-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCYTt2_FWD_BSU39410-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCYTt2_FWD_BSU32180-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDGLCNt2r_REV_BSU22090-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDGLCNt2r_FWD_BSU22090-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDGLK_FWD_BSU22110-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEXTRINt2_FWD_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DGK1_REV_BSU15680-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DGK1_FWD_BSU15680-MONOMER_mod_mg2_s,0.005312691567503106,0.005307064296998386,0.005303052710571479,0.005306915720714688,0.005306767144354679,0.005307175729161075,0.005306730000252754,0.005307175729161075,0.005303275577941583,0.005307175729161075,0.005306804288451835,0.0,0.0
DGNSK_FWD_BSU00150-MONOMER_s,0.005312691567503106,0.005307064296998386,0.005303052710571479,0.005306915720714688,0.005306767144354679,0.005307175729161075,0.005306730000252754,0.005307175729161075,0.005303275577941583,0.005307175729161075,0.005306804288451835,0.0,0.0
DHAD1_FWD_BSU21870-MONOMER_mod_4fe4s_s,0.03529958417756105,0.03526244037498739,0.0,0.03526222404978142,0.03526106730460093,0.035263321538988666,0.03525974202189654,0.035263321538988666,0.03522614768680325,0.03526370439338772,0.03525985796665384,0.0,0.0
DHAD2_FWD_BSU21870-MONOMER_mod_4fe4s_s,0.017766302493331332,0.01774741377719428,0.0,0.017746915065217063,0.017746416353239845,0.017747787811177192,0.017746291675245544,0.017747787811177192,0.01773469662177527,0.017747787811177192,0.01774654103123415,0.0,0.0
DHAD3_FWD_BSU21870-MONOMER_mod_4fe4s_s,0.03182791834426978,0.03180162993341137,0.0,0.03180072517011452,0.031799665810358924,0.03180227644117614,0.03180074897053362,0.03180227644117614,0.031781262395959776,0.03180322925816344,0.03179993172901713,0.0,0.0
DHAt_REV_CPLX_dummy_s,0.13219791700970288,0.03793307424929101,0.0,0.037949903987469655,0.03790959243875048,0.03793218725840571,0.03792099445532716,0.03793218725840571,0.16037116409702934,0.03793515199137236,0.046027179774614874,0.0,0.0
DHAt_FWD_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHBD_REV_BSU32000-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHBD_FWD_BSU32000-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHBS_FWD_BSU31980-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHBS_FWD_CPLX-7604_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHDPRy_FWD_BSU22490-MONOMER_s,0.03856049400375473,0.0385200631891683,0.03848914133984941,0.038518375754671964,0.03851779950114403,0.03852099394960853,0.03851697645973875,0.03852099394960853,0.011049543264770508,0.03852194196764444,0.03851762291280167,0.0,0.0
DHDPS_FWD_BSU16770-MONOMER_s,0.03856049400375473,0.0385200631891683,0.03848914133984941,0.038518375754671964,0.03851779950114403,0.03852099394960853,0.03851697645973875,0.03852099394960853,0.011049543264770508,0.03852194196764444,0.03851762291280167,0.0,0.0
FOLR2_REV_BSU21810-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOLR2_FWD_BSU21810-MONOMER_s,3.9899126052856445e-05,3.985670623779297e-05,3.9826466369628904e-05,3.985558624267578e-05,3.985446624755859e-05,3.985754623413086e-05,3.98541862487793e-05,3.985754623413086e-05,3.982814636230469e-05,3.985754623413086e-05,3.9854746246337885e-05,0.0,0.0
DHFR_REV_BSU21810-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHFR_FWD_BSU21810-MONOMER_s,0.005240113621431948,0.005234565976147554,0.005230630690069969,0.005234418317656457,0.005181597895290937,0.005234675185247831,0.005234237894877949,0.005234675185247831,0.005230884118015279,0.005234675264670712,0.005234312874848231,0.0,0.0
DHFS_FWD_BSU28080-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHNAOT7_FWD_BSU38490-MONOMER_mod_mg2_s,2.89187126159668e-05,2.8887966918945318e-05,2.8866049194335936e-05,2.888715515136719e-05,2.8886343383789062e-05,2.8888575744628912e-05,2.8886140441894534e-05,2.8888575744628912e-05,2.8867266845703127e-05,2.8888575744628912e-05,2.8886546325683593e-05,0.0,0.0
DHNPA_1_FWD_BSU00780-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHORDi_REV_CPLX8J2-105_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHORDi_FWD_CPLX8J2-105_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHORTS_REV_BSU15500-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHORTS_FWD_BSU15500-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHPPDA_FWD_BSU23280-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOLD3_FWD_BSU00770-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHQTi_REV_BSU23080-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHQTi_FWD_BSU23080-MONOMER_s,0.0,0.0,0.0,6.247889090731282e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHQS_FWD_BSU22700-MONOMER_mod_nad_mod_cobalt2_s,0.0,0.0,0.0,7.312461641825606e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DINSK_FWD_BSU00150-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc1_FWD_CPLX8J2-70_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc10_FWD_CPLX8J2-70_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc11_FWD_CPLX8J2-70_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc12_FWD_CPLX8J2-70_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc13_FWD_CPLX8J2-70_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc14_FWD_CPLX8J2-70_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc15_FWD_CPLX8J2-70_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc2_FWD_CPLX8J2-70_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc3_FWD_CPLX8J2-70_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc4_FWD_CPLX8J2-70_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc5_FWD_CPLX8J2-70_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc6_FWD_CPLX8J2-70_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc7_FWD_CPLX8J2-70_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc8_FWD_CPLX8J2-70_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc9_FWD_CPLX8J2-70_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DJENKabc_FWD_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKI_REV_BSU22130-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKI_FWD_BSU22130-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKII_FWD_BSU22140-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKMD2K_FWD_BSU13620-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKMD3M_FWD_BSU13620-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM1PE_REV_BSU13590-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM1PE_FWD_BSU13590-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM1PE_REV_CPLX-7445_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM1PE_FWD_CPLX-7445_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DMATT_FWD_BSU24280-MONOMER_mod_mn2_s,2.89187126159668e-05,2.8887966918945318e-05,2.8866049194335936e-05,2.888715515136719e-05,2.8886343383789062e-05,2.8888575744628912e-05,2.8886140441894534e-05,2.8888575744628912e-05,2.8867266845703127e-05,2.8888575744628912e-05,2.8886546325683593e-05,0.0,0.0
DMPPS_FWD_BSU25160-MONOMER_s,2.89187126159668e-05,2.8887966918945318e-05,2.8866049194335936e-05,2.888715515136719e-05,2.8886343383789062e-05,2.8888575744628912e-05,2.8886140441894534e-05,2.8888575744628912e-05,2.8867266845703127e-05,2.8888575744628912e-05,2.8886546325683593e-05,0.0,0.0
DPCOAK_FWD_BSU29060-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPR_FWD_BSU15110-MONOMER_s,2.115071116503541e-18,0.0,2.11121939489302e-18,0.0,2.112703680678193e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRBK_REV_BSU35920-MONOMER_mod_mg2_mod_k_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRBK_FWD_BSU35920-MONOMER_mod_mg2_mod_k_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRIBabc_FWD_CPLX8J2-64_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRPA_REV_BSU39420-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRPA_FWD_BSU39420-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DTMPK_REV_BSU00280-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DTMPK_FWD_BSU00280-MONOMER_mod_mg2_s,0.005147483621323476,0.005142031341177385,0.005138144502431779,0.005141887385147351,0.005141743429043379,0.005142139308151384,0.005141707440005835,0.005142139308151384,0.005138360439329821,0.005142139308151384,0.005141779418076304,0.0,0.0
DTMPt6_REV_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DTMPt6_FWD_CPLX_dummy_s,0.0,0.0,0.0,0.0,5.267582363388707e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DURIK1_FWD_BSU37060-MONOMER_mod_mg2_s,5.273087405561509e-05,5.2677928732376286e-05,5.265972126856107e-05,5.2675346266429775e-05,0.0,5.267833086231627e-05,5.267626862333447e-05,5.267833086231627e-05,5.269553232315367e-05,5.267841028519699e-05,5.267871052558936e-05,0.0,0.0
DURIPP_REV_BSU39400-MONOMER_s,5.273087405561509e-05,5.2677928732376286e-05,5.265972126856107e-05,5.2675346266429775e-05,0.0,5.267833086231627e-05,5.267626862333447e-05,5.267833086231627e-05,5.269553232315367e-05,5.267841028519699e-05,5.267871052558936e-05,0.0,0.0
DURIPP_FWD_BSU39400-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUTPDP_FWD_BSU17660-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUTPDP_FWD_BSU20020-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DXPRIi_FWD_BSU16550-MONOMER_mod_cobalt2_s,0.0002024309883117676,0.00020221576843261723,0.00020206234436035157,0.00020221008605957034,0.00020220440368652344,0.00020222003021240238,0.00020220298309326173,0.00020222003021240238,0.00020207086791992188,0.00020222003021240238,0.00020220582427978517,0.0,0.0
DXPS_FWD_BSU24270-MONOMER_mod_thmpp_s,0.0002024309883117676,0.00020221576843261723,0.00020206234436035157,0.00020221008605957034,0.00020220440368652344,0.00020222003021240238,0.00020220298309326173,0.00020222003021240238,0.00020207086791992188,0.00020222003021240238,0.00020220582427978517,0.0,0.0
ECOAH1_1_REV_BSU18220-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH1_1_FWD_BSU18220-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH1_1_REV_BSU28540-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH1_1_FWD_BSU28540-MONOMER_s,0.004528665341437398,0.004523850570657365,0.004520418258814172,0.0045237234479965065,0.004523596325335647,0.004523945912653009,0.004523564544670433,0.004523945912653009,0.004520608942805461,0.004523945912653009,0.004523628106000862,0.0,0.0
ECOAH2_REV_BSU18220-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH2_FWD_BSU18220-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH2_REV_BSU28540-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH2_FWD_BSU28540-MONOMER_s,0.004528665341437398,0.004523850570657365,0.004520418258814172,0.0045237234479965065,0.004523596325335647,0.004523945912653009,0.004523564544670433,0.004523945912653009,0.004520608942805461,0.004523945912653009,0.004523628106000862,0.0,0.0
ECOAH2c_REV_BSU18220-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH2c_FWD_BSU18220-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH2c_REV_BSU28540-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH2c_FWD_BSU28540-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH3_REV_BSU18220-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH3_FWD_BSU18220-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH3_REV_BSU28540-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH3_FWD_BSU28540-MONOMER_s,0.004528665341437398,0.004523850570657365,0.004520418258814172,0.0045237234479965065,0.004523596325335647,0.004523945912653009,0.004523564544670433,0.004523945912653009,0.004520608942805461,0.004523945912653009,0.004523628106000862,0.0,0.0
ECOAH4_REV_BSU18220-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH4_FWD_BSU18220-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH4_REV_BSU28540-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH4_FWD_BSU28540-MONOMER_s,0.004528665341437398,0.004523850570657365,0.004520418258814172,0.0045237234479965065,0.004523596325335647,0.004523945912653009,0.004523564544670433,0.004523945912653009,0.004520608942805461,0.004523945912653009,0.004523628106000862,0.0,0.0
ECOAH5_1_REV_BSU18220-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH5_1_FWD_BSU18220-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH5_1_REV_BSU28540-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH5_1_FWD_BSU28540-MONOMER_s,0.004528665341437398,0.004523850570657365,0.004520418258814172,0.0045237234479965065,0.004523596325335647,0.004523945912653009,0.004523564544670433,0.004523945912653009,0.004520608942805461,0.004523945912653009,0.004523628106000862,0.0,0.0
ECOAH6_REV_BSU18220-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH6_FWD_BSU18220-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH6_REV_BSU28540-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH6_FWD_BSU28540-MONOMER_s,0.004528665341437398,0.004523850570657365,0.004520418258814172,0.0045237234479965065,0.004523596325335647,0.004523945912653009,0.004523564544670433,0.004523945912653009,0.004520608942805461,0.004523945912653009,0.004523628106000862,0.0,0.0
ECOAH7_REV_BSU18220-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH7_FWD_BSU18220-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH7_REV_BSU28540-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH7_FWD_BSU28540-MONOMER_s,0.0034835887241826138,0.0034798850543518198,0.0034772448144724404,0.0034797872676896203,0.003479689481027421,0.003479958394348469,0.0034796650343618713,0.003479958394348469,0.0034773914944657394,0.003479958394348469,0.0034797139276929703,0.0,0.0
ECOAH9ir_REV_BSU18220-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH9ir_FWD_BSU18220-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH9ir_REV_BSU28540-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH9ir_FWD_BSU28540-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECTOINEabc_FWD_CPLX8J2-93_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EDA_FWD_BSU22100-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENO_REV_BSU33900-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENO_FWD_BSU33900-MONOMER_s,2.5673725210019245,2.568672625249815,2.568817624574964,2.5687448718002046,2.568717028737511,2.5686543266291304,2.5686491502602338,2.5686543266291304,2.567458603221462,2.568658459821476,2.568601512369873,0.0,0.0
ETHAAL_FWD_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETHAt6_REV_BSU39450-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETHAt6_FWD_BSU39450-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETHSabc_FWD_CPLX8J2-74_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETOHt3_FWD_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRUK_FWD_BSU14390-MONOMER_mod_mg2_s,7.994209546705057e-05,7.985710290603542e-05,7.979651414966816e-05,7.98548588780218e-05,7.98526148500082e-05,7.985878592704562e-05,7.985205384300481e-05,7.985878592704562e-05,7.979988019168856e-05,7.985878592704562e-05,7.98531758570116e-05,0.0,0.0
F6Pt6_2_FWD_BSU12010-MONOMER_s,82.89770097787834,83.00399148147733,83.16900480593256,82.98375233916597,82.98691344899959,82.99387451069363,82.99185253954785,82.99387451069363,83.14182576900846,82.99421185791641,83.0152794354376,0.0,0.0
F6Pt6_2_FWD_BSU14400-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FACOAL140_REV_BSU10360-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FACOAL140_FWD_BSU10360-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
