,base,HISt2r_FWD_BSU39390-MONOMER_s,LEUt2r_FWD_BSU29600-MONOMER_s,CITt15_FWD_BSU07610-MONOMER_s,PYDX5Pt_s,4FE4St_s,ALAt2r_FWD_BSU27810-MONOMER_s,CBL1t_s,ASNt2r_FWD_CPLX_dummy_s,CITt11_FWD_BSU07610-MONOMER_s,METt3_FWD_CPLX_dummy_s,ASPt2r_FWD_CPLX_dummy_s,TYRt2r_REV_CPLX_dummy_s,PSER_Lt6_FWD_CPLX_dummy_s,PHEt2r_REV_CPLX_dummy_s,THMPPt_s,CITt13_FWD_BSU07610-MONOMER_s
LLEUDr_REV_BSU24080-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LLEUDr_FWD_BSU24080-MONOMER_s,,0.006999533467782232,0.007000393670106653,0.007000248874994456,0.0,0.009397537814665475,0.007000151051926343,0.006996749365024965,0.009404930486327737,0.007000248874245962,0.007000235839240184,0.006998330450624932,0.007000180543442818,0.0,0.00700015781586489,0.0,0.0
LYSAM_REV_BSU19690-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LYSAM_FWD_BSU19690-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LYSAM_REV_CPLX8J2-180_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LYSAM_FWD_CPLX8J2-180_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LYSDC_FWD_BSU00270-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LYSLG_BS_FWD_CPLX_dummy_s,,0.0003607213153497119,0.00036073903623684393,0.00036073903623684393,0.00036067827890953394,0.00036042765493438035,0.00036073903623684393,0.00036042765493438035,0.0003607111891284935,0.00036073903623684393,0.0003606833420201431,0.0003606073953610057,0.00036073144157093014,0.00036066562113301105,0.0003607137206837981,0.0,0.0
LYSt3r_REV_BSU10870-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027481664750596428,0.0,0.0,0.0,0.0,0.0
LYSt3r_FWD_BSU10870-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L_LACt2r_REV_BSU34190-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L_LACt2r_FWD_BSU34190-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L_LACt2r_REV_BSU03060-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L_LACt2r_FWD_BSU03060-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1PD_REV_BSU03990-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1PD_FWD_BSU03990-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAL6PG_FWD_BSU08180-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MALT_FWD_BSU34560-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MALTATr_FWD_BSU40850-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MALTTRabc_FWD_CPLX_dummy_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MALTabc_FWD_CPLX8J2-119_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MALTpts_FWD_CPLX000-54_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAL_Dt2_FWD_CPLX_dummy_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MALt10_FWD_BSU23560-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MALt2r_FWD_BSU07570-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MALt2r_FWD_BSU38770-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13448576837111453,0.0,0.0,0.0,0.0,0.0
MALt2r_FWD_BSU04470-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MALt4_FWD_BSU31580-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAN1Pt6_REV_CPLX_dummy_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAN1Pt6_FWD_CPLX_dummy_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAN6PI_REV_BSU35790-MONOMER_s,,2.109185622758403,2.109156335658347,2.1091538822355185,2.097891886843951,2.009886145878155,2.1091553964526466,1.9320191648706708,2.1091420145377016,2.109153876490599,2.036313748449346,2.081770696149525,2.109168725614559,2.1090792927797812,2.125368606791056,0.0,0.0
MAN6PI_FWD_BSU35790-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAN6PI_REV_BSU12020-MONOMER_s,,82.88757302128757,82.8976802356776,82.89770318013593,82.89975504506913,83.09290813366049,82.89770080607013,83.00326155125333,82.89566443778791,82.89770315833664,82.94413430760686,82.8693691857037,82.9072088549888,82.87954796622631,82.91879175178303,0.0,0.0
MAN6PI_FWD_BSU12020-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAN6Pt6_REV_CPLX_dummy_s,,84.99675864404597,85.00683657133594,85.00685706237145,84.99764693191308,85.10279427953864,85.00685620252278,84.935280716124,85.00480645232561,85.00685703482725,84.9804480560562,84.95113988185322,85.01637758060335,84.9886272590061,85.04416035857409,0.0,0.0
MAN6Pt6_FWD_CPLX_dummy_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MANAO_REV_CPLX_dummy_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MANAO_FWD_CPLX_dummy_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MANpts_FWD_CPLX000-55_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MANt2_FWD_BSU10520-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCA_REV_BSU24130-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCA_FWD_BSU24130-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCITS_FWD_BSU24140-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCSNAH_REV_BSU00180-MONOMER_s,,4.2141838452205514e-05,4.214401902955301e-05,4.214402454380255e-05,4.213659879856742e-05,4.210528233543973e-05,4.214402026212535e-05,4.210537982151018e-05,4.2140549886219065e-05,4.2144024543829624e-05,4.2137115554293944e-05,4.2127678368096625e-05,4.214309141842037e-05,4.213503985697746e-05,4.214089232197782e-05,0.0,0.0
MCSNAH_FWD_BSU00180-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDH_REV_BSU29120-MONOMER_s,,0.0,0.0,0.0,0.20085276578135913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20085091340880062,0.0,0.0,0.0
MDH_FWD_BSU29120-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13448576837111453,0.0,0.0,0.0,0.0,0.0
MDRPD_FWD_CPLX8J2-41_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDRPD_FWD_BSU13610-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MALDDH_FWD_BSU04000-MONOMER_mod_mg2_mod_k_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME2_FWD_BSU29220-MONOMER_mod_mn2_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MECDPDH2_FWD_BSU25070-MONOMER_mod_mn2_s,,0.00020242033386230475,0.00020243027801513676,0.00020243027801513676,0.0002023961837768555,0.0002022555450439453,0.00020243027801513676,0.0002022555450439453,0.00020241465148925785,0.00020243027801513676,0.00020239902496337894,0.0002023564071655274,0.0002024260162353516,0.0002023890808105469,0.00020241607208251958,0.0,0.0
MECDPS_FWD_BSU00910-MONOMER_s,,0.00020242033386230475,0.00020243027801513676,0.00020243027801513676,0.0002023961837768555,0.0002022555450439453,0.00020243027801513676,0.0002022555450439453,0.00020241465148925785,0.00020243027801513676,0.00020239902496337894,0.0002023564071655274,0.0002024260162353516,0.0002023890808105469,0.00020241607208251958,0.0,0.0
MELIBt2_FWD_CPLX_dummy_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEPCT_FWD_BSU00900-MONOMER_mod_mn2_s,,0.00020242033386230475,0.00020243027801513676,0.00020243027801513676,0.0002023961837768555,0.0002022555450439453,0.00020243027801513676,0.0002022555450439453,0.00020241465148925785,0.00020243027801513676,0.00020239902496337894,0.0002023564071655274,0.0002024260162353516,0.0002023890808105469,0.00020241607208251958,0.0,0.0
METAT_FWD_BSU30550-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
METDabc_FWD_CPLX8J2-67_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
METS_FWD_BSU13180-MONOMER_mod_zn2_s,,0.023713852478640052,0.023714666260571553,0.023714559779848134,0.02371040107565263,0.023720827004907546,0.023714466380488148,0.0,0.023715858127461773,0.023714559743209854,0.01329983520454839,0.02371218240312328,0.023714769293001606,0.023711092557303283,0.023716890170498068,0.0,0.0
METSR_R1_FWD_BSU21680-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
METSR_R2_FWD_BSU21680-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
METSR_S1_FWD_BSU21690-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
METSR_S2_FWD_BSU21690-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
METSRabc_FWD_CPLX8J2-67_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
METSabc_FWD_CPLX8J2-67_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
METabc_FWD_CPLX8J2-67_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.013290859952641518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
METt3_FWD_CPLX_dummy_s,,0.010412088328562124,0.010412596894350123,0.010412587468245728,0.010410731498287177,0.010426922100480799,0.010412591873632195,0.0,0.010414222308252147,0.010412587432727527,0.0,0.010414723698048448,0.010413008418274167,0.010412167959703518,0.01041554427813986,0.0,0.0
MGSA_FWD_BSU22480-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGt5_REV_BSU24740-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGt5_FWD_BSU24740-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGt5_REV_BSU08000-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGt5_FWD_BSU08000-MONOMER_s,,0.0,0.0,0.0,0.0,0.31425932061186856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGt5_REV_BSU13300-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGt5_FWD_BSU13300-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MI1PP_FWD_BSU14670-MONOMER_mod_mg2_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCITL2_REV_BSU24120-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCITL2_FWD_BSU24120-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLTG1_FWD_BSU34560-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLTG2_FWD_BSU34560-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLTG3_FWD_BSU34560-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLTG4_FWD_BSU34560-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLTG5_FWD_BSU34560-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLTG6_FWD_BSU34560-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLTG7_FWD_BSU34560-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MMSAD1_FWD_BSU39760-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MMSAD1_FWD_CPLX-8648_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MMSAD2_FWD_BSU39760-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MMSAD2_FWD_CPLX-8648_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MMSAD3_FWD_BSU39760-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MMSAD3_FWD_CPLX-8648_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MMSDHir_FWD_BSU39760-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MMSDHir_FWD_CPLX-8648_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MNLpts_FWD_CPLX000-56_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MNNH_FWD_BSU12340-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MNabc_FWD_CPLX8J2-66_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MNt2_FWD_BSU04360-MONOMER_s,,1.5823221344034396e-06,1.5807121413145544e-06,1.5807043603364873e-06,1.5211045852169562e-06,1.5468943094976593e-06,1.5807051298119449e-06,1.496680017749204e-06,1.6411081801792951e-06,1.580704289555156e-06,1.5391968761092799e-06,1.5850939263892306e-06,1.5780722983958577e-06,1.5261791739883873e-06,1.5915573838022203e-06,0.0,0.0
MOBDabc_FWD_CPLX000-57_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOHMT_FWD_BSU22430-MONOMER_s,,0.0,2.1150636950746254e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1142918664672567e-18,2.115020149120004e-18,0.0,0.0,0.0,0.0
MOPSabc_FWD_CPLX8J2-74_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MPL_FWD_BSU34570-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSO3abc_FWD_CPLX8J2-74_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTAN_FWD_BSU27270-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTHFC_REV_BSU24310-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTHFC_FWD_BSU24310-MONOMER_s,,0.0013013096752017995,0.0013013672641664772,0.0013013674371269005,0.0013011861757113836,0.001299929039242984,0.00130136740157549,0.0012998872025541672,0.001301313818059697,0.0013013674371260072,0.0013009626869222956,0.0013010274743221687,0.0013013094638024095,0.0013010314329955208,0.0013012324256231683,0.0,0.0
MTHFD_REV_BSU24310-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTHFD_FWD_BSU24310-MONOMER_s,,0.0013013096752017995,0.0013013672641664772,0.0013013674371269005,0.0013011861757113836,0.001299929039242984,0.00130136740157549,0.0012998872025541672,0.001301313818059697,0.0013013674371260072,0.0013009626869222956,0.0013010274743221687,0.0013013094638024095,0.0013010314329955208,0.0013012324256231683,0.0,0.0
MTHFR3_FWD_BSU11010-MONOMER_mod_zn2_mod_cbl1_s,,0.023713852478640052,0.023714666260571553,0.023714559779848134,0.02371040107565263,0.023720827004907546,0.023714466380488148,0.0,0.023715858127461773,0.023714559743209854,0.01329983520454839,0.02371218240312328,0.023714769293001606,0.023711092557303283,0.023716890170498068,0.0,0.0
MTRI_REV_BSU13550-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTRI_FWD_BSU13550-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTRK_FWD_BSU13560-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NACt_FWD_CPLX_dummy_s,,1.2902118716314353e-08,1.2903386412986802e-08,1.2903386412986802e-08,1.2899040283665626e-08,1.2881120238284227e-08,1.2903386412986802e-08,1.2881120238284227e-08,1.2901394346176305e-08,1.2903386412986802e-08,1.289940243314856e-08,1.2893970724695965e-08,1.2902843106787303e-08,1.2898134932199608e-08,1.290157543680442e-08,0.0,0.0
NADH4_FWD_BSU32100-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NADH4_FWD_BSU12290-MONOMER_mod_mg2_mod_fad_mod_cu_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NADH4_FWD_BSU32200-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NADK_FWD_BSU11610-MONOMER_mod_mg2_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NADK1_FWD_BSU11610-MONOMER_mod_mg2_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NADK2_FWD_BSU11610-MONOMER_mod_mg2_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NADK3_FWD_BSU11610-MONOMER_mod_mg2_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NADK4_FWD_BSU11610-MONOMER_mod_mg2_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NADK5_FWD_BSU11610-MONOMER_mod_mg2_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NADS1_FWD_CPLX8J2-40_s,,1.2902118716314353e-08,1.2903386412986802e-08,1.2903386412986802e-08,1.2899040283665626e-08,1.2881120238284227e-08,1.2903386412986802e-08,1.2881120238284227e-08,1.2901394346176305e-08,1.2903386412986802e-08,1.289940243314856e-08,1.2893970724695965e-08,1.2902843106787303e-08,1.2898134932199608e-08,1.290157543680442e-08,0.0,0.0
NADS1_FWD_BSU03130-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAabcO_FWD_CPLX8J2-78_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAt3_1_FWD_BSU31620-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAt3_1_FWD_BSU31650-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAt3_1_FWD_BSU31640-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAt3_1_FWD_BSU31600-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAt3_1_FWD_BSU31630-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAt3_1_FWD_BSU31660-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAt3_1_FWD_BSU31610-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAt3_1_FWD_BSU33420-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAt3_1_FWD_BSU09680-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAt3_1_FWD_BSU09850-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAt3_1_FWD_BSU11640-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAPRT_REV_BSU31750-MONOMER_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAPRT_FWD_BSU31750-MONOMER_s,,1.2902118716314353e-08,1.2903386412986802e-08,1.2903386412986802e-08,1.2899040283665626e-08,1.2881120238284227e-08,1.2903386412986802e-08,1.2881120238284227e-08,1.2901394346176305e-08,1.2903386412986802e-08,1.289940243314856e-08,1.2893970724695965e-08,1.2902843106787303e-08,1.2898134932199608e-08,1.290157543680442e-08,0.0,0.0
NDPK1_REV_BSU22730-MONOMER_mod_mn2_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
