,base,ASNt2r_FWD_CPLX_dummy_s,CBL1t_s,HISt2r_FWD_BSU39390-MONOMER_s,4FE4St_s,PSER_Lt6_FWD_CPLX_dummy_s,PYDX5Pt_s,TYRt2r_REV_CPLX_dummy_s,METt3_FWD_CPLX_dummy_s,ASPt2r_FWD_CPLX_dummy_s,PHEt2r_REV_CPLX_dummy_s,THMPPt_s,CITt13_FWD_BSU07610-MONOMER_s
ASAD_FWD_BSU16750-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASNN_FWD_BSU23580-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASNS1_FWD_BSU10790-MONOMER_s,0.0,0.020473876325950328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASNS1_FWD_BSU30540-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASNS1_FWD_BSU39920-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASNt2r_FWD_CPLX_dummy_s,0.020501590235029957,0.0,0.020476925808926922,0.02047501399081747,0.020476925808926922,0.02047225309261594,0.02047327745407244,0.020476547537632384,0.020476925808926922,0.02047420606186276,0.020475234705964095,0.0,0.0
ASP1DC_FWD_BSU22410-MONOMER_s,2.115071116503541e-18,0.0,0.0,0.0,0.0,0.0,2.11121939489302e-18,2.1113539598289974e-18,0.0,0.0,0.0,0.0,0.0
ASPCT_FWD_BSU15490-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASPK_REV_BSU28470-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASPK_FWD_BSU28470-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASPK_REV_CPLX8J2-164_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASPK_FWD_CPLX8J2-164_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASPK_REV_BSU16760-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASPK_FWD_BSU16760-MONOMER_s,0.13735108052679434,0.06393033625477207,0.0639371968753336,0.0639330618827798,0.0639371968753336,0.06392768702922538,0.06393140347126858,0.06393558511335866,0.0639371968753336,0.03648827428869189,0.0639320634316975,0.0,0.0
ASPK_REV_BSU03790-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASPK_FWD_BSU03790-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASPO6_FWD_BSU27870-MONOMER_mod_fad_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASPO1_FWD_BSU27870-MONOMER_mod_fad_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASPT_FWD_BSU23570-MONOMER_mod_cobalt2_s,0.0,0.03581155857828837,0.015339279138019725,0.015338050719556328,0.015339279138019725,0.01885899909777547,0.018860133695295257,0.015338930751852041,0.015339279138019725,0.0,0.015338585938691605,0.0,0.0
ASPTA_REV_BSU22370-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06111214006970118,0.0,0.0,0.0
ASPTA_FWD_BSU22370-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.14762676448289178,0.14763151001812796,0.0,0.0,0.0,0.0,0.0,0.0
ASPt2r_FWD_CPLX_dummy_s,0.16202297087486733,0.14484546019570524,0.10390836579275137,0.10390035715092981,0.10390836579275137,0.25503946338102784,0.2550502351491747,0.10390571607602184,0.10390836579275137,0.0,0.1039009764677425,0.0,0.0
ATPM_FWD_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATPPRT_REV_BSU34920-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATPPRT_FWD_BSU34920-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATPS4r_REV_CPLX000-9_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATPS4r_FWD_CPLX000-9_s,21.29997637400029,21.26873122813541,21.269246083299514,21.266720115424004,21.269246083299514,21.266286992468746,21.267644758095653,21.26869045640932,21.269246083299514,21.264786280798802,21.27029475202342,0.0,0.0
BETALDHx_FWD_BSU31060-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BG_CELLB_FWD_BSU39260-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BG_MADG_FWD_BSU39260-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BG_MBDG_FWD_BSU39260-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BILEt4_FWD_BSU19350-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLACT_REV_BSU18800-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLACT_FWD_BSU18800-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLACT_REV_BSU02090-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLACT_FWD_BSU02090-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIOMASS_BS_10_FWD_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BTDD_RR_REV_BSU06240-MONOMER_s,0.005312691567503106,0.005303089855145063,0.00530353558965679,0.005303238433391798,0.00530353558965679,0.0053027555538114855,0.005303052710571479,0.005303387011562377,0.00530353558965679,0.005302532686041625,0.0053031269997138855,0.0,0.0
BTDD_RR_FWD_BSU06240-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BTDt6_RR_REV_CPLX_dummy_s,0.005312691567503106,0.005303089855145063,0.00530353558965679,0.005303238433391798,0.00530353558965679,0.0053027555538114855,0.005303052710571479,0.005303387011562377,0.00530353558965679,0.005302532686041625,0.0053031269997138855,0.0,0.0
BTDt6_RR_FWD_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BTS_1_FWD_BSU30200-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BUTKr_REV_BSU24070-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BUTKr_FWD_BSU24070-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BUTSabc_FWD_CPLX8J2-74_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA2abc1_FWD_BSU15650-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAT_FWD_BSU38630-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAT_FWD_BSU39050-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAT_FWD_BSU08820-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0846448056255987e-33,0.0,0.0,0.0
CAt4_REV_CPLX8J2-142_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAt4_FWD_CPLX8J2-142_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAt4_REV_BSU07920-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAt4_FWD_BSU07920-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CBL2abc_FWD_CPLX000-10_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CBPS_FWD_CPLX8J2-5_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CBPS_FWD_CPLX8J2-6_mod_zn2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD2abc1_FWD_BSU13850-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD2abc1_FWD_BSU33490-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD2t4_FWD_BSU26650-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDGPT_BS_FWD_BSU16920-MONOMER_mod_mg2_s,0.0034032623114569663,0.003397088565899945,0.0033973751614383755,0.0033971840977460883,0.0033973751614383755,0.003396873619246122,0.003397064682938409,0.0033972796295922317,0.0033973751614383755,0.003396730321476907,0.003397112448861481,0.0,0.0
CDPDSP_BS_FWD_BSU02270-MONOMER_s,0.009171809003959634,0.009155170728709026,0.009155943105122981,0.009155428187513678,0.009155943105122981,0.00915459144639856,0.009155106364007863,0.009155685646318329,0.009155943105122981,0.009154205258191583,0.009155235093410189,0.0,0.0
CDPMEK_FWD_BSU00460-MONOMER_s,0.0002024309883117676,0.00020206376495361328,0.00020208081207275392,0.00020206944732666015,0.00020208081207275392,0.00020205097961425783,0.00020206234436035157,0.00020207512969970702,0.00020208081207275392,0.00020204245605468752,0.000202065185546875,0.0,0.0
CELBpts_FWD_CPLX000-12_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CELBpts_FWD_CPLX000-13_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CELBpts_FWD_CPLX000-11_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHCOAL_FWD_CPLX8J2-184_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHCOAL_FWD_BSU30240-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHLabc_FWD_CPLX8J2-65_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHLabc_FWD_CPLX8J2-93_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHOLD2_FWD_BSU31050-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHOLSabc_1_FWD_CPLX8J2-93_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHORM_FWD_BSU27910-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHORM_FWD_BSU22690-MONOMER_s,0.06124446037185396,0.06123652417540834,0.061235256353126155,0.06123311718011688,0.061235256353126155,0.0612329100756966,0.06123242497192539,0.04949324130999453,0.061235256353126155,0.061234133357734366,0.0449691369642847,0.0,0.0
CHORM_FWD_BSU29750-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHORS_FWD_BSU22710-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHORt2_REV_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHORt2_FWD_CPLX_dummy_s,0.06714625912741681,0.06713004248083347,0.06712921225579185,0.0671271399385924,0.06712921225579185,0.06126177450135578,0.061261291021119726,0.055387154778719194,0.06712921225579185,0.06712866939362694,0.05086299012375764,0.0,0.0
CITRt2r_FWD_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CITt10_FWD_BSU07610-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CITt11_FWD_BSU07610-MONOMER_s,1.5807544815783781e-06,1.520673182558466e-06,1.4611264927268174e-06,1.4626643532286612e-06,1.4611264927268174e-06,1.4150968392104768e-06,1.4040319636565594e-06,1.4584002430542567e-06,1.4611264927268174e-06,1.4362843906187762e-06,1.4737194050262258e-06,0.0,0.0
CITt12_FWD_BSU07610-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CITt13_FWD_BSU07610-MONOMER_s,3.5618780282618996e-11,1.4050943603763941e-08,6.039286222472666e-09,6.0384638095488884e-09,6.039286222472666e-09,7.4158036901979125e-09,7.4166668430311795e-09,6.03897904938744e-09,6.039286222472666e-09,3.548218297256816e-11,6.038545174237329e-09,0.0,0.0
CITt14_FWD_BSU39060-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CITt14_FWD_BSU07610-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CITt15_FWD_BSU07610-MONOMER_s,8.365016389170105e-08,5.939151208326269e-08,5.940153254096968e-08,5.9394851185242174e-08,5.940153254096968e-08,5.9383996509024764e-08,5.9390676556717104e-08,5.939819226968817e-08,5.940153254096968e-08,5.937898664176074e-08,5.939234787612371e-08,0.0,0.0
CITt2r_REV_BSU26860-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CITt2r_FWD_BSU26860-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CITt2r_REV_BSU38770-MONOMER_s,0.0,1.5941156382454927e-06,1.5265673114902597e-06,1.5280976682234522e-06,1.5265673114902597e-06,1.4818966394096994e-06,1.4708393070563077e-06,1.5238374143733322e-06,1.5265673114902597e-06,1.4956988594435095e-06,1.539150298076587e-06,0.0,0.0
CITt2r_FWD_BSU38770-MONOMER_s,0.3994056373599595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLPNS2_BS_FWD_BSU36590-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLPNS2_BS_FWD_BSU37190-MONOMER_s,7.994209546705057e-05,7.979707515667156e-05,7.980380724071237e-05,7.979931918468517e-05,7.980380724071237e-05,7.979202609364096e-05,7.979651414966816e-05,7.980156321269876e-05,7.980380724071237e-05,7.978866005162055e-05,7.979763616367496e-05,0.0,0.0
CLPNS2_BS_FWD_BSU37240-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CMPt6_REV_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CMPt6_FWD_CPLX_dummy_s,0.011246274148697496,0.011207224270495225,0.011207103203065841,0.011206223990397833,0.011207103203065841,0.011205918715123355,0.011207853309514201,0.01120600201524351,0.011207103203065841,0.011201535158385312,0.011206249151115736,0.0,0.0
CO2t_REV_CPLX_dummy_s,1.4402659078326705,0.9188794202979977,0.9189510656476583,0.9188990878923734,0.9189510656476583,0.9129096818317772,0.901768209985624,0.9071865639407155,0.9189510656476583,0.8090481725858458,0.886351017383144,0.0,0.0
CO2t_FWD_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPPPGO_FWD_BSU09840-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPPPGO_FWD_BSU25500-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRNabc_FWD_CPLX8J2-93_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRO4t3_FWD_BSU36120-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRO4t3_FWD_BSU36130-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CS_FWD_BSU09440-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CS_FWD_BSU29140-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSNt2_FWD_BSU38710-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTBTabc_FWD_CPLX8J2-93_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTPS1_FWD_BSU37150-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTPS2_FWD_BSU37150-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYOO3_FWD_CPLX8J2-22_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYOR3m_FWD_CPLX8J2-42_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYSGLYt2ir_FWD_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYSS_2_FWD_BSU00730-MONOMER_mod_2:pydx5p_s,0.0,0.0028105098747337894,0.002810561612601555,0.00281054434177635,0.002810561612601555,0.002809675944707732,0.0,0.0028103856097667925,0.002810561612601555,0.002811344630380734,0.002810109481438901,0.0,0.0
CYSTGL_FWD_BSU27250-MONOMER_mod_pydx5p_s,0.0028176652702316747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYSTL_FWD_BSU11880-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYSTS_FWD_BSU27260-MONOMER_s,0.0028176652702316747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYSTabc_FWD_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYSabc_FWD_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0028099948802243354,0.0,0.0,0.0,0.0,0.0,0.0
CYTB_B2_FWD_CPLX8J2-102_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYTB_B3_FWD_CPLX8J2-43_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYTD_FWD_BSU25300-MONOMER_mod_zn2_s,5.273087405561509e-05,5.2661029183081376e-05,5.266309915179929e-05,5.2659656366445514e-05,5.266309915179929e-05,5.2657782506899834e-05,5.265972126856107e-05,5.266235569771698e-05,5.266309915179929e-05,5.2656160131291574e-05,5.266289867396556e-05,0.0,0.0
CYTDK1_FWD_BSU27330-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYTDK2_FWD_BSU27330-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITCY_FWD_BSU27330-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYTDt2_FWD_BSU39020-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYTDt2_FWD_BSU39410-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYTDt2_FWD_BSU32180-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYTK1_REV_BSU22890-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYTK1_FWD_BSU22890-MONOMER_mod_mg2_s,0.09109970841539235,0.09092973228890426,0.09093562790473063,0.09093070980364815,0.09093562790473063,0.09092401201660563,0.09093002315360081,0.09093252496990886,0.09093562790473063,0.09091631747443936,0.09092930517367973,0.0,0.0
CYTK2_REV_BSU22890-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYTK2_FWD_BSU22890-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYTOM_REV_BSU20250-MONOMER_s,4.214418148606654e-05,4.2062859841566035e-05,4.206664707359214e-05,4.2064147530308746e-05,4.206664707359214e-05,4.206015577580244e-05,4.206267214849375e-05,4.206540031220359e-05,4.206664707359214e-05,4.2058175316180663e-05,4.2063201444013936e-05,0.0,0.0
CYTOM_FWD_BSU20250-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cut1_FWD_BSU03950-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cut1_FWD_BSU33500-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D4DGCD_FWD_BSU02460-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAAOP_FWD_BSU12920-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DADK_REV_BSU01370-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DADK_FWD_BSU01370-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DADNK_FWD_BSU00140-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DADNt2_FWD_BSU38710-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAGK_BS_FWD_BSU25310-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDPA_FWD_BSU29750-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DALAOX_FWD_CPLX-8352_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DALAOX_FWD_BSU11670-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAPDC_FWD_BSU23380-MONOMER_s,0.02749125880668747,0.02743890683223233,0.027441990536268748,0.027439729255621655,0.027441990536268748,0.02743790675447441,0.027440064156316696,0.02744127615887442,0.027441990536268748,0.0,0.02743945216815886,0.0,0.0
DAPE_REV_BSU32170-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAPE_FWD_BSU32170-MONOMER_s,0.03856049400375473,0.03848806169597135,0.03849207756248335,0.03848919484018586,0.03849207756248335,0.03848636249635674,0.03848914133984941,0.03849105246426383,0.03849207756248335,0.011047989660644532,0.038488684712104176,0.0,0.0
DB4PS_FWD_BSU23260-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DBTS_FWD_BSU30210-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCMPDA_FWD_BSU25580-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CMPDAi_FWD_BSU25580-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCYTD_FWD_BSU25300-MONOMER_mod_zn2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCYTt2_FWD_BSU39020-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCYTt2_FWD_BSU39410-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCYTt2_FWD_BSU32180-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDGLCNt2r_REV_BSU22090-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDGLCNt2r_FWD_BSU22090-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDGLK_FWD_BSU22110-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEXTRINt2_FWD_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DGK1_REV_BSU15680-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
