,base,PSER_Lt6_FWD_CPLX_dummy_s,CBL1t_s,HISt2r_FWD_BSU39390-MONOMER_s,TYRt2r_REV_CPLX_dummy_s,ASNt2r_FWD_CPLX_dummy_s,ASPt2r_FWD_CPLX_dummy_s,PYDX5Pt_s,4FE4St_s,METt3_FWD_CPLX_dummy_s,PHEt2r_REV_CPLX_dummy_s,THMPPt_s,CITt13_FWD_BSU07610-MONOMER_s
formation_BSU06520-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU25660-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-29_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU15580-MONOMER_s,1.2326987088499191e-08,1.3054258644059888e-09,1.3060254246290207e-09,1.3059440280350402e-09,1.3059070254192252e-09,1.3058717185646468e-09,1.3059694643756035e-09,0.0,1.3032243928823519e-09,1.3059975118619103e-09,1.3060254246290207e-09,0.0,0.0
formation_BSU08860-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01230-MONOMER_s,3.306367217524935e-06,3.302046275192327e-06,3.302629493977e-06,3.302410446256653e-06,3.3025207157392603e-06,3.3022900536008347e-06,3.3014032787265324e-06,3.301986233044048e-06,3.299186591472233e-06,3.302628296041934e-06,3.302629493977e-06,0.0,0.0
formation_BSU39860-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU00940-MONOMER_s,1.3090935474577966e-09,1.3054253292889423e-09,1.3060248892524617e-09,1.3059434927456124e-09,1.3059064901008556e-09,1.3058711833048389e-09,1.3059689294263126e-09,1.3054078370423752e-09,1.303223858992222e-09,1.3059969764854804e-09,1.3060248892524617e-09,0.0,0.0
formation_BSU25580-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU12840-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU27560-MONOMER_s,4.6517761172635405e-09,4.6410094223847065e-09,4.6427532083906725e-09,4.642110626573779e-09,4.642454308286299e-09,4.642111394239612e-09,4.639675648908561e-09,4.641091562616703e-09,4.6347897430423545e-09,4.6428210410343935e-09,4.6427532083906725e-09,0.0,0.0
formation_BSU22430-MONOMER_s,9.944099745310874e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU15620-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU15630-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU00150-MONOMER_s,2.4682893235957254e-09,2.4628807246423448e-09,2.4636406838038286e-09,2.4633643215780305e-09,2.463502500770962e-09,2.4632261462250405e-09,2.462120881639696e-09,2.462811643205773e-09,2.4593933119791874e-09,2.4636406838038286e-09,2.4636406838038286e-09,0.0,0.0
formation_BSU27960-MONOMER_s,3.306367217524935e-06,3.302046275192327e-06,3.302629493977e-06,3.302410446256653e-06,3.3025207157392603e-06,3.3022900536008347e-06,3.3014032787265324e-06,3.301986233044048e-06,3.299186591472233e-06,3.302628296041934e-06,3.302629493977e-06,0.0,0.0
formation_BSU24350-MONOMER_s,7.655428035053092e-08,7.6386218933886e-08,7.640983302517396e-08,7.640124566063417e-08,7.640553928258217e-08,7.639695215932996e-08,7.63626084920726e-08,7.638407237928003e-08,7.627785562369916e-08,7.640983302517396e-08,7.640983302517396e-08,0.0,0.0
formation_BSU16770-MONOMER_s,6.342322234771565e-08,6.32837737766135e-08,6.330349791976208e-08,6.329520309679594e-08,6.330003479601713e-08,6.329189518881697e-08,1.816078456912294e-08,6.32822419439467e-08,6.319071697694818e-08,6.330333558275544e-08,6.330349791976208e-08,0.0,0.0
formation_BSU00750-MONOMER_s,2.7285542412124478e-09,0.0,2.7237815027683344e-09,2.723660425610318e-09,2.7236856510998173e-09,2.7234040803389185e-09,2.722789607973317e-09,0.0,2.719962972113187e-09,2.7237808297041453e-09,2.7237815027683344e-09,0.0,0.0
formation_BSU22960-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU16500-MONOMER_s,2.136177851757439e-07,2.1315541141474903e-07,2.1321883422184932e-07,2.1319531176921027e-07,2.1320713675661216e-07,2.1318282708383015e-07,2.1308804686390663e-07,2.1314916121039144e-07,2.128526260158633e-07,2.1321875681002935e-07,2.1321883422184932e-07,0.0,0.0
formation_BSU25410-MONOMER_s,3.306367217524935e-06,3.302046275192327e-06,3.302629493977e-06,3.302410446256653e-06,3.3025207157392603e-06,3.3022900536008347e-06,3.3014032787265324e-06,3.301986233044048e-06,3.299186591472233e-06,3.302628296041934e-06,3.302629493977e-06,0.0,0.0
formation_CPLX8J2-186_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU37780-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01030-MONOMER_s,3.306367217524935e-06,3.302046275192327e-06,3.302629493977e-06,3.302410446256653e-06,3.3025207157392603e-06,3.3022900536008347e-06,3.3014032787265324e-06,3.301986233044048e-06,3.299186591472233e-06,3.302628296041934e-06,3.302629493977e-06,0.0,0.0
formation_CPLX8J2-187_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU13590-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU22750-MONOMER_s,1.4795463742870695e-11,1.4762982912469572e-11,1.4767546751746387e-11,1.4765887092219664e-11,1.4766716910324755e-11,1.4765057297431108e-11,1.4758419778518034e-11,1.4762568052964667e-11,1.474203979316148e-11,1.4767546751746387e-11,1.4767546751746387e-11,0.0,0.0
formation_CPLX8J2-184_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-188_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU00680-MONOMER_s,2.1196217486417864e-07,1.9411230984884755e-07,1.9796062038254986e-07,1.983380815687894e-07,1.9798815993734702e-07,2.120893571195908e-07,1.9300217667731465e-07,1.931342959934157e-07,1.9449575510189977e-07,1.9796367039252407e-07,1.9796062038254986e-07,0.0,0.0
formation_BSU01300-MONOMER_s,3.306367217524935e-06,3.302046275192327e-06,3.302629493977e-06,3.302410446256653e-06,3.3025207157392603e-06,3.3022900536008347e-06,3.3014032787265324e-06,3.301986233044048e-06,3.299186591472233e-06,3.302628296041934e-06,3.302629493977e-06,0.0,0.0
formation_BSU01500-MONOMER_s,3.306367217524935e-06,3.302046275192327e-06,3.302629493977e-06,3.302410446256653e-06,3.3025207157392603e-06,3.3022900536008347e-06,3.3014032787265324e-06,3.301986233044048e-06,3.299186591472233e-06,3.302628296041934e-06,3.302629493977e-06,0.0,0.0
formation_BSU29670-MONOMER_s,6.589520419553452e-09,6.576032064984672e-09,6.57785629666687e-09,6.5771838739022406e-09,6.577508961139829e-09,6.576930851073302e-09,6.573472221651354e-09,6.5758984366159955e-09,6.568385941057759e-09,6.577840498411939e-09,6.57785629666687e-09,0.0,0.0
formation_BSU10010-MONOMER_s,0.0,1.033126702182807e-07,0.0,0.0,0.0,0.0,0.0,1.0330813354856194e-07,0.0,0.0,0.0,0.0,0.0
formation_BSU41060-MONOMER_s,3.306367217524935e-06,3.302046275192327e-06,3.302629493977e-06,3.302410446256653e-06,3.3025207157392603e-06,3.3022900536008347e-06,3.3014032787265324e-06,3.301986233044048e-06,3.299186591472233e-06,3.302628296041934e-06,3.302629493977e-06,0.0,0.0
formation_BSU01220-MONOMER_s,3.306367217524935e-06,3.302046275192327e-06,3.302629493977e-06,3.302410446256653e-06,3.3025207157392603e-06,3.3022900536008347e-06,3.3014032787265324e-06,3.301986233044048e-06,3.299186591472233e-06,3.302628296041934e-06,3.302629493977e-06,0.0,0.0
formation_BSU31050-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU22360-MONOMER_s,9.525088300513174e-09,9.505880253049813e-09,9.509791228996477e-09,9.50836901249035e-09,9.509348512615363e-09,9.507549621342059e-09,9.504309075290619e-09,9.505565600262424e-09,9.49565328150148e-09,9.509787883412343e-09,9.509791228996477e-09,0.0,0.0
formation_BSU03200-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU34190-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-105_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU37320-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU06450-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU19230-MONOMER_s,-4.3595436733859e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU24080-MONOMER_s,1.803967070102065e-08,1.4758463418006082e-08,1.8008304468303115e-08,1.8006117815614384e-08,1.8007373599732437e-08,1.3567323427872551e-08,1.7998783906097592e-08,1.4757891540450936e-08,4.3541270652005865e-09,1.8008352053401303e-08,1.8008304468303115e-08,0.0,0.0
formation_CPLX8J2-39_s,1.643713925374588e-11,1.6397208736433442e-11,1.6401558264767134e-11,1.6400521668580995e-11,1.640060906936589e-11,1.6400535900571658e-11,1.6394748681687455e-11,1.6396854725804607e-11,1.6372533551621146e-11,1.6401554034798504e-11,1.6401558264767134e-11,0.0,0.0
formation_CPLX8J2-38_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU18120-MONOMER_s,1.7802256855340304e-08,1.7763175141125424e-08,1.776866646201028e-08,1.776666951985959e-08,1.7767667976907424e-08,1.776567109086677e-08,1.7757684668904858e-08,1.7762675972218415e-08,1.773797587763803e-08,1.776866646201028e-08,1.776866646201028e-08,0.0,0.0
formation_CPLX8J2-30_s,3.177793653288443e-11,3.1710720613709784e-11,3.171902596317785e-11,3.17161885662813e-11,3.171724130431373e-11,3.171497622836722e-11,3.170428247020264e-11,3.1711000327884483e-11,3.1668054974330777e-11,3.171901660533345e-11,3.171902596317785e-11,0.0,0.0
formation_CPLX8J2-34_s,4.669325556263884e-08,4.65907487577719e-08,4.660515185573507e-08,4.659991410801894e-08,4.6602532945084476e-08,4.659729534453847e-08,4.6576347885756754e-08,4.6589439495607374e-08,4.652465401149516e-08,4.660515185573507e-08,4.660515185573507e-08,0.0,0.0
formation_BSU40500-MONOMER_s,3.306367217524935e-06,3.302046275192327e-06,3.302629493977e-06,3.302410446256653e-06,3.3025207157392603e-06,3.3022900536008347e-06,3.3014032787265324e-06,3.301986233044048e-06,3.299186591472233e-06,3.302628296041934e-06,3.302629493977e-06,0.0,0.0
formation_BSU36920-MONOMER_s,2.8885407460707534e-08,2.8650758149888444e-08,2.867043314063885e-08,2.8653868926154696e-08,2.8667118987305374e-08,2.8669643262135495e-08,2.860135044899476e-08,2.8639766732472904e-08,2.8614345528643465e-08,2.867070386802783e-08,2.867043314063885e-08,0.0,0.0
formation_BSU28860-MONOMER_s,3.306367217524935e-06,3.302046275192327e-06,3.302629493977e-06,3.302410446256653e-06,3.3025207157392603e-06,3.3022900536008347e-06,3.3014032787265324e-06,3.301986233044048e-06,3.299186591472233e-06,3.302628296041934e-06,3.302629493977e-06,0.0,0.0
formation_BSU15480-MONOMER_s,5.831090204300435e-08,2.1096169205681666e-08,2.3790971868047906e-08,2.381479862030412e-08,2.379318086656145e-08,2.3779833469662655e-08,1.7507955158485154e-08,1.849123210496756e-08,8.081442400449815e-10,2.3790136313432813e-08,2.3790971868047906e-08,0.0,0.0
formation_BSU28130-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU02360-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU24120-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU26970-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU22090-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU00930-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4526771144816029e-09,0.0,0.0,0.0,0.0
formation_BSU12340-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU28390-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU32830-MONOMER_s,1.3279133924672395e-08,1.324998192887308e-08,1.3254078037925201e-08,1.3252588470480224e-08,1.3253333243739254e-08,1.325184371814811e-08,1.3245886452860176e-08,1.324960958671326e-08,1.3231185188809653e-08,1.3254078037925201e-08,1.3254078037925201e-08,0.0,0.0
formation_BSU31760-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01310-MONOMER_s,3.306367217524935e-06,3.302046275192327e-06,3.302629493977e-06,3.302410446256653e-06,3.3025207157392603e-06,3.3022900536008347e-06,3.3014032787265324e-06,3.301986233044048e-06,3.299186591472233e-06,3.302628296041934e-06,3.302629493977e-06,0.0,0.0
formation_BSU03130-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU22680-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU12380-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU02090-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU31750-MONOMER_s,3.7669325364385464e-15,3.7545348931584024e-15,3.7562760471786085e-15,3.7556428379931535e-15,3.755959433689932e-15,3.755326260087772e-15,3.752794277275044e-15,3.754376633115014e-15,3.746548318335564e-15,3.7562760471786085e-15,3.7562760471786085e-15,0.0,0.0
formation_BSU00270-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU02630-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU29300-MONOMER_s,0.0,5.720833024451963e-14,5.723486043188744e-14,5.722521214222541e-14,5.723003615150772e-14,5.722038840403294e-14,5.718180825681204e-14,5.720591881591812e-14,5.708663777847807e-14,5.723486043188744e-14,5.723486043188744e-14,0.0,0.0
formation_BSU01150-MONOMER_s,3.306367217524935e-06,3.302046275192327e-06,3.302629493977e-06,3.302410446256653e-06,3.3025207157392603e-06,3.3022900536008347e-06,3.3014032787265324e-06,3.301986233044048e-06,3.299186591472233e-06,3.302628296041934e-06,3.302629493977e-06,0.0,0.0
formation_BSU16520-MONOMER_s,5.860833487585889e-10,5.845975665358232e-10,5.847915631755386e-10,5.847286957153956e-10,5.847445096967175e-10,5.847175317503249e-10,5.84483798275229e-10,5.846102492739395e-10,5.836331429599911e-10,5.847914238015012e-10,5.847915631755386e-10,0.0,0.0
formation_BSU01340-MONOMER_s,3.306367217524935e-06,3.302046275192327e-06,3.302629493977e-06,3.302410446256653e-06,3.3025207157392603e-06,3.3022900536008347e-06,3.3014032787265324e-06,3.301986233044048e-06,3.299186591472233e-06,3.302628296041934e-06,3.302629493977e-06,0.0,0.0
formation_BSU00910-MONOMER_s,5.201466704468999e-10,5.190047801972864e-10,5.191652257125838e-10,5.191068790198473e-10,5.191360519563596e-10,5.19077706903047e-10,5.188443594782779e-10,5.189901954709183e-10,5.182685076500926e-10,5.191652257125838e-10,5.191652257125838e-10,0.0,0.0
formation_BSU39410-MONOMER_s,2.4682893235957254e-09,2.438432113729123e-09,2.4636406838038286e-09,2.4633643215780305e-09,2.463502500770962e-09,2.4632261462250405e-09,2.462120881639696e-09,2.462811643205773e-09,2.4593933119791874e-09,2.4636406838038286e-09,2.4636406838038286e-09,0.0,0.0
formation_BSU13730-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU22130-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU29660-MONOMER_s,3.306367217524935e-06,3.302046275192327e-06,3.302629493977e-06,3.302410446256653e-06,3.3025207157392603e-06,3.3022900536008347e-06,3.3014032787265324e-06,3.301986233044048e-06,3.299186591472233e-06,3.302628296041934e-06,3.302629493977e-06,0.0,0.0
formation_CPLX-8352_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX-8351_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU03790-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX-8354_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU00820-MONOMER_s,1.2604904372450457e-08,1.2577172058247022e-08,1.25811055256454e-08,1.2579358154277196e-08,1.2580425136423893e-08,1.2578721592460507e-08,1.2573422888887874e-08,1.2576888259620837e-08,1.2558403010605385e-08,1.2581059669950346e-08,1.25811055256454e-08,0.0,0.0
formation_BSU01160-MONOMER_s,3.306367217524935e-06,3.302046275192327e-06,3.302629493977e-06,3.302410446256653e-06,3.3025207157392603e-06,3.3022900536008347e-06,3.3014032787265324e-06,3.301986233044048e-06,3.299186591472233e-06,3.302628296041934e-06,3.302629493977e-06,0.0,0.0
formation_BSU23610-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX-8225_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU14000-MONOMER_s,4.9207753251640846e-08,4.9099560217227246e-08,4.911486345684875e-08,4.910842780778087e-08,4.91121765460862e-08,4.9105861323241254e-08,1.4090287009294404e-08,4.909837172441498e-08,4.9027360857642295e-08,4.911473750551625e-08,4.911486345684875e-08,0.0,0.0
formation_BSU30790-MONOMER_s,8.672927600584517e-12,8.653887718132646e-12,8.656562987277056e-12,8.655590114296049e-12,8.656076543952611e-12,8.655103698307369e-12,8.651212862442289e-12,8.653644532348614e-12,8.641611106824872e-12,8.656562987277056e-12,8.656562987277056e-12,0.0,0.0
formation_BSU38630-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU03040-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-179_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-176_s,2.4160322044414337e-09,2.3862929045075517e-09,2.411484247971816e-09,2.4112135091958974e-09,2.4113493304101567e-09,2.4110795283164977e-09,2.4099973814229894e-09,2.4106734041623635e-09,2.4073370355590755e-09,2.4114842515823946e-09,2.411484247971816e-09,0.0,0.0
formation_BSU38710-MONOMER_s,7.654902068584921e-05,7.662997144615152e-05,7.662894055929211e-05,7.661519682708201e-05,7.663560829774386e-05,7.6620020537129e-05,7.659597161525953e-05,7.662747418522683e-05,7.676644949034229e-05,7.662889979873833e-05,7.662894055929211e-05,0.0,0.0
formation_BSU01180-MONOMER_s,3.306367217524935e-06,3.302046275192327e-06,3.302629493977e-06,3.302410446256653e-06,3.3025207157392603e-06,3.3022900536008347e-06,3.3014032787265324e-06,3.301986233044048e-06,3.299186591472233e-06,3.302628296041934e-06,3.302629493977e-06,0.0,0.0
formation_BSU32240-MONOMER_s,3.974694075072822e-08,3.966624944675259e-08,3.9678709197097014e-08,3.9674528694538235e-08,3.9676680280141644e-08,3.967138382473953e-08,3.96543274439697e-08,3.9664026179346526e-08,3.961545668377575e-08,3.96785569869032e-08,3.9678709197097014e-08,0.0,0.0
formation_BSU11640-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU14880-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU05740-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU25290-MONOMER_s,1.536146188652035e-12,1.532453777793006e-12,1.5329613405245503e-12,1.5327735283904291e-12,1.5328677791103946e-12,1.5326745821313191e-12,1.5319185606641229e-12,1.5324043809458947e-12,1.5300401892083648e-12,1.5329607844863547e-12,1.5329613405245503e-12,0.0,0.0
formation_BSU31400-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU29050-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-49_s,2.538697133556483e-12,2.5346736647450306e-12,2.5352390811919314e-12,2.5350334682851977e-12,2.535136273749117e-12,2.534930664800157e-12,2.534108308157345e-12,2.534622266218127e-12,2.5320786574082803e-12,2.5352390811919314e-12,2.5352390811919314e-12,0.0,0.0
formation_CPLX8J2-46_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-47_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-45_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-42_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-43_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-40_s,5.971173004766875e-15,5.9515208150445935e-15,5.954280814535433e-15,5.953277079650885e-15,5.953778932991699e-15,5.952775254512199e-15,5.948761668584221e-15,5.951269948300983e-15,5.938860853783972e-15,5.954280814535433e-15,5.954280814535433e-15,0.0,0.0
formation_CPLX8J2-41_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU36590-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU27810-MONOMER_s,2.4451789494570327e-08,2.439860169530427e-08,2.4404388714628125e-08,2.440201955028386e-08,2.4402977238801388e-08,2.43996552616062e-08,2.439017206416266e-08,2.439738340251027e-08,2.4360188271634173e-08,2.4404355261251082e-08,2.4404388714628125e-08,0.0,0.0
formation_BSU18260-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU15350-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU09410-MONOMER_s,6.141947128129655e-08,2.3954168938926302e-08,2.66881636014413e-08,2.6694577224587698e-08,2.6688029230768968e-08,2.6681717167200693e-08,2.033757686773431e-08,2.136055299787896e-08,3.691940270688685e-09,2.6687674787274004e-08,2.66881636014413e-08,0.0,0.0
formation_BSU18410-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU33900-MONOMER_s,7.098241519436036e-07,7.093663372808727e-07,7.094493569692368e-07,7.094282136653192e-07,7.094344714947402e-07,7.093892054327224e-07,7.093268141291655e-07,7.093739966725335e-07,7.089133587061686e-07,7.094507909124557e-07,7.094493569692368e-07,0.0,0.0
formation_BSU02400-MONOMER_s,0.0,0.0,0.0,8.157627363669563e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU29130-MONOMER_s,1.1085589283555465e-07,1.0612082832938354e-07,1.0615130183194753e-07,1.0613871411162071e-07,1.0614528956528258e-07,1.061331505936442e-07,9.848506713559985e-08,1.061178632243003e-07,8.251907567796804e-08,1.061513557754792e-07,1.0615130183194753e-07,0.0,0.0
formation_BSU30550-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU35790-MONOMER_s,9.799221346659002e-07,9.094207580661087e-07,9.095872234531993e-07,9.095449784608663e-07,9.095605243821139e-07,9.094948071593291e-07,8.966006829751072e-07,8.353649837878467e-07,8.627919773506372e-07,8.797847017706601e-07,9.095872234531993e-07,0.0,0.0
formation_BSU06420-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-1_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-3_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-5_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-4_s,2.170308905617994e-08,2.1652384214291085e-08,2.1659708509634492e-08,2.1656290231591744e-08,2.1658268794944352e-08,2.1655595722219948e-08,2.164566914512038e-08,2.165215857502522e-08,2.1617075773437022e-08,2.1659840677905077e-08,2.1659708509634492e-08,0.0,0.0
formation_CPLX8J2-7_s,6.916232667864706e-08,7.247212772580359e-08,7.249333182547498e-08,7.248496625188016e-08,7.248926135710528e-08,7.248052000616422e-08,5.970783701567568e-08,7.247016557913632e-08,5.602447020464254e-08,7.249338041751963e-08,7.249333182547498e-08,0.0,0.0
formation_CPLX8J2-9_s,6.6965509328994606e-09,6.681877224262185e-09,6.68393901871357e-09,6.683189238814068e-09,6.683564123554883e-09,6.682814364491141e-09,6.6798157449535804e-09,6.681689804029841e-09,6.672415757853194e-09,6.68393901871357e-09,6.68393901871357e-09,0.0,0.0
formation_BSU26590-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
