,base,HISt2r_FWD_BSU39390-MONOMER_s,ASPt2r_FWD_CPLX_dummy_s,ASNt2r_FWD_CPLX_dummy_s,4FE4St_s,CBL1t_s,METt3_FWD_CPLX_dummy_s,PYDX5Pt_s,TYRt2r_REV_CPLX_dummy_s,PSER_Lt6_FWD_CPLX_dummy_s,PHEt2r_REV_CPLX_dummy_s,THMPPt_s,CITt13_FWD_BSU07610-MONOMER_s
TMDPP_FWD_BSU39400-MONOMER_s,0.005365422441558721,0.005360489863373105,0.0053591039250413764,0.005360342656036631,0.0053561986888085895,0.0053607904427017804,0.0053607904427017804,0.0053598540600233915,0.005360641124508988,0.005307250017245685,0.0053603819136723565,0.0,0.0
TMDS_FWD_CPLX8J2-176_s,0.005200214495379091,0.005195433806319386,0.005194090605314836,0.005195291219224708,0.005191275464652822,0.005195725145171593,0.005195725145171593,0.0051948176390137005,0.005195580447215848,0.005142211286110941,0.0051953293217997625,0.0,0.0
TMDS_FWD_BSU17680-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMDS_FWD_BSU21820-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMN_FWD_BSU11650-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMPHi_FWD_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMPK_FWD_BSU05900-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMPPP_FWD_BSU38290-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMPt6_REV_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMPt6_FWD_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TPI_REV_BSU33920-MONOMER_s,0.21033518663300235,0.12748106920889057,0.11377432945356566,0.1274522449615045,0.07995911899727026,0.12746942777856204,0.12746942777856204,0.11598802819320847,0.12746825929192937,0.12157516560882008,0.13556080347027463,0.0,0.0
TPI_FWD_BSU33920-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRDR_FWD_BSU32110-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRDR_FWD_BSU34790-MONOMER_s,0.04213997469660122,0.018407379021095804,0.018404174061472846,0.01840714374539398,0.0183913134033928,0.018408354047402455,0.018408354047402455,0.015591447109188847,0.01840774156027118,0.0184049803391288,0.018406689662573913,0.0,0.0
TRDR_FWD_CPLX8J2-179_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRDR_FWD_BSU03270-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE6PH_FWD_BSU07810-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TREpts_FWD_CPLX000-69_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRPAS1_FWD_BSU27250-MONOMER_mod_pydx5p_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRPS1_FWD_CPLX8J2-19_mod_pydx5p_s,0.005872880042946887,0.005868327729609494,0.005867896720519307,0.005867834087332275,0.005865087215226729,0.005868260759983383,0.005868260759983383,0.0,0.005868219100362199,0.0,0.005868146109355608,0.0,0.0
TRPt2r_FWD_BSU10010-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00586675743919274,0.0,0.005866929238956756,0.0,0.0,0.0
TYRTA_REV_BSU22620-MONOMER_mod_pydx5p_s,0.025907931409935237,0.025893045622291593,0.02588808809276597,0.025895905257159308,0.025905825023703186,0.025894695618036707,0.025894695618036707,0.0,0.014171803542953816,0.025896125408174205,0.025897715946946263,0.0,0.0
TYRTA_FWD_BSU22620-MONOMER_mod_pydx5p_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TYRTA_REV_BSU34890-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025894736650171186,0.0,0.0,0.0,0.0,0.0
TYRTA_FWD_BSU34890-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TYRt2r_REV_CPLX_dummy_s,0.011724792815853211,0.011721592222880647,0.011721099281957414,0.011724500054127989,0.01174189424454599,0.011722541925539563,0.011722541925539563,0.011724350504545365,0.0,0.01172572913602016,0.011726306898182704,0.0,0.0
TYRt2r_FWD_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UAAGDS_FWD_BSU15180-MONOMER_s,0.011069235197067262,0.011059020249938965,0.011056146082305908,0.01105870952911377,0.0110500870262146,0.011059641691589354,0.011059641691589354,0.011057699686431886,0.011059330970764161,0.011057855046844483,0.011058787209320069,0.0,0.0
UAG2E_REV_BSU35660-MONOMER_mod_nad_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UAG2E_FWD_BSU35660-MONOMER_mod_nad_s,0.0009797136133613492,0.0009788095109023094,0.0009785551246590815,0.0009787820096868254,0.0009780188509571418,0.0009788645133332777,0.0009788645133332777,0.0009786926307365023,0.0009788370121177937,0.0009787063813442441,0.0009787888849906964,0.0,0.0
UAG2EMA_REV_BSU35660-MONOMER_mod_nad_s,0.04262961907826202,0.04259027947645292,0.042579210539061774,0.0425890828345728,0.042555876022399346,0.04259267276021317,0.04259267276021317,0.0425851937484624,0.04259147611833305,0.04258579206940246,0.04258938199504283,0.0,0.0
UAG2EMA_FWD_BSU35660-MONOMER_mod_nad_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UAG4E_FWD_BSU30870-MONOMER_s,0.01696619716541261,0.016950540364926624,0.016946135029428665,0.01695006411244036,0.016936848105946485,0.016951492869899155,0.016951492869899155,0.016948516291859998,0.01695101661741289,0.01694875441810313,0.016950183175561923,0.0,0.0
UAG4E_FWD_BSU38860-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UAGCVT_FWD_BSU37100-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UAGCVT_FWD_BSU36760-MONOMER_s,0.011069235197067262,0.011059020249938965,0.011056146082305908,0.01105870952911377,0.0110500870262146,0.011059641691589354,0.011059641691589354,0.011057699686431886,0.011059330970764161,0.011057855046844483,0.011058787209320069,0.0,0.0
UAGDP_REV_BSU00500-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UAGDP_FWD_BSU00500-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UAGPT3_FWD_BSU15220-MONOMER_s,0.011069235197067262,0.011059020249938965,0.011056146082305908,0.01105870952911377,0.0110500870262146,0.011059641691589354,0.011059641691589354,0.011057699686431886,0.011059330970764161,0.011057855046844483,0.011058787209320069,0.0,0.0
UAMAGS_FWD_BSU15200-MONOMER_mod_mg2_mod_k_s,0.011069235197067262,0.011059020249938965,0.011056146082305908,0.01105870952911377,0.0110500870262146,0.011059641691589354,0.011059641691589354,0.011057699686431886,0.011059330970764161,0.011057855046844483,0.011058787209320069,0.0,0.0
UAMAS_FWD_BSU29790-MONOMER_s,0.011069235197067262,0.011059020249938965,0.011056146082305908,0.01105870952911377,0.0110500870262146,0.011059641691589354,0.011059641691589354,0.011057699686431886,0.011059330970764161,0.011057855046844483,0.011058787209320069,0.0,0.0
UAPGR_FWD_BSU15230-MONOMER_mod_fad_s,0.011069235197067262,0.011059020249938965,0.011056146082305908,0.01105870952911377,0.0110500870262146,0.011059641691589354,0.011059641691589354,0.011057699686431886,0.011059330970764161,0.011057855046844483,0.011058787209320069,0.0,0.0
UDCPDP_FWD_BSU31150-MONOMER_s,0.011069235197067262,0.011059020249938965,0.011056146082305908,0.01105870952911377,0.0110500870262146,0.011059641691589354,0.011059641691589354,0.011057699686431886,0.011059330970764161,0.011057855046844483,0.011058787209320069,0.0,0.0
UDPG4E_REV_BSU38860-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UDPG4E_FWD_BSU38860-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UDPGD_REV_BSU35580-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UDPGD_FWD_BSU35580-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UGLYCH_REV_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UGLYCH_FWD_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UGMDDS_FWD_BSU04570-MONOMER_s,0.011069235197067262,0.011059020249938965,0.011056146082305908,0.01105870952911377,0.0110500870262146,0.011059641691589354,0.011059641691589354,0.011057699686431886,0.011059330970764161,0.011057855046844483,0.011058787209320069,0.0,0.0
UGT1_BS_FWD_BSU21920-MONOMER_s,0.0014075673173665774,0.001406268381580099,0.0014059029015489226,0.0014062288702253773,0.001405132430131848,0.0014063474042895424,0.0014063474042895424,0.0014061004583225316,0.0014063078929348208,0.0014061202139998923,0.0014062387480640577,0.0,0.0
UGT2_BS_FWD_BSU21920-MONOMER_s,0.0010803574660754117,0.0010793604871334025,0.001079079968343636,0.0010793301607777523,0.001078488604408452,0.0010794211398447034,0.0010794211398447034,0.0010792316001218883,0.0010793908134890532,0.0010792467632997137,0.0010793377423666648,0.0,0.0
UGT_BS_FWD_BSU21920-MONOMER_s,0.0023549475220544782,0.002352774321828859,0.0023521628510429432,0.0023527082168790306,0.002350873804521283,0.002352906531728516,0.002352906531728516,0.0023524933757920873,0.0023528404267786876,0.0023525264282670015,0.0023527247431164872,0.0,0.0
UMPt6_REV_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UMPt6_FWD_CPLX_dummy_s,0.010141797601714856,0.01012570186150197,0.010116218588292763,0.010126739194143891,0.010100961364599165,0.0101255981544971,0.0101255981544971,0.010124758339952971,0.010124408035988828,0.010124031899341164,0.010125264357557883,0.0,0.0
UNK5_FWD_BSU13580-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UPP3MT_2_FWD_BSU15610-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UPP3MT_2_FWD_BSU03280-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UPP3S_FWD_BSU28140-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UPPDC1_FWD_BSU10120-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UPPDC1_FWD_CPLX-9084_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UPPRT_FWD_BSU36890-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URAt2_REV_BSU15480-MONOMER_s,0.12550710105818544,0.043256639358391906,0.029677811153810452,0.0431782519775244,0.0,0.04320449918638287,0.04320449918638287,0.03179832255567078,0.04321039654864164,0.03740711387536052,0.051255542657655015,0.0,0.0
URAt2_FWD_BSU15480-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URAt2_REV_BSU36470-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URAt2_FWD_BSU36470-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URCN_FWD_BSU39360-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UREA_FWD_CPLX8J2-28_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UREAt_REV_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UREAt_FWD_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URIC_FWD_BSU32450-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URIC_FWD_BSU32460-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UMPK_FWD_BSU22890-MONOMER_mod_mg2_s,0.04957716680580561,0.0495323433698303,0.04951480599118699,0.049532583306293315,0.0494821245498983,0.04953418237166249,0.04953418237166249,0.04952777345742249,0.04953210946415042,0.04952746574094306,0.04953133371257596,0.0,0.0
UMPK_FWD_BSU16510-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URIDK2r_copy1_FWD_BSU22890-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URIDK2r_copy1_FWD_BSU16510-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URIDK2r_copy2_REV_BSU00280-MONOMER_mod_mg2_s,0.005147483621323476,0.005142751120218271,0.00514141952753914,0.005142607164558019,0.0051386123655010225,0.00514303903131685,0.00514303903131685,0.005142139308151384,0.005142895075804552,0.005142211286110941,0.005142643153480016,0.0,0.0
URIDK2r_copy2_FWD_BSU00280-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URIK1_FWD_BSU27330-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URIK2_FWD_BSU27330-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URIK3_FWD_BSU27330-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URIt2_FWD_BSU39020-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URIt2_FWD_BSU32180-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URIt2_FWD_BSU39410-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VALDHr_REV_BSU24080-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VALDHr_FWD_BSU24080-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VALTA_REV_BSU02390-MONOMER_mod_6:pydx5p_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VALTA_FWD_BSU02390-MONOMER_mod_6:pydx5p_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VALTA_REV_BSU38550-MONOMER_s,0.03320943094305148,0.03317825303441437,0.03316875648098897,0.03317620920979694,0.0,0.033179529791158326,0.033179529791158326,0.033175346502379584,0.033178650613809944,0.03317621707786775,0.033176166860146614,0.0,0.0
VALTA_FWD_BSU38550-MONOMER_s,0.0,0.0,0.0,0.0,0.002086537572674753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VALt2r_FWD_BSU26690-MONOMER_s,0.0,0.0,0.0,0.0,0.03522931682281481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VALt2r_FWD_BSU29600-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X00002_FWD_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HXAND_FWD_BSU32470-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HXAND_FWD_BSU32510-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HXAND_FWD_BSU32480-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HXAND_FWD_BSU32500-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HXAND_FWD_BSU32490-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XAND_FWD_BSU32470-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XAND_FWD_BSU32510-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XAND_FWD_BSU32480-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XAND_FWD_BSU32500-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XAND_FWD_BSU32490-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XANt2_REV_BSU22060-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XANt2_FWD_BSU22060-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XPPT_FWD_BSU22070-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XTSNt2_REV_BSU38710-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XTSNt2_FWD_BSU38710-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XYL14BASE_FWD_BSU28510-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XYLI1_REV_BSU17600-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XYLI1_FWD_BSU17600-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XYLI2_REV_BSU17600-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XYLI2_FWD_BSU17600-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XYLK_FWD_BSU17610-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XYLt2_FWD_BSU33960-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNabc_FWD_CPLX000-70_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZN2t4_FWD_BSU26650-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BALAt2r_FWD_BSU06310-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CU2abc1_FWD_BSU33500-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dummy_reaction_FWD_SPONT_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATPM_s,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0
GAM_s,0.10871696472167969,0.10861663818359374,0.10858840942382812,0.10861358642578126,0.10852890014648438,0.10862274169921873,0.10862274169921873,0.10860366821289064,0.10861968994140625,0.10860519409179688,0.10861434936523437,0.0,0.0
biomass_constituent_demand_s,0.10871696472167969,0.10861663818359374,0.10858840942382812,0.10861358642578126,0.10852890014648438,0.10862274169921873,0.10862274169921873,0.10860366821289064,0.10861968994140625,0.10860519409179688,0.10861434936523437,0.0,0.0
Demand_gtca2_45_BS_c_s,0.10871696472167969,0.10861663818359374,0.10858840942382812,0.10861358642578126,0.10852890014648438,0.10862274169921873,0.10862274169921873,0.10860366821289064,0.10861968994140625,0.10860519409179688,0.10861434936523437,0.0,0.0
Demand_d12dg_BS_c_s,0.10871696472167969,0.10861663818359374,0.10858840942382812,0.10861358642578126,0.10852890014648438,0.10862274169921873,0.10862274169921873,0.10860366821289064,0.10861968994140625,0.10860519409179688,0.10861434936523437,0.0,0.0
Demand_lipo1_24_BS_c_s,0.10871696472167969,0.10861663818359374,0.10858840942382812,0.10861358642578126,0.10852890014648438,0.10862274169921873,0.10862274169921873,0.10860366821289064,0.10861968994140625,0.10860519409179688,0.10861434936523437,0.0,0.0
Demand_m12dg_BS_c_s,0.10871696472167969,0.10861663818359374,0.10858840942382812,0.10861358642578126,0.10852890014648438,0.10862274169921873,0.10862274169921873,0.10860366821289064,0.10861968994140625,0.10860519409179688,0.10861434936523437,0.0,0.0
Demand_pgly_BS_c_s,0.10871696472167969,0.10861663818359374,0.10858840942382812,0.10861358642578126,0.10852890014648438,0.10862274169921873,0.10862274169921873,0.10860366821289064,0.10861968994140625,0.10860519409179688,0.10861434936523437,0.0,0.0
Demand_cdlp_BS_c_s,0.10871696472167969,0.10861663818359374,0.10858840942382812,0.10861358642578126,0.10852890014648438,0.10862274169921873,0.10862274169921873,0.10860366821289064,0.10861968994140625,0.10860519409179688,0.10861434936523437,0.0,0.0
Demand_gtca3_45_BS_c_s,0.10871696472167969,0.10861663818359374,0.10858840942382812,0.10861358642578126,0.10852890014648438,0.10862274169921873,0.10862274169921873,0.10860366821289064,0.10861968994140625,0.10860519409179688,0.10861434936523437,0.0,0.0
Demand_tcam_BS_c_s,0.10871696472167969,0.10861663818359374,0.10858840942382812,0.10861358642578126,0.10852890014648438,0.10862274169921873,0.10862274169921873,0.10860366821289064,0.10861968994140625,0.10860519409179688,0.10861434936523437,0.0,0.0
Demand_lipo4_24_BS_c_s,0.10871696472167969,0.10861663818359374,0.10858840942382812,0.10861358642578126,0.10852890014648438,0.10862274169921873,0.10862274169921873,0.10860366821289064,0.10861968994140625,0.10860519409179688,0.10861434936523437,0.0,0.0
Demand_lipo3_24_BS_c_s,0.10871696472167969,0.10861663818359374,0.10858840942382812,0.10861358642578126,0.10852890014648438,0.10862274169921873,0.10862274169921873,0.10860366821289064,0.10861968994140625,0.10860519409179688,0.10861434936523437,0.0,0.0
Demand_lipo2_24_BS_c_s,0.10871696472167969,0.10861663818359374,0.10858840942382812,0.10861358642578126,0.10852890014648438,0.10862274169921873,0.10862274169921873,0.10860366821289064,0.10861968994140625,0.10860519409179688,0.10861434936523437,0.0,0.0
Demand_gtca1_45_BS_c_s,0.10871696472167969,0.10861663818359374,0.10858840942382812,0.10861358642578126,0.10852890014648438,0.10862274169921873,0.10862274169921873,0.10860366821289064,0.10861968994140625,0.10860519409179688,0.10861434936523437,0.0,0.0
Demand_t12dg_BS_c_s,0.10871696472167969,0.10861663818359374,0.10858840942382812,0.10861358642578126,0.10852890014648438,0.10862274169921873,0.10862274169921873,0.10860366821289064,0.10861968994140625,0.10860519409179688,0.10861434936523437,0.0,0.0
Demand_lysylpgly_BS_c_s,0.10871696472167969,0.10861663818359374,0.10858840942382812,0.10861358642578126,0.10852890014648438,0.10862274169921873,0.10862274169921873,0.10860366821289064,0.10861968994140625,0.10860519409179688,0.10861434936523437,0.0,0.0
DNA_replication_s,0.020920350377653163,0.02090111659498052,0.020895704749609643,0.02090053153185592,0.020884295910315626,0.020902286720327776,0.020902286720327776,0.02089863007462492,0.020901701657804486,0.020898922606713253,0.020900677797665253,0.0,0.0
BSU15140-MONOMER_to_generic_16Sm4Cm1402_s,1.536146188652035e-12,1.5330319897533306e-12,1.5321540914423634e-12,1.532935763031287e-12,1.5302991915852512e-12,1.5332206040088512e-12,1.5332206040088512e-12,1.5326421055189856e-12,1.5331270332218187e-12,1.5326902225092438e-12,1.5329613405245503e-12,0.0,0.0
BSU00820-MONOMER_to_generic_LYSINEaaRS_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSU08030-MONOMER_to_generic_Dus_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSU00810-MONOMER_to_generic_Dus_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSU37010-MONOMER_to_generic_RF_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSU35290-MONOMER_to_generic_RF_s,5.242965975978766e-10,5.230649602393845e-10,5.226976970420767e-10,5.230115183409505e-10,5.220402353810617e-10,5.231150942734249e-10,5.231150942734249e-10,5.229079864509763e-10,5.230750726685949e-10,5.229136612386377e-10,5.230132600740563e-10,0.0,0.0
BSU01130-MONOMER_to_generic_Tuf_s,2.1361778356451112e-07,2.1322766000740923e-07,2.1311753444888362e-07,2.1321555732970408e-07,2.1288505698972773e-07,2.132512933342984e-07,2.132512933342984e-07,2.1317895116022913e-07,2.1323959495841239e-07,2.13185022991973e-07,2.1321883261571963e-07,0.0,0.0
