,base,asp__L_s,cbl1_s,man6p_c,pser__L_s,acnam_s,3amp_s,so4_s,f6p_s,adn_c,pep_s,6pgc_s,leu__L_s,gmp_s,pi_c,pyr_c,zn2_s,arg__L_s,k_s,mg2_s,mn2_s,met__L_c
DB4PS_FWD_BSU23260-MONOMER_s,2.506447923046439e-08,2.5064755401027307e-08,2.5064755401027307e-08,2.4918047562049913e-08,2.4986383253954003e-08,2.4522008326986076e-08,2.496653486932793e-08,2.5063650726058725e-08,2.5064755401027307e-08,2.4966534869340514e-08,8.448326347058269e-07,2.4898225448509995e-08,2.5061441566722385e-08,2.501506921064564e-08,2.5064755401027307e-08,5.586903880282811e-07,0.0,0.0,0.0,0.0,0.0,0.0
DBTS_FWD_BSU30210-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCMPDA_FWD_BSU25580-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CMPDAi_FWD_BSU25580-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCYTD_FWD_BSU25300-MONOMER_mod_zn2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCYTt2_FWD_BSU32180-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCYTt2_FWD_BSU39410-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCYTt2_FWD_BSU39020-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDGLCNt2r_REV_BSU22090-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDGLCNt2r_FWD_BSU22090-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDGLK_FWD_BSU22110-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEXTRINt2_FWD_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DGK1_REV_BSU15680-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DGK1_FWD_BSU15680-MONOMER_mod_mg2_s,0.0016934461211093688,0.001693455450218731,0.001693455450218731,0.001688492362511332,0.0016908059827249356,0.0016750211091891014,0.0016901342866021424,0.0016934181337812178,0.001693455450218731,0.0016901342866021424,0.0013193138073561003,0.001687820666196353,0.0016933435009056702,0.0016917762103590853,0.001693455450218731,0.0005169724832226206,0.0,0.0,0.0,0.0,0.0,0.0
DGNSK_FWD_BSU00150-MONOMER_s,0.0016934461211093688,0.001693455450218731,0.001693455450218731,0.001688492362511332,0.0016908059827249356,0.0016750211091891014,0.0016901342866021424,0.0016934181337812178,0.001693455450218731,0.0016901342866021424,0.0013193138073561003,0.001687820666196353,0.0016933435009056702,0.0016917762103590853,0.001693455450218731,0.0005169724832226206,0.0,0.0,0.0,0.0,0.0,0.0
DHAD1_FWD_BSU21870-MONOMER_mod_4fe4s_s,0.0015177866110372587,0.0015177967009987082,0.0015177967009987075,0.0014956921380685525,0.0015115814094344788,0.0015155350333330262,0.001975317693472557,0.0015176860729474854,0.0015177967009987075,0.0019755221360238623,0.010008158168598335,0.0014936021428362993,0.005586211099602193,0.001517341260797492,0.0015177967009987075,0.004010099032264647,0.0,0.0,0.0,0.0,0.0,0.0
DHAD2_FWD_BSU21870-MONOMER_mod_4fe4s_s,0.005657731534021712,0.005657762703520289,0.005657762703520289,0.0056411805302778615,0.005648910565924708,0.005596171774334123,0.005646666362027237,0.005657638025525986,0.005657762703520289,0.005646666362027237,0.00440774113262859,0.00563893632638039,0.005657388669537378,0.005652152193776612,0.005657762703520289,0.0017271642550930294,0.0,0.0,0.0,0.0,0.0,0.0
DHAD3_FWD_BSU21870-MONOMER_mod_4fe4s_s,0.0007903765295773961,0.0007903824918521109,0.0007903824918521109,0.0007674982276845059,0.0007862597461862743,0.0007914188134445978,0.0014765486138438495,0.0007902805169877035,0.0007903824918521109,0.0014767740492791094,0.0004461350536282551,0.0007657904873714673,0.0007926163430197224,0.0007905044232893259,0.0007903824918521109,0.0003553760768097675,0.0,0.0,0.0,0.0,0.0,0.0
DHAt_REV_SPONT_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHAt_FWD_SPONT_s,0.03910506793063053,0.039105287548735164,0.039105287548735164,0.06021011760656938,0.008082294971910908,0.06381710598839127,0.04123991986566387,0.039159876125557644,0.039105287548735164,0.04124063128971474,5.975971648022054,0.06307186746645321,0.037755865542052,0.03723192943793344,0.039105287548735164,10.195753251800781,0.0,0.0,0.0,0.0,0.0,0.0
DHBD_REV_BSU32000-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHBD_FWD_BSU32000-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHBS_FWD_BSU31980-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHBS_FWD_CPLX-7604_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHDPRy_FWD_BSU22490-MONOMER_s,0.004304398400824638,0.004304423469918519,0.004304423469918519,0.004279388862826532,0.0042951566861252725,0.00427235617773349,0.004550059050955964,0.004304274845600766,0.004304423469918519,0.004550218037946212,0.0032513016565180516,0.004276434019612419,0.004305668227112283,0.004300976896605595,0.004304423469918519,0.0014518705354082907,0.0,0.0,0.0,0.0,0.0,0.0
DHDPS_FWD_BSU16770-MONOMER_s,0.004304398400824638,0.004304423469918519,0.004304423469918519,0.004279388862826532,0.0042951566861252725,0.00427235617773349,0.004550059050955964,0.004304274845600766,0.004304423469918519,0.004550218037946212,0.0032513016565180516,0.004276434019612419,0.004305668227112283,0.004300976896605595,0.004304423469918519,0.0014518705354082907,0.0,0.0,0.0,0.0,0.0,0.0
FOLR2_REV_BSU21810-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOLR2_FWD_BSU21810-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHFR_REV_BSU21810-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHFR_FWD_BSU21810-MONOMER_s,0.0016629742318034087,0.0016629833937242319,0.0016629833937242319,0.0016581036203615722,0.0016603805668551532,0.0016448849103336007,0.001659877249088662,0.0015960650344662639,0.0016629833937242319,0.0016598773185693887,0.001295513772910784,0.0016479985533507263,0.0016628741646659967,0.0016613346630093746,0.0016629833937242319,0.0005077090518732938,0.0,0.0,0.0,0.0,0.0,0.0
DHFS_FWD_BSU28080-MONOMER_s,1.2705994606018062e-05,1.2706064605712888e-05,1.2706064605712888e-05,1.2668824768066409e-05,1.2686184692382815e-05,1.2567745208740233e-05,1.268114471435547e-05,1.2705784606933594e-05,1.2706064605712888e-05,1.268114471435547e-05,9.89879684448242e-06,1.2663784790039065e-05,1.2705224609375e-05,1.2693464660644533e-05,1.2706064605712888e-05,3.87882308959961e-06,0.0,0.0,0.0,0.0,0.0,0.0
DHNAOT7_FWD_BSU38490-MONOMER_mod_mg2_s,9.20924949645996e-06,9.209300231933593e-06,9.209300231933593e-06,9.18230895996094e-06,9.194891357421877e-06,9.109046936035157e-06,9.191238403320315e-06,9.209097290039063e-06,9.209300231933593e-06,9.191238403320315e-06,7.174604797363281e-06,9.178656005859378e-06,9.208691406250001e-06,9.200167846679689e-06,9.209300231933593e-06,2.811354064941407e-06,0.0,0.0,0.0,0.0,0.0,0.0
DHNPA_1_FWD_BSU00780-MONOMER_s,1.2705994606018062e-05,1.2706064605712888e-05,1.2706064605712888e-05,1.2668824768066409e-05,1.2686184692382815e-05,1.2567745208740233e-05,1.268114471435547e-05,1.2705784606933594e-05,1.2706064605712888e-05,1.268114471435547e-05,9.89879684448242e-06,1.2663784790039065e-05,1.2705224609375e-05,1.2693464660644533e-05,1.2706064605712888e-05,3.87882308959961e-06,0.0,0.0,0.0,0.0,0.0,0.0
DHORDi_REV_CPLX8J2-105_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHORDi_FWD_CPLX8J2-105_s,0.0036758549455577936,0.0036758754284537064,0.0036758754284537064,0.003654222138507727,0.0036587248161748078,0.003623604210673079,0.004171709763275548,0.003675724773147829,0.0036758754284537064,0.004171827780644235,0.0031764309429823602,0.0036522916184740513,0.003678369909726335,0.0036725938351248742,0.0036758754284537064,0.0017640510927969086,0.0,0.0,0.0,0.0,0.0,0.0
DHORTS_REV_BSU15500-MONOMER_s,0.0036758549455577936,0.0036758754284537064,0.0036758754284537064,0.003654222138507727,0.0036587248161748078,0.003623604210673079,0.004171709763275548,0.003675724773147829,0.0036758754284537064,0.004171827780644235,0.0031764309429823602,0.0036522916184740513,0.003678369909726335,0.0036725938351248742,0.0036758754284537064,0.0017640510927969086,0.0,0.0,0.0,0.0,0.0,0.0
DHORTS_FWD_BSU15500-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHPPDA_FWD_BSU23280-MONOMER_s,1.2532239615232195e-08,1.2532377700513653e-08,1.2532377700513653e-08,1.2459023781024957e-08,1.2493191626977001e-08,1.2261004163493038e-08,1.2483267434663966e-08,1.2531825363029363e-08,1.2532377700513653e-08,1.2483267434670257e-08,4.2241631735291345e-07,1.2449112724254998e-08,1.2530720783361193e-08,1.250753460532282e-08,1.2532377700513653e-08,2.7934519401414053e-07,0.0,0.0,0.0,0.0,0.0,0.0
FOLD3_FWD_BSU00770-MONOMER_mod_mg2_s,1.2705994606018062e-05,1.2706064605712888e-05,1.2706064605712888e-05,1.2668824768066409e-05,1.2686184692382815e-05,1.2567745208740233e-05,1.268114471435547e-05,1.2705784606933594e-05,1.2706064605712888e-05,1.268114471435547e-05,9.89879684448242e-06,1.2663784790039065e-05,1.2705224609375e-05,1.2693464660644533e-05,1.2706064605712888e-05,3.87882308959961e-06,0.0,0.0,0.0,0.0,0.0,0.0
DHQTi_REV_BSU23080-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHQTi_FWD_BSU23080-MONOMER_s,0.0009509979375237727,0.0009510050412172733,0.0009510050412172733,0.0009238922722237104,0.0009463304892431091,0.0009494690205729632,0.0016962328813952404,0.0009508829589611413,0.0009510050412172733,0.0016964984787579554,0.0005010720894048439,0.0009217342582012017,0.0009535936522784587,0.0009509918643197155,0.0009510050412172733,0.00043738270655833896,0.0,0.0,0.0,0.0,0.0,0.0
DHQS_FWD_BSU22700-MONOMER_mod_nad_mod_cobalt2_s,0.0009509979375237727,0.0009510050412172733,0.0009510050412172733,0.0009238922722237104,0.0009463304892431091,0.0009494690205729632,0.0016962328813952404,0.0009508829589611413,0.0009510050412172733,0.0016964984787579554,0.0005010720894048439,0.0009217342582012017,0.0009535936522784587,0.0009509918643197155,0.0009510050412172733,0.00043738270655833896,0.0,0.0,0.0,0.0,0.0,0.0
DINSK_FWD_BSU00150-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc1_FWD_CPLX8J2-70_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc10_FWD_CPLX8J2-70_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc11_FWD_CPLX8J2-70_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc12_FWD_CPLX8J2-70_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc13_FWD_CPLX8J2-70_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc14_FWD_CPLX8J2-70_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc15_FWD_CPLX8J2-70_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc2_FWD_CPLX8J2-70_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc3_FWD_CPLX8J2-70_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc4_FWD_CPLX8J2-70_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc5_FWD_CPLX8J2-70_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc6_FWD_CPLX8J2-70_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc7_FWD_CPLX8J2-70_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc8_FWD_CPLX8J2-70_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc9_FWD_CPLX8J2-70_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DJENKabc_FWD_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKI_REV_BSU22130-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKI_FWD_BSU22130-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKII_FWD_BSU22140-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKMD2K_FWD_BSU13620-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.692634109359219e-32,0.0,0.0,0.0,0.0,-1.0006657218233159e-56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKMD3M_FWD_BSU13620-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM1PE_REV_BSU13590-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM1PE_FWD_BSU13590-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.692634109359219e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM1PE_REV_CPLX-7445_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM1PE_FWD_CPLX-7445_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DMATT_FWD_BSU24280-MONOMER_mod_mn2_s,9.20924949645996e-06,9.209300231933593e-06,9.209300231933593e-06,9.18230895996094e-06,9.194891357421877e-06,9.109046936035157e-06,9.191238403320315e-06,9.209097290039063e-06,9.209300231933593e-06,9.191238403320315e-06,7.174604797363281e-06,9.178656005859378e-06,9.208691406250001e-06,9.200167846679689e-06,9.209300231933593e-06,2.811354064941407e-06,0.0,0.0,0.0,0.0,0.0,0.0
DMPPS_FWD_BSU25160-MONOMER_s,9.20924949645996e-06,9.209300231933593e-06,9.209300231933593e-06,9.18230895996094e-06,9.194891357421877e-06,9.109046936035157e-06,9.191238403320315e-06,9.209097290039063e-06,9.209300231933593e-06,9.191238403320315e-06,7.174604797363281e-06,9.178656005859378e-06,9.208691406250001e-06,9.200167846679689e-06,9.209300231933593e-06,2.811354064941407e-06,0.0,0.0,0.0,0.0,0.0,0.0
DPCOAK_FWD_BSU29060-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPR_FWD_BSU15110-MONOMER_s,0.0,6.735545717474689e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRBK_REV_BSU35920-MONOMER_mod_mg2_mod_k_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRBK_FWD_BSU35920-MONOMER_mod_mg2_mod_k_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRIBabc_FWD_CPLX8J2-64_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRPA_REV_BSU39420-MONOMER_s,0.0033247484630604734,0.0033247667782556963,0.0033247667782556963,0.003315028721396777,0.0033195661028900055,0.003288570418851624,0.0033180910675705178,0.0033915752290492917,0.0033247667782556963,0.003318090998089791,0.0013119861416790953,0.00332315543475704,0.003324546281919282,0.003321469627569797,0.0033247667782556963,0.0010149347945295044,0.0,0.0,0.0,0.0,0.0,0.0
DRPA_FWD_BSU39420-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DTMPK_REV_BSU00280-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DTMPK_FWD_BSU00280-MONOMER_mod_mg2_s,0.0016407852895742477,0.0016407943285777422,0.0016407943285777422,0.0016359855772394754,0.00163822725116392,0.0016229332373936915,0.001637576442671341,0.001640758172563702,0.0016407943285777422,0.001637576442671341,0.0012782873103892966,0.001635334768560687,0.001640685860535117,0.0016391673077797207,0.0016407943285777422,0.0005008962700452889,0.0,0.0,0.0,0.0,0.0,0.0
DTMPt6_REV_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DTMPt6_FWD_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DURIK1_FWD_BSU37060-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.800519415935842e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DURIPP_REV_BSU39400-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.800519415935842e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DURIPP_FWD_BSU39400-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUTPDP_FWD_BSU17660-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUTPDP_FWD_BSU20020-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DXPRIi_FWD_BSU16550-MONOMER_mod_cobalt2_s,6.446474647521972e-05,6.446510162353515e-05,6.446510162353515e-05,6.427616271972659e-05,6.436423950195315e-05,6.37633285522461e-05,6.43386688232422e-05,6.446368103027344e-05,6.446510162353515e-05,6.43386688232422e-05,5.022223358154297e-05,6.425059204101565e-05,6.446083984375001e-05,6.440117492675782e-05,6.446510162353515e-05,1.9679478454589847e-05,0.0,0.0,0.0,0.0,0.0,0.0
DXPS_FWD_BSU24270-MONOMER_mod_thmpp_s,6.446474647521972e-05,6.446510162353515e-05,6.446510162353515e-05,6.427616271972659e-05,6.436423950195315e-05,6.37633285522461e-05,6.43386688232422e-05,6.446368103027344e-05,6.446510162353515e-05,6.43386688232422e-05,5.022223358154297e-05,6.425059204101565e-05,6.446083984375001e-05,6.440117492675782e-05,6.446510162353515e-05,1.9679478454589847e-05,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH1_1_REV_BSU28540-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH1_1_FWD_BSU28540-MONOMER_s,0.0014421668616133776,0.0014421748067796815,0.0014421748067796815,0.0014379479783061216,0.0014399183795494354,0.0014264751581636,0.00143934632757557,0.001442143026114467,0.0014421748067796815,0.00143934632757557,0.0011235418573366993,0.0014373759263322555,0.0014420794647840376,0.0014407446768450185,0.0014421748067796815,0.0004402575552197918,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH1_1_REV_BSU18220-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH1_1_FWD_BSU18220-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH2_REV_BSU28540-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH2_FWD_BSU28540-MONOMER_s,0.0014421668616133776,0.0014421748067796815,0.0014421748067796815,0.0014379479783061216,0.0014399183795494354,0.0014264751581636,0.00143934632757557,0.001442143026114467,0.0014421748067796815,0.00143934632757557,0.0011235418573366993,0.0014373759263322562,0.0014420794647840376,0.0014407446768450185,0.0014421748067796815,0.0004402575552197918,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH2_REV_BSU18220-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH2_FWD_BSU18220-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH2c_REV_BSU28540-MONOMER_s,0.0,0.0,0.0,0.0,0.0,6.662222928212827e-19,0.0,0.0,0.0,0.0,0.0,0.0,-1.6085805252706412e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH2c_FWD_BSU28540-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
