,base,man6p_c,f6p_s,3amp_s,asp__L_s,pep_s,pi_c,gmp_s,cbl1_s,leu__L_s,acnam_s,so4_s,6pgc_s,adn_c,pser__L_s,pyr_c,arg__L_s,zn2_s,mg2_s,mn2_s,k_s,met__L_c
PMPK_FWD_BSU38020-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PMPK_FWD_BSU11710-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNTEH_FWD_BSU03010-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNTK_FWD_BSU23760-MONOMER_s,2.19086245804356e-18,0.0,6.728866427219545e-19,0.0,0.0,5.240275223474701e-19,0.0,0.0,0.0,0.0,0.0,6.7287189930844195e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNTOt2_REV_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNTOt2_FWD_CPLX_dummy_s,2.19086245804356e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPA_FWD_BSU40550-MONOMER_s,0.7785574738968764,0.050171446048442446,0.05059185866104736,0.05827227659932047,0.05059185866104736,0.027830321304186965,0.05059185866104736,0.05059185866104736,0.05059185866104736,0.046562243742426464,0.19096654568490087,0.05065647221993629,0.050138975944116516,0.05827743173206392,0.08110703861213311,0.018105183207447525,0.0,0.0,0.0,0.0,0.0,0.0
PPAKr_REV_BSU29470-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPAKr_FWD_BSU29470-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPAt6_REV_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPAt6_FWD_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPBNGS_FWD_BSU28130-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPCDC_FWD_BSU15700-MONOMER_s,2.19086245804356e-18,0.0,6.728866427219545e-19,0.0,0.0,5.240275223474701e-19,0.0,0.0,0.0,0.0,0.0,6.7287189930844195e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPCK_FWD_BSU30560-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPCOAC_FWD_BSU23920-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPCOAC_FWD_BSU18210-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPIabc_FWD_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPM_REV_BSU23500-MONOMER_mod_mn2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPM_FWD_BSU23500-MONOMER_mod_mn2_s,0.0,0.0032201079662593575,0.0032288438670664463,0.0032933582500862565,0.0032288438670664463,0.001394909850541782,0.0032288438670664463,0.0032288438670664463,0.0032288438670664463,0.0032289674787823863,0.0031859920557744076,0.003228769112033951,0.003219082237602781,0.0032932578427003266,0.003177217207540259,0.001178696329169338,0.0,0.0,0.0,0.0,0.0,0.0
PPM2_REV_BSU23500-MONOMER_mod_mn2_s,0.0,0.003311731557849267,0.003321469627569797,0.0033145741851723183,0.003321469627569797,0.0013102046988578485,0.003321469627569797,0.003321469627569797,0.003321469627569797,0.0033212491323051066,0.0032853478479386326,0.003388317970860229,0.0033198491717935093,0.0033145007908305666,0.003316269971855807,0.001013029867912599,0.0,0.0,0.0,0.0,0.0,0.0
PPM2_FWD_BSU23500-MONOMER_mod_mn2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPNCL_FWD_BSU15700-MONOMER_s,2.19086245804356e-18,0.0,6.728866427219545e-19,0.0,0.0,5.240275223474701e-19,0.0,0.0,0.0,0.0,0.0,6.7287189930844195e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPND_FWD_BSU22610-MONOMER_s,0.026917280622854037,0.0003256079954319666,0.0003342666866480939,0.0005346852247046569,0.0003342666866480939,0.00019506671475749088,0.0003342666866480939,0.0003342666866480939,0.0003342666866480939,0.0003351567273476704,0.00033260409209776205,0.0003342251132334384,0.00032482544473224517,0.0005348481920087049,0.0003307809201458523,0.00017120108824620242,0.0,0.0,0.0,0.0,0.0,0.0
PPNDH_FWD_BSU27900-MONOMER_s,0.03776384652802647,0.0004469102808672989,0.0004617876935044143,0.0009314557663064895,0.0004617876935044143,0.0002260481120055912,0.0004617876935044143,0.0004617876935044143,0.0004617876935044143,0.00046317649437275404,0.00045627126525459033,0.00046172313901337425,0.00044586339841755194,0.000931713893785717,0.0004563985723683026,0.00019877032735293352,0.0,0.0,0.0,0.0,0.0,0.0
PPPGO_FWD_BSU10140-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPS_FWD_BSU18830-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPTGS_BS_FWD_CPLX_dummy_s,0.011465889750480652,0.0035112230049133305,0.003521554472351075,0.0035144078933715826,0.003521554472351075,0.0027424996833801275,0.003521554472351075,0.003521554472351075,0.003521554472351075,0.0035213214317321782,0.0034832581306457524,0.0035214767921447764,0.0035098247611999524,0.0035143302131652836,0.0035160391777038585,0.0010740842124938967,0.0,0.0,0.0,0.0,0.0,0.0
PPTT_FWD_CPLX_dummy_s,2.9954984664916994e-05,9.173176574707033e-06,9.200167846679689e-06,9.181497192382814e-06,9.200167846679689e-06,7.164863586425783e-06,9.200167846679689e-06,9.200167846679689e-06,9.200167846679689e-06,9.199559020996095e-06,9.100117492675783e-06,9.19996490478516e-06,9.16952362060547e-06,9.181294250488283e-06,9.185758972167972e-06,2.8060775756835943e-06,0.0,0.0,0.0,0.0,0.0,0.0
PRAGSr_FWD_BSU06530-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.311591869152282e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRAIi_REV_BSU22650-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRAIi_FWD_BSU22650-MONOMER_s,0.005852909323219088,0.0001295760868738568,0.00013304385165988314,0.0002078993273771112,0.00013304385165988314,6.258459518097705e-05,0.00013304385165988314,0.00013304385165988314,0.00013304385165988314,0.00013335089063228178,0.00013228108170669874,0.00013302836950056975,0.00012925888626743868,0.00020795742216584063,0.00013209989994370896,6.008096961191183e-05,0.0,0.0,0.0,0.0,0.0,0.0
PRAIS_1_FWD_BSU06500-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.311591869152282e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRAMPC_1_FWD_BSU34860-MONOMER_s,0.0,0.00023220126460248757,0.00023801277363412964,0.000366027246029916,0.00023801277363412964,0.00014561050686948026,0.00023801277363412964,0.00023801277363412964,0.00023801277363412964,0.00023872262371612873,0.00023634800378151126,0.00023798379700883205,0.00023166013261609412,0.000366141484112461,0.00023529646587997348,0.00012244234374409862,0.0,0.0,0.0,0.0,0.0,0.0
PRASCSi_REV_BSU06450-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRASCSi_FWD_BSU06450-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.311591869152282e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRATPP_FWD_BSU34860-MONOMER_s,0.0,0.00023220126460248757,0.00023801277363412964,0.000366027246029916,0.00023801277363412964,0.00014561050686948026,0.00023801277363412964,0.00023801277363412964,0.00023801277363412964,0.00023872262371612873,0.00023634800378151126,0.00023798379700883205,0.00023166013261609412,0.000366141484112461,0.00023529646587997348,0.00012244234374409862,0.0,0.0,0.0,0.0,0.0,0.0
PRFGS_1_FWD_BSU06480-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.311591869152282e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRFGS_1_FWD_BSU06470-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URATEt_1_FWD_BSU32430-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URATEt_1_FWD_BSU32440-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRMICI_REV_BSU34880-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRMICI_FWD_BSU34880-MONOMER_s,0.0,0.00023220126460248757,0.00023801277363412964,0.000366027246029916,0.00023801277363412964,0.00014561050686948026,0.00023801277363412964,0.00023801277363412964,0.00023801277363412964,0.00023872262371612873,0.00023634800378151126,0.00023798379700883205,0.00023166013261609412,0.000366141484112461,0.00023529646587997348,0.00012244234374409862,0.0,0.0,0.0,0.0,0.0,0.0
PRO1x_FWD_BSU03200-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PROLBabc_FWD_CPLX8J2-93_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PROLBabc_FWD_CPLX8J2-76_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PROt2r_FWD_BSU06660-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PROt2r_FWD_BSU03220-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PROt2r_FWD_BSU19580-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PROt2r_FWD_BSU30530-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRPPS_REV_BSU00510-MONOMER_mod_mn2_mod_pi_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRPPS_FWD_BSU00510-MONOMER_mod_mn2_mod_pi_s,0.00035069278566251665,0.003921104259866623,0.003951035385187145,0.004721054073013657,0.003951035385187145,0.003465912072417757,0.003951035385187145,0.003951035385187145,0.003951035385187145,0.003954885915690976,0.0038851612655663313,0.003950838716315076,0.003918608625127169,0.0047213455990911994,0.003923511143019568,0.0021102144278564118,0.0,0.0,0.0,0.0,0.0,0.0
PSCVT_REV_BSU22600-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSCVT_FWD_BSU22600-MONOMER_s,0.043610558273548046,0.0009239237645708274,0.0009509918643197155,0.0016958895203535895,0.0009509918643197155,0.0005007496424335611,0.0009509918643197155,0.0009509918643197155,0.0009509918643197155,0.0009535762960380089,0.000942811981814178,0.0009508697713140327,0.0009217684378828119,0.0016963682269849208,0.0009411387361773463,0.00043673000590806926,0.0,0.0,0.0,0.0,0.0,0.0
PSDC_BS_FWD_BSU02290-MONOMER_s,0.009500471259272667,0.0029093488572640184,0.0029179093625186837,0.0029119878100116975,0.0029179093625186837,0.0022723957745560096,0.0029179093625186837,0.0029179093625186837,0.0029179093625186837,0.002917716268415195,0.0028861775648453764,0.002917844997817521,0.002908190292643087,0.0029119234453105344,0.0029133394687361185,0.0008899707229793498,0.0,0.0,0.0,0.0,0.0,0.0
PSERT_REV_BSU10020-MONOMER_mod_pydx5p_s,0.11252697831273117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0395187836098915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSERT_FWD_BSU10020-MONOMER_mod_pydx5p_s,0.0,0.03662405678166577,0.03657075327113167,0.032411997751686315,0.03657075327113167,0.03123676226405723,0.03657075327113166,0.03657075327113166,0.03657075327113166,0.03654845719854752,0.0,0.036503714007097204,0.03661403438219436,0.0324075501734715,0.005687844202134589,0.009638660246084693,0.0,0.0,0.0,0.0,0.0,0.0
PSER_Dt6_REV_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSER_Dt6_FWD_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSER_Lt6_REV_CPLX_dummy_s,0.0,0.031002549949514187,0.03090777293280782,0.026062738467528622,0.03090777293280782,0.027035450485691653,0.030907772932807817,0.030907772932807817,0.030907772932807817,0.030882851366503858,0.0,0.03090788813834654,0.031006200731658815,0.02605788317901425,0.0,0.0077143336234542885,0.0,0.0,0.0,0.0,0.0,0.0
PSER_Lt6_FWD_CPLX_dummy_s,0.18825339351022713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045125918150032605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSP_D_FWD_BSU04740-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSP_L_FWD_BSU04740-MONOMER_s,0.07572641519749597,0.0056215068321515795,0.0056629803383238505,0.006349259284157693,0.005662980338323849,0.004201311778365575,0.005662980338323849,0.005662980338323849,0.005662980338323849,0.005665605832043658,0.005607134540141109,0.005595825868750666,0.0056078336505355495,0.0063496669944572565,0.005687844202134589,0.0019243266226304046,0.0,0.0,0.0,0.0,0.0,0.0
PTA2_REV_BSU37660-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTA2_FWD_BSU37660-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTAr_REV_BSU37660-MONOMER_s,0.040367279300960415,0.004340997831863169,0.004367907857810662,0.0046704275750039746,0.004367907857810662,0.003296416079987843,0.004367907857810662,0.004367907857810662,0.004367907857810662,0.0043693968694937324,0.004333830868201664,0.00430082825003203,0.004328473946897098,0.004670668157996045,0.004356144858184879,0.001486786094636201,0.0,0.0,0.0,0.0,0.0,0.0
PTAr_FWD_BSU37660-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APNPT_REV_BSU23760-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APNPT_FWD_BSU23760-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTHPS_FWD_BSU13730-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTPATi_REV_BSU15020-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.7287189930844195e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTPATi_FWD_BSU15020-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP1_REV_BSU23490-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP1_FWD_BSU23490-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP1_REV_BSU19630-MONOMER_s,1.1018303469218291e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP1_FWD_BSU19630-MONOMER_s,0.0,0.0032295480854710665,0.0032383177576354558,0.0033029681146756057,0.0032383177576354558,0.0014022277096868226,0.0032383177576354558,0.0032383177576354558,0.0032383177576354558,0.0032384414472143696,0.0031953657589318123,0.00317132118684563,0.003219082237602781,0.0033028676291332964,0.003186674207828646,0.0011816248285755522,0.0,0.0,0.0,0.0,0.0,0.0
PUNP2_REV_BSU19630-MONOMER_s,0.0,0.0016343585554414199,0.0016391673077797207,0.0016358409530932965,0.0016391673077797207,0.0,0.0016391673077797207,0.0016391673077797207,0.0016391673077797207,0.0016390588397144441,0.0016213423690268846,0.0016391311517581296,0.0016337077466279434,0.0016358047970563352,0.0016366002298309852,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP2_FWD_BSU19630-MONOMER_s,1.1018303469218291e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP2_REV_BSU23490-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000499956163383033,0.0,0.0,0.0,0.0,0.0,0.0
PUNP2_FWD_BSU23490-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP3_REV_BSU23490-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP3_FWD_BSU23490-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP3_REV_BSU19630-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP3_FWD_BSU19630-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP4_REV_BSU19630-MONOMER_s,0.005502290176922849,0.001686813121619556,0.0016917762103590853,0.0016883430966683714,0.0016917762103590853,0.0013175225580028891,0.0016917762103590853,0.0016917762103590853,0.0016917762103590853,0.0016916642610226458,0.0016733791820691527,0.0016917388939137786,0.0016861414251655659,0.0016883057802072011,0.0016891267423132083,0.000359314206200068,0.0,0.0,0.0,0.0,0.0,0.0
PUNP4_FWD_BSU19630-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP4_REV_BSU23490-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015668799773571214,0.0,0.0,0.0,0.0,0.0,0.0
PUNP4_FWD_BSU23490-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP5_REV_BSU23490-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP5_FWD_BSU23490-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP5_REV_BSU19630-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP5_FWD_BSU19630-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP6_REV_BSU19630-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP6_FWD_BSU19630-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP6_REV_BSU23490-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP6_FWD_BSU23490-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP7_REV_BSU23490-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP7_FWD_BSU23490-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP7_REV_BSU19630-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP7_FWD_BSU19630-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP8_REV_BSU23490-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP8_FWD_BSU23490-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP8_REV_BSU19630-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP8_FWD_BSU19630-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PURabc1_FWD_BSU03070-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
