,base,asp__L_s,so4_s,pser__L_s,leu__L_s,3amp_s,acnam_s,6pgc_s,pi_c,adn_c,cbl1_s,man6p_c,pep_s,gmp_s,f6p_s,pyr_c,zn2_s,arg__L_s,mg2_s,k_s,mn2_s,met__L_c
DM_RNA_BSU27870_s,0.0,1.830417924223002e-17,1.8292672622675032e-17,1.3331913258420612e-17,1.8948973063303033e-17,1.8500919089367135e-17,1.0333141217780199e-18,1.8168171094866908e-17,1.830417924223002e-17,1.8500991925074504e-17,1.830417924223002e-17,1.818516952000188e-17,0.0,1.8266530723256685e-17,1.830417924223002e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU27860_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.857744593721742e-08,0.0,0.0,6.334752246655138e-08,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28090_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28080_s,4.4384873462170065e-10,9.210134430192935e-12,9.209071378245253e-12,9.152570513903852e-12,9.234432542356484e-12,1.421957656921403e-11,9.257156998411029e-12,8.967872878592744e-12,9.210134430192935e-12,1.4221809253409669e-11,9.210134430192935e-12,8.988072894170813e-12,5.001596684563e-12,9.211697975678246e-12,9.210134430192935e-12,3.89485405850997e-12,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU14730_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU02130_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU02140_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28500_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU09410_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38750_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38760_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU33630_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU15590_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU15630_s,3.4885501522675517e-10,7.30627113061531e-13,0.0,7.238355489719801e-13,7.333203944461649e-13,1.3556435742677233e-12,7.340025395517033e-13,6.050345681625401e-13,7.306271130615162e-13,1.3558385798712527e-12,7.306271130615236e-13,7.096678961185712e-13,5.260527845712258e-13,7.310018850746792e-13,7.306271130615236e-13,3.8612217217638477e-13,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU15580_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU15610_s,3.4885501522675517e-10,7.30627113061531e-13,0.0,7.238355489719801e-13,7.333203944461649e-13,1.3556435742677233e-12,7.340025395517033e-13,6.050345681625401e-13,7.306271130615162e-13,1.3558385798712527e-12,7.306271130615236e-13,7.096678961185712e-13,5.260527845712258e-13,7.310018850746792e-13,7.306271130615236e-13,3.8612217217638477e-13,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU15620_s,3.4885501522675517e-10,7.30627113061531e-13,0.0,7.238355489719801e-13,7.333203944461649e-13,1.3556435742677233e-12,7.340025395517033e-13,6.050345681625401e-13,7.306271130615162e-13,1.3558385798712527e-12,7.306271130615236e-13,7.096678961185712e-13,5.260527845712258e-13,7.310018850746792e-13,7.306271130615236e-13,3.8612217217638477e-13,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU15570_s,-8.361773530479663e-26,-2.159017925601674e-26,0.0,-2.155356198226654e-26,0.0,0.0,-2.1335590359099535e-26,0.0,0.0,0.0,0.0,0.0,-1.6507629360365776e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU15600_s,3.4885501522675507e-10,7.306271130614979e-13,0.0,7.238355489719471e-13,7.333203944461649e-13,1.3556435742677233e-12,7.340025395516705e-13,6.050345681625401e-13,7.306271130615162e-13,1.3558385798712527e-12,7.306271130615236e-13,7.096678961185712e-13,5.260527845712006e-13,7.310018850746792e-13,7.306271130615236e-13,3.8612217217638477e-13,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28450_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28440_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28430_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU02480_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU02490_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU02510_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU02460_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU10010_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_13_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_17_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_14_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_18_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_rRNA_8_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_20_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_12_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_19_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_rRNA_7_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_rRNA_6_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_16_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_15_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU16770_s,3.867244701683546e-09,2.134941634188313e-10,2.11254985485373e-10,2.1295120179993498e-10,2.1360211652465437e-10,2.460545414872735e-10,2.1148738564006405e-10,2.1125099719745496e-10,2.134941634188313e-10,2.460666152823822e-10,2.134941634188313e-10,2.1173670687178975e-10,1.5307180579491645e-10,2.1331353713260616e-10,2.134941634188313e-10,6.722069583940295e-11,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU16760_s,3.850241333158397e-09,2.554917789882561e-10,2.5398215049022394e-10,2.5487100504292835e-10,2.555961111299807e-10,2.837530934170033e-10,2.5320676015520735e-10,2.5322449029960495e-10,2.554917789882561e-10,2.83765345550449e-10,2.554917789882561e-10,2.5363160533259345e-10,1.8590653185089604e-10,2.552713654546473e-10,2.554917789882561e-10,8.075333790594647e-11,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU16730_s,5.7263741974338786e-09,3.799869681557543e-10,3.777417328754632e-10,3.7906370553521403e-10,3.801421389184775e-10,4.2201936242065835e-10,3.765885129021749e-10,3.766148825327018e-10,3.799869681557543e-10,4.2203758473317234e-10,3.799869681557543e-10,3.7722037523265694e-10,2.7649445190806033e-10,3.7965915224438455e-10,3.799869681557543e-10,1.2010255735370734e-10,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU16750_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU16740_s,5.7263741974338786e-09,3.799869681557543e-10,3.777417328754632e-10,3.7906370553521403e-10,3.801421389184775e-10,4.2201936242065835e-10,3.765885129021749e-10,3.766148825327018e-10,3.799869681557543e-10,4.2203758473317234e-10,3.799869681557543e-10,3.7722037523265694e-10,2.7649445190806033e-10,3.7965915224438455e-10,3.799869681557543e-10,1.2010255735370734e-10,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28510_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU36920_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU03060_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU03050_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU07610_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU29210_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU29200_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU39060_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28900_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU24140_s,4.692933186478332e-11,4.512370473710732e-11,4.5122626713452984e-11,4.504717424472874e-11,4.512047067723539e-11,4.5027775109361723e-11,4.459161122933145e-11,4.49609650337808e-11,4.5123704737107314e-11,4.5027775109361723e-11,4.512370473710732e-11,4.4980360043345896e-11,3.4501121289169474e-11,4.507519733271152e-11,4.512370473710732e-11,1.2971554534201749e-11,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU24120_s,4.692933186478332e-11,4.512370473710732e-11,4.5122626713452984e-11,4.504717424472874e-11,4.512047067723539e-11,4.5027775109361723e-11,4.459161122933145e-11,4.49609650337808e-11,4.5123704737107327e-11,4.5027775109361723e-11,4.512370473710732e-11,4.4980360043345896e-11,3.4501121289169474e-11,4.507519733271152e-11,4.512370473710732e-11,1.2971554534201749e-11,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU24130_s,4.692933186478332e-11,4.512370473710732e-11,4.5122626713452984e-11,4.504717424472874e-11,4.512047067723539e-11,4.5027775109361723e-11,4.459161122933145e-11,4.49609650337808e-11,4.512370473710732e-11,4.5027775109361723e-11,4.512370473710732e-11,4.4980360043345896e-11,3.4501121289169474e-11,4.507519733271152e-11,4.512370473710732e-11,1.2971554534201749e-11,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU24150_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU24170_s,4.692933186478332e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU24160_s,4.692933186478332e-11,4.512370473710732e-11,4.5122626713452984e-11,4.504717424472874e-11,4.512047067723539e-11,4.5027775109361723e-11,4.459161122933145e-11,4.49609650337808e-11,4.512370473710732e-11,4.5027775109361723e-11,4.512370473710732e-11,4.4980360043345896e-11,3.4501121289169474e-11,4.507519733271152e-11,4.512370473710732e-11,1.2971554534201749e-11,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU10790_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU04730_s,4.490566936703772e-09,2.8033354527557044e-10,2.769902911892926e-10,2.796234531583527e-10,2.8046273551773303e-10,3.1447459883498835e-10,2.7707202754901794e-10,2.7730742540202364e-10,2.8033354527557034e-10,3.1448864267073175e-10,2.803335452755704e-10,2.7802187085435313e-10,2.0364376231556767e-10,2.800885320909459e-10,2.803335452755704e-10,8.719785005119858e-11,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU04740_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU39270_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU39260_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU08000_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_rRNA_2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_5_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_6_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_rRNA_1_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_rRNA_3_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38500_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38530_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38510_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38520_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU07840_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU29670_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU00410_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU40190_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU34190_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU29790_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU00810_s,3.710175472978954e-10,7.258028860032386e-12,7.257268160518131e-12,7.2180657575166e-12,7.274212057966017e-12,1.0017340202302077e-11,7.333852523167506e-12,7.08262175021259e-12,7.258028860032386e-12,1.0019076473631957e-11,7.258028860032386e-12,7.09935853656093e-12,4.454863981663392e-12,7.2592031432403945e-12,7.258028860032386e-12,3.5042440286290642e-12,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU00780_s,3.710175472978954e-10,6.831001290369156e-12,6.830250792717177e-12,6.791762433133227e-12,6.847215093784657e-12,9.591220461373956e-12,6.91186041322069e-12,6.65713426553139e-12,6.831001290369156e-12,9.592956732703834e-12,6.831001290369156e-12,6.673687507468951e-12,4.128363086832058e-12,6.832634622742796e-12,6.831001290369156e-12,3.3814878976826817e-12,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU00750_s,2.9489748331101765e-10,5.550870408540061e-12,5.550287556476111e-12,5.516126683517496e-12,5.563720996448369e-12,7.493108401130878e-12,5.632033655309906e-12,5.418163355334302e-12,5.550870408540061e-12,7.494492259959668e-12,5.550870408540061e-12,5.43127553945876e-12,3.589600819974228e-12,5.552608799344771e-12,5.550870408540061e-12,2.8123683571089286e-12,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU00790_s,3.710175472978954e-10,7.061749108642631e-12,7.0609930983314474e-12,7.022118899582852e-12,7.077946374137234e-12,9.821477727011314e-12,7.139887279906701e-12,6.887049886366561e-12,7.061749108642631e-12,9.823213998341195e-12,7.061749108642631e-12,6.903702308018389e-12,4.3047904992496755e-12,7.063134390068335e-12,7.061749108642631e-12,3.4478201708375733e-12,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU00770_s,3.710175472978954e-10,7.096008522073567e-12,7.095251693291066e-12,7.0563202085253876e-12,7.1122033321626375e-12,9.855664307486792e-12,7.173742710296505e-12,6.921185742416506e-12,7.096008522073567e-12,9.857400578816673e-12,7.096008522073567e-12,6.937852889402947e-12,4.330984894966136e-12,7.0973569750688186e-12,7.096008522073567e-12,3.4576686053182573e-12,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU00760_s,3.710175472978954e-10,7.129550472383804e-12,7.128792842270471e-12,7.089805271175635e-12,7.145742878488624e-12,9.889134950114607e-12,7.206889137807757e-12,6.954606722893387e-12,7.129550472383804e-12,9.890871221444486e-12,7.129550472383804e-12,6.971288286835414e-12,4.356630725747782e-12,7.130862868212265e-12,7.129550472383804e-12,3.4673107931698e-12,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU00740_s,3.710175472978954e-10,7.004230708692949e-12,7.003476072519728e-12,6.9646980517179246e-12,7.020432096587302e-12,9.764081606886125e-12,7.083047130277314e-12,6.829738927880254e-12,7.004230708692949e-12,9.765817878216003e-12,7.004230708692949e-12,6.8463666270514335e-12,4.260812521275916e-12,7.005677821661582e-12,7.004230708692949e-12,3.4312855563591265e-12,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU00820_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU35290_s,9.005706763991336e-09,1.5559573826964805e-10,1.5558038207468608e-10,1.5544951881174714e-10,1.558625746006305e-10,2.937248475072965e-10,1.530435341777576e-10,1.5014419339833435e-10,1.5559573826964805e-10,2.9377967192992566e-10,1.5559573826964805e-10,1.505465148828695e-10,1.776604311809066e-11,1.555026989980883e-10,1.5559573826964805e-10,3.332284211813965e-11,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU35300_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU05740_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU14610_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU14580_s,4.098631466509735e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU14600_s,4.098631466509735e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.356995976501433e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU14590_s,4.098631466509735e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28910_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU18470_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU15480_s,0.0,1.750613180696765e-10,1.7505381868359067e-10,1.7422159644249912e-10,1.7517900908236646e-10,1.9864234559807374e-10,1.7241389870862897e-10,1.7388946397462136e-10,1.750613180696765e-10,1.9864796517572125e-10,1.750613180696765e-10,1.739871851496881e-10,1.4846563358738233e-10,1.7489044330391123e-10,1.750613180696765e-10,7.911137493848888e-11,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU15490_s,0.0,4.291170003559323e-11,4.290986175738467e-11,4.2705864257728836e-11,4.294054890688659e-11,4.869197171975189e-11,4.2262754473304725e-11,4.262445067652878e-11,4.291170003559323e-11,4.869334921212425e-11,4.291170003559323e-11,4.264840446482326e-11,3.639246410540759e-11,4.286981455927543e-11,4.291170003559323e-11,1.939208288956564e-11,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU15560_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU15500_s,0.0,7.010293978699807e-11,7.009993667347755e-11,6.976667501236392e-11,7.015006890762306e-11,7.954591309010562e-11,6.904278622420713e-11,6.963367325815758e-11,7.010293978699807e-11,7.954816343825675e-11,7.010293978699807e-11,6.967280549894702e-11,5.945275339279875e-11,7.003451334335169e-11,7.010293978699807e-11,3.1679985132821656e-11,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU15540_s,0.0,7.342503267503136e-11,7.342188724762076e-11,7.307283272250449e-11,7.347439518725053e-11,8.331549697562716e-11,7.231463972681847e-11,7.29335281772442e-11,7.342503267503136e-11,8.331785396503485e-11,7.342503267503136e-11,7.297451484723753e-11,6.227014692608457e-11,7.335336358560604e-11,7.342503267503136e-11,3.318126102257067e-11,0.0,0.0,0.0,0.0,0.0,0.0
