,base,gmp_s,6pgc_s,cbl1_s,leu__L_s,pep_s,3amp_s,f6p_s,pi_c,acnam_s,so4_s,pser__L_s,asp__L_s,man6p_c,adn_c,pyr_c,arg__L_s,zn2_s,mg2_s,k_s,mn2_s,met__L_c
PUNP6_REV_BSU23490-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP6_FWD_BSU23490-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP7_REV_BSU23490-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP7_FWD_BSU23490-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP7_REV_BSU19630-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP7_FWD_BSU19630-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP8_REV_BSU23490-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP8_FWD_BSU23490-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP8_REV_BSU19630-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP8_FWD_BSU19630-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PURabc1_FWD_BSU03070-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PYK_FWD_BSU29180-MONOMER_mod_mn2_mod_k_s,0.8308964572132833,13.032480650834145,13.011868513032969,13.026226371173896,13.02902765918663,6.078657069965696,13.049335597144392,13.026226371173896,13.025973334143226,13.026226371173896,13.025994641178936,13.04472527467817,13.026226371173896,13.02410967145532,13.049348556156557,0.05114067165830908,0.0,0.0,0.0,0.0,0.0,0.0
PYNP1_REV_BSU39400-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.733228249153465e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PYNP1_FWD_BSU39400-MONOMER_s,4.3762104899937436e-05,9.373703157404584e-06,0.0,9.383927731168953e-06,9.380628564245283e-06,7.195787944990529e-06,9.523876944997925e-06,9.383927731168953e-06,9.382613588471481e-06,9.383927731168953e-06,0.0,9.349403959723761e-06,9.383927731168953e-06,0.0,9.52394484290559e-06,2.902353363390458e-06,0.0,0.0,0.0,0.0,0.0,0.0
PYNP2r_REV_BSU39400-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PYNP2r_FWD_BSU39400-MONOMER_s,5.4780408369155725e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PYRIS_FWD_CPLX8J2-131_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PYRt2_REV_CPLX8J2-189_s,2.1560290700670404,12.904149877357856,12.883962514860437,12.8977427524618,12.888516396739483,5.9804900374241,12.916823965255444,12.8977427524618,12.8975252692938,12.8977427524618,12.897549963961698,12.932694738244667,12.8977427524618,12.895738635581871,12.916835098218787,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PYRt2_FWD_CPLX8J2-189_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q23DO_FWD_BSU39980-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QULNS_FWD_BSU27850-MONOMER_mod_4fe4s_s,0.0,6.014378892434685e-10,5.91712864869163e-10,6.049556259112841e-10,6.026652250406806e-10,2.828266296212201e-10,9.086120765439952e-10,6.049556259112841e-10,6.022492420976624e-10,6.049556259112841e-10,6.021901521869248e-10,6.00967153323996e-10,6.049556259112841e-10,6.003302660134981e-10,9.087168751594518e-10,7.392128133232714e-11,0.0,0.0,0.0,0.0,0.0,0.0
RAFFINt2_FWD_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBFK_FWD_BSU29300-MONOMER_s,0.0,1.2236977438786881e-08,1.2180280672277196e-08,1.2261004163493038e-08,1.2254449083217562e-08,4.205811130851962e-07,1.2217882144156193e-08,1.2261004163493038e-08,1.2261004163096974e-08,1.2261004163493038e-08,1.2260457839481925e-08,1.216993683348175e-08,1.2261004163493038e-08,1.2250626095666564e-08,1.2217882144171502e-08,2.770568756816123e-07,0.0,0.0,0.0,0.0,0.0,0.0
RBFK_FWD_BSU16670-MONOMER_s,1.325923171303533e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBFSa_FWD_CPLX8J2-124_s,0.0,2.4473954877573762e-08,2.4360561344554393e-08,2.4522008326986076e-08,2.4508898166435124e-08,8.411622261703924e-07,2.4435764288312385e-08,2.4522008326986076e-08,2.452200832619395e-08,2.4522008326986076e-08,2.452091567896385e-08,2.43398736669635e-08,2.4522008326986076e-08,2.450125219133313e-08,2.4435764288343004e-08,5.541137513632246e-07,0.0,0.0,0.0,0.0,0.0,0.0
RBFSb_FWD_CPLX8J2-124_s,0.0,1.2236977438786881e-08,1.2180280672277196e-08,1.2261004163493038e-08,1.2254449083217562e-08,4.205811130851962e-07,1.2217882144156193e-08,1.2261004163493038e-08,1.2261004163096974e-08,1.2261004163493038e-08,1.2260457839481925e-08,1.216993683348175e-08,1.2261004163493038e-08,1.2250626095666564e-08,1.2217882144171502e-08,2.770568756816123e-07,0.0,0.0,0.0,0.0,0.0,0.0
RBK_Dr_FWD_BSU28790-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBK_REV_BSU35920-MONOMER_mod_mg2_mod_k_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBK_FWD_BSU35920-MONOMER_mod_mg2_mod_k_s,0.0,0.0,9.34711985174177e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.671466656653783e-05,0.0,0.0,9.3777813848164e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBK_L1_FWD_BSU28790-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBP4E_REV_BSU28780-MONOMER_mod_zn2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBP4E_FWD_BSU28780-MONOMER_mod_zn2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RHCYS_FWD_CPLX_dummy_s,0.0,0.0,9.34711985174177e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.671466656653783e-05,0.0,0.0,9.3777813848164e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RIBFLVt2_REV_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RIBFLVt2_FWD_CPLX_dummy_s,1.325923171303533e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RIBabc_FWD_CPLX8J2-64_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RIBabc1_FWD_CPLX8J2-64_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNP_REV_BSU23490-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNP_FWD_BSU23490-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNP_REV_BSU19630-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNP_FWD_BSU19630-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RMI_REV_BSU31180-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RMI_FWD_BSU31180-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RMK_FWD_BSU31200-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RMNt_FWD_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RMPA_REV_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RMPA_FWD_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNDR1_FWD_CPLX8J2-9_s,0.00533118631217487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNDR2_FWD_CPLX8J2-9_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNDR3_FWD_CPLX8J2-9_s,0.005502290176922849,0.0016733791820691527,0.0016694982621343183,0.0016750211091891014,0.00167457331091588,0.0012959155977102582,0.001672073103446622,0.0016750211091891014,0.0016750211091891014,0.0016750211091891014,0.0016749837926672568,0.0016687892477206465,0.0016750211091891014,0.0016743120952453358,0.001672073103446622,0.0005113747180554139,0.0,0.0,0.0,0.0,0.0,0.0
RNDR4_FWD_CPLX8J2-9_s,0.00533118631217487,0.0016307160721842893,0.0016175821334577008,0.0016323171651248605,0.0016318799927982069,0.0012628124991869568,0.0016296007822738277,0.0016323171651248605,0.001632315850982163,0.0016323171651248605,0.001565564798806408,0.0016262445711150738,0.0016323171651248605,0.0016222462715466345,0.0016296008501717355,0.0004983749310771944,0.0,0.0,0.0,0.0,0.0,0.0
RPE_REV_BSU15790-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPE_FWD_BSU15790-MONOMER_s,0.6292809510879777,0.09523840077908817,0.047072146772130785,0.09534786997212226,0.09799426222211347,0.050044621767494205,0.097596813083059,0.09534786997212225,0.09532715884445453,0.09534786997212226,0.0950134084660192,0.09499984676931358,0.09534786997212226,0.08914672696471354,0.09759781854059121,0.025880726032972454,0.0,0.0,0.0,0.0,0.0,0.0
RPI_REV_BSU36920-MONOMER_s,0.33679644746642534,0.0487897755902431,0.024674105183392987,0.04885408079857119,0.05017006598270541,0.026024874434170512,0.05107002810390194,0.04885408079857118,0.04883418517524123,0.04885408079857119,0.04861046734600831,0.04867639386189269,0.04885408079857119,0.04572963801596236,0.05107086998351635,0.0140811496196231,0.0,0.0,0.0,0.0,0.0,0.0
RPI_FWD_BSU36920-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6PG_FWD_BSU40110-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6PG_FWD_BSU38560-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SADT_REV_BSU15590-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SADT_FWD_BSU15590-MONOMER_s,0.026823634454963125,6.676200384138338e-05,5.6115520315071336e-05,6.72616920838477e-05,6.686869755081326e-05,4.7657734570675725e-05,0.00012495035306454865,6.72616920838477e-05,6.672198721297444e-05,6.72616920838477e-05,0.0,6.694154781048896e-05,6.726169208384837e-05,5.7068573814523305e-05,0.00012496781500447615,3.721628183999251e-05,0.0,0.0,0.0,0.0,0.0,0.0
SALADC2_FWD_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SALCpts_FWD_CPLX000-62_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SARCOX_FWD_CPLX-8352_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SARCOX_FWD_BSU11670-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBTD_D2_FWD_BSU06150-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBTt2_FWD_BSU06160-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SDPDS_FWD_BSU19710-MONOMER_mod_zn2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERAT_REV_BSU00930-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERAT_FWD_BSU00930-MONOMER_s,0.0,6.676200384138338e-05,5.6115520315071336e-05,6.72616920838477e-05,6.686869755081326e-05,4.7657734570675725e-05,0.00012495035306454865,6.72616920838477e-05,6.672198721297444e-05,6.72616920838477e-05,0.0,6.694154781048896e-05,6.726169208384837e-05,5.7068573814523305e-05,0.00012496781500447615,3.721628183999251e-05,0.0,0.0,0.0,0.0,0.0,0.0
SERD_D_FWD_BSU23770-MONOMER_mod_pydx5p_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERD_L_FWD_CPLX8J2-18_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DSERt2_REV_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DSERt2_FWD_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERt2r_FWD_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHCHD2_1_FWD_BSU15630-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHCHF_2_FWD_BSU15620-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHK3Dr_REV_BSU25660-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHK3Dr_FWD_BSU25660-MONOMER_s,0.043610558273548046,0.000942811981814178,0.0009233665843498261,0.0009494690205729632,0.0009444015626372838,0.00048149818561381063,0.001701203664976351,0.0009494690205729632,0.0009428204280027155,0.0009494690205729632,0.0009427196802820849,0.0009472042013721443,0.0009494690205729632,0.0009389386821979667,0.0017014635233685634,0.0004328789211843295,0.0,0.0,0.0,0.0,0.0,0.0
SHKK_FWD_BSU03150-MONOMER_mod_mg2_s,0.043610558273548046,0.000942811981814178,0.0009233665843498261,0.0009494690205729632,0.0009444015626372838,0.00048149818561381063,0.001701203664976351,0.0009494690205729632,0.0009428204280027155,0.0009494690205729632,0.0009427196802820849,0.0009472042013721443,0.0009494690205729632,0.0009389386821979667,0.0017014635233685634,0.0004328789211843295,0.0,0.0,0.0,0.0,0.0,0.0
SHSL1_FWD_BSU11870-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHSL2_FWD_BSU11870-MONOMER_s,0.026823634454963125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHSL3_FWD_BSU11870-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHSL4r_FWD_BSU11870-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLCYSS_FWD_BSU11870-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLCYSS_FWD_BSU00730-MONOMER_mod_2:pydx5p_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SO4t2_FWD_BSU15580-MONOMER_s,0.026823634454963125,6.676200384138338e-05,5.6115520315071336e-05,6.72616920838477e-05,6.686869755081326e-05,4.7657734570675725e-05,0.00012495035306454865,6.72616920838477e-05,6.672198721297444e-05,6.72616920838477e-05,0.0,6.694154781048896e-05,6.726169208384837e-05,5.7068573814523305e-05,0.00012496781500447615,3.721628183999251e-05,0.0,0.0,0.0,0.0,0.0,0.0
SO4t2_FWD_BSU34660-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SO4t2_FWD_BSU01580-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPODM_REV_BSU25020-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPODM_FWD_BSU25020-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SORD_D_REV_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SORD_D_FWD_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPMDAT1_FWD_BSU26600-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPMDAT3_FWD_BSU26600-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPMDt3i_REV_BSU26590-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPMS_FWD_BSU37500-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPRMS_FWD_BSU37500-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRB_Lt_REV_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRB_Lt_FWD_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSALy_FWD_BSU03910-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUCBZL_FWD_BSU30790-MONOMER_s,2.9954984664916994e-05,9.100117492675783e-06,9.079011535644533e-06,9.109046936035157e-06,9.10661163330078e-06,7.047360229492189e-06,9.09301452636719e-06,9.109046936035157e-06,9.109046936035157e-06,9.109046936035157e-06,9.108843994140624e-06,9.075155639648439e-06,9.109046936035157e-06,9.105191040039062e-06,9.09301452636719e-06,2.7809127807617195e-06,0.0,0.0,0.0,0.0,0.0,0.0
SUCBZS_FWD_BSU30780-MONOMER_s,2.9954984664916994e-05,9.100117492675783e-06,9.079011535644533e-06,9.109046936035157e-06,9.10661163330078e-06,7.047360229492189e-06,9.09301452636719e-06,9.109046936035157e-06,9.109046936035157e-06,9.109046936035157e-06,9.108843994140624e-06,9.075155639648439e-06,9.109046936035157e-06,9.105191040039062e-06,9.09301452636719e-06,2.7809127807617195e-06,0.0,0.0,0.0,0.0,0.0,0.0
SUCCt2r_REV_BSU07570-MONOMER_s,0.03151457981815329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUCCt2r_FWD_BSU07570-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUCCt2r_REV_BSU04470-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUCCt2r_FWD_BSU04470-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUCD1_REV_CPLX8J2-15_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUCD1_FWD_CPLX8J2-15_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
