,base,pser__L_s,cbl1_s,leu__L_s,asp__L_s,3amp_s,f6p_s,adn_c,6pgc_s,so4_s,gmp_s,acnam_s,pep_s,man6p_c,pi_c,pyr_c,arg__L_s,mg2_s,zn2_s,mn2_s,k_s,met__L_c
FACOAL171_ISO_REV_BSU10270-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FACOAL171_ISO_FWD_BSU10270-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FACOAL171_ISO_REV_BSU18250-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FACOAL171_ISO_FWD_BSU18250-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FACOAL171_ISO_REV_BSU28560-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FACOAL171_ISO_FWD_BSU28560-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FACOAL171_anteiso_REV_BSU10360-MONOMER_s,0.0,0.0,0.0,0.0,0.0,5.260462132087109e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FACOAL171_anteiso_FWD_BSU10360-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FACOAL171_anteiso_REV_BSU10270-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FACOAL171_anteiso_FWD_BSU10270-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FACOAL171_anteiso_REV_BSU18250-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FACOAL171_anteiso_FWD_BSU18250-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.715805694771969e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FACOAL171_anteiso_REV_BSU28560-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FACOAL171_anteiso_FWD_BSU28560-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FACOAL180_2_REV_BSU10360-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FACOAL180_2_FWD_BSU10360-MONOMER_s,0.0010825258530438838,0.00033228885681910045,0.0003328095707953111,0.00033278756879631633,0.0003328095707953111,0.0002599242821251377,0.0003328095707953111,0.00025990961412580783,0.0003317021368459053,0.0003328022367956462,0.0003324795408103889,0.00032918657496083077,0.00025926422215529307,0.0,0.0003328095707953111,0.00010159789735841348,0.0,0.0,0.0,0.0,0.0,0.0
FACOAL180_2_REV_BSU10270-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FACOAL180_2_FWD_BSU10270-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FACOAL180_2_REV_BSU18250-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FACOAL180_2_FWD_BSU18250-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003318341488398742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FACOAL180_2_REV_BSU28560-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FACOAL180_2_FWD_BSU28560-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FACOAL181_REV_BSU10360-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FACOAL181_FWD_BSU10360-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FACOAL181_REV_BSU10270-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FACOAL181_FWD_BSU10270-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FACOAL181_REV_BSU18250-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FACOAL181_FWD_BSU18250-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FACOAL181_REV_BSU28560-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FACOAL181_FWD_BSU28560-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBA_REV_BSU39670-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBA_FWD_BSU39670-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBA_REV_BSU37120-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBA_FWD_BSU37120-MONOMER_s,8.280673747816394e-05,2.541810531006599e-05,2.5457936807307408e-05,2.5456253786297212e-05,2.5457936807307408e-05,1.9882649207514093e-05,2.5457936807307408e-05,1.9881527193507292e-05,2.5373224749793953e-05,2.5457375800304013e-05,2.5432691492154396e-05,2.5180799347627605e-05,1.9832158577208052e-05,2.5383322875855163e-05,2.5457936807307408e-05,7.771630018105943e-06,0.0,0.0,0.0,0.0,0.0,0.0
FBA2_REV_BSU39670-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBA2_FWD_BSU39670-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBA2_REV_BSU37120-MONOMER_s,8.280673747816394e-05,2.541810531006599e-05,2.5457936807307408e-05,2.5456253786297212e-05,2.5457936807307408e-05,1.9882649207514093e-05,2.5457936807307408e-05,1.9881527193507292e-05,2.5373224749793953e-05,2.5457375800304013e-05,2.5432691492154396e-05,2.5180799347627605e-05,1.9832158577208052e-05,2.5383322875855163e-05,2.5457936807307408e-05,7.771630018105943e-06,0.0,0.0,0.0,0.0,0.0,0.0
FBA2_FWD_BSU37120-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBP_FWD_BSU40190-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCLT_2_FWD_BSU10130-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FDH_FWD_CPLX000-15_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FDH_FWD_CPLX000-16_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FDH_FWD_CPLX000-17_s,0.0,4.311702960830176e-05,4.3523112721939635e-05,4.362055093786076e-05,4.3523112721939635e-05,3.115249126986579e-05,4.3523112721939635e-05,3.1148355481946275e-05,4.241661092601069e-05,4.3518466554145204e-05,4.3519667779095226e-05,4.3298656968534564e-05,3.100416223342432e-05,4.2536314316671534e-05,4.3523112721939635e-05,1.9622169137146173e-05,0.0,0.0,0.0,0.0,0.0,0.0
FDMO_1_FWD_BSU08860-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FDMO1_FWD_BSU08860-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FDMO2_1_FWD_BSU08860-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FDMO3_1_FWD_BSU08860-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FDMO4_1_FWD_BSU08860-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FDMO5_1_FWD_BSU08860-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FDMO6_1_FWD_BSU08860-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE2abc_FWD_CPLX8J2-113_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE3t_FWD_CPLX000-18_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FEDCabc_FWD_CPLX000-19_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FERRICHabc_FWD_CPLX8J2-38_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FERRICHabc_FWD_CPLX8J2-75_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FERXAabc_FWD_CPLX000-20_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FFSD_FWD_BSU38040-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGLU_1_FWD_BSU39380-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLVR_1_FWD_BSU07830-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLVR_1_FWD_BSU03860-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLVR_1_FWD_BSU38110-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FMETDF_FWD_BSU15720-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FMNAT_REV_BSU16670-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FMNAT_FWD_BSU16670-MONOMER_s,1.325923171303533e-07,1.2493191626368335e-08,1.2532377700513653e-08,1.2530720783361186e-08,1.2532377700513653e-08,4.217075943865573e-07,1.2532377700513653e-08,4.217261383262481e-07,1.2449112724222577e-08,1.2531825363029363e-08,1.250753460532282e-08,1.2261004163096974e-08,4.2238977669924406e-07,1.2459023781027784e-08,1.2532377700513653e-08,2.7934519401414053e-07,0.0,0.0,0.0,0.0,0.0,0.0
FMNRy_FWD_BSU38110-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOLt_REV_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOLt_FWD_CPLX_dummy_s,4.132886981964111e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FORAMD_FWD_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FORt2_REV_BSU27200-MONOMER_s,0.0012605796704432944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FORt2_FWD_BSU27200-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRTT_FWD_CPLX_dummy_s,2.9954984664916994e-05,9.194891357421877e-06,9.209300231933593e-06,9.208691406250001e-06,9.209300231933593e-06,7.192463684082033e-06,9.209300231933593e-06,7.1920578002929704e-06,9.178656005859378e-06,9.209097290039063e-06,9.200167846679689e-06,9.109046936035157e-06,7.174198913574219e-06,9.18230895996094e-06,9.209300231933593e-06,2.811354064941407e-06,0.0,0.0,0.0,0.0,0.0,0.0
HEX7_FWD_BSU05860-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEX7_FWD_BSU06170-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEX7_FWD_CPLX8J2-90_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRUpts_FWD_CPLX000-21_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRUpts_FWD_CPLX000-22_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FTHFD_FWD_BSU13110-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FUM_REV_BSU33040-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FUM_FWD_BSU33040-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FUMt2r_REV_BSU07570-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FUMt2r_FWD_BSU07570-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FUMt2r_REV_BSU04470-MONOMER_s,0.019110868045157624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FUMt2r_FWD_BSU04470-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G1Dx_FWD_CPLX8J2-106_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G1Dx_FWD_BSU03930-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G1PACT_REV_BSU00500-MONOMER_mod_mg2_s,0.0,0.029619102231331997,0.06068560733804247,0.064747825881904,0.06068560733804248,0.05773175584037592,0.06068560733804247,0.057728226858310805,0.06047422221860541,0.060617388314646664,0.06062542872162833,0.0,0.05757482437515129,0.06050773924618786,0.06068560733804247,0.021951220944942035,0.0,0.0,0.0,0.0,0.0,0.0
G1PACT_FWD_BSU00500-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015669299780931106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G1PPDM_FWD_BSU34550-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G1Pt6_2_FWD_CPLX_dummy_s,0.04583894975595327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G1SAT_FWD_BSU08710-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G1SAT_FWD_BSU28120-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G3PCT_FWD_BSU35740-MONOMER_s,0.05936992533918156,0.01822401244729649,0.018252570425661408,0.01825136375051923,0.018252570425661408,0.01425525790466661,0.018252570425661408,0.014254453454571823,0.01819183444350502,0.018252168200614018,0.01823447029852871,0.06848721813287784,0.014219057650401209,0.018199074494358102,0.018252570425661408,0.005572023581539644,0.0,0.0,0.0,0.0,0.0,0.0
G3PCT_FWD_CPLX-5322_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G3PD1ir_REV_BSU22830-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G3PD1ir_FWD_BSU22830-MONOMER_s,0.08093723757371243,0.024844249282215146,0.02488318151711929,0.02488153649310926,0.02488318151711929,0.019433765313211507,0.02488318151711929,0.01943266863053815,0.024800381975280894,0.024882633175782615,0.024858506156968777,0.075045647777429,0.019384414592910466,0.0248102521193411,0.02488318151711929,0.007596172537002878,0.0,0.0,0.0,0.0,0.0,0.0
G3PD4_FWD_BSU09300-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G3POA_BS_FWD_CPLX_dummy_s,0.018042097550731398,0.005538147613651675,0.005546826179921852,0.0055464594799386055,0.005546826179921852,0.004332071368752295,0.005546826179921852,0.004331826902096797,0.005528368947431754,0.0055467039465941035,0.0055413256801731476,0.005486442916013847,0.004321070369254884,0.0055305691473312366,0.005546826179921852,0.0016932982893068916,0.0,0.0,0.0,0.0,0.0,0.0
G5SADs_REV_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G5SADs_FWD_CPLX_dummy_s,0.02007764298694856,0.00508519559069514,0.005101137156096142,0.00510447752603901,0.005101137156096141,0.0037054401775022997,0.005101137156096142,0.003705209701193946,0.0050525068594352044,0.0051008993025668916,0.005098017675073414,0.005076698489988449,0.0036964180271537024,0.005057827310399446,0.005101137156096142,0.001860991641493511,0.0,0.0,0.0,0.0,0.0,0.0
G5SD_FWD_BSU13130-MONOMER_s,0.02007764298694856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G6PDA_FWD_BSU02360-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G6PDA_FWD_BSU35020-MONOMER_s,0.0,0.029619102231331997,0.06068560733804247,0.064747825881904,0.06068560733804248,0.05773175584037592,0.06068560733804247,0.057728226858310805,0.06047422221860541,0.060617388314646664,0.06062542872162833,0.0,0.05757482437515129,0.06050773924618786,0.06068560733804247,0.021951220944942035,0.0,0.0,0.0,0.0,0.0,0.0
G6PDH2r_FWD_CPLX8J2-195_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G6PDH2r_FWD_BSU23850-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.00043598708449332297,0.0,0.0008466404525132778,0.07246844592575376,0.0,0.0,0.0,0.0176228106219164,0.0638786398565186,0.0,0.040237999578361536,0.0,0.0,0.0,0.0,0.0,0.0
G6PI_REV_BSU31350-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G6PI_FWD_BSU31350-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G6Pt6_2_FWD_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABUTt2r_FWD_BSU06310-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GALCTD_1_FWD_BSU02510-MONOMER_mod_fe2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GALCTRt2_FWD_BSU02480-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GALKr_FWD_BSU38200-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
