,base,BSU39740_s,BSU39720_s,BSU39670_s,BSU39750_s,BSU39710_s,BSU29180_s,BSU23050_s,BSU39700_s,BSU39730_s,BSU29190_s
formation_BSU05860-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU32410-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU33400-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU11200-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU26600-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU21680-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU39700-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU37660-MONOMER_s,4.1745202893191525e-06,4.175288251841999e-06,4.175288251841999e-06,4.175211433412224e-06,4.175288251841999e-06,4.175288251841999e-06,4.9795518340067035e-06,4.175288251841998e-06,4.175211433412224e-06,4.1752116137344775e-06,0.0
formation_BSU35290-MONOMER_s,1.7591097034933318e-10,1.7592699601171193e-10,1.7592699601171193e-10,1.755597869010857e-10,1.7592699601171193e-10,1.7592699601171193e-10,1.9349967292072336e-10,1.7592699601171164e-10,1.7555978690108556e-10,1.7556067034114484e-10,0.0
formation_BSU23850-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU11650-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU06470-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU34570-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU33170-MONOMER_s,2.881541535596398e-15,2.8818764943423965e-15,2.8818764943423965e-15,2.8771491065277676e-15,2.8818764943423965e-15,2.8818764943423965e-15,3.1997240468483562e-15,2.8818764943423934e-15,2.8771491065277656e-15,2.8771603098012697e-15,0.0
formation_BSU00410-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01260-MONOMER_s,7.702115559784529e-07,7.702885643481932e-07,7.702885643481932e-07,7.688290590300452e-07,7.702885643481932e-07,7.702885643481932e-07,8.611134554318073e-07,7.702885643481924e-07,7.688290590300446e-07,7.688325696274469e-07,0.0
formation_BSU34900-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU18540-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU20250-MONOMER_s,1.21781801433121e-11,1.217843232724333e-11,1.217843232724333e-11,1.2174723706929211e-11,1.217843232724333e-11,1.217843232724333e-11,1.2196905017375723e-11,1.2178432327243328e-11,1.217472370692921e-11,1.2174732627398821e-11,0.0
formation_BSU06490-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01420-MONOMER_s,7.702115559784529e-07,7.702885643481932e-07,7.702885643481932e-07,7.688290590300452e-07,7.702885643481932e-07,7.702885643481932e-07,8.611134554318073e-07,7.702885643481924e-07,7.688290590300446e-07,7.688325696274469e-07,0.0
formation_BSU05990-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU39540-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU28500-MONOMER_s,6.603393028094493e-09,6.6036364950545906e-09,6.6036364950545906e-09,6.599961218001721e-09,6.6036364950545906e-09,6.6036364950545906e-09,6.7559986034847264e-09,6.603636495054588e-09,6.5999612180017195e-09,6.599969791658397e-09,0.0
formation_BSU28140-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU07920-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU04360-MONOMER_s,2.178798612457051e-13,2.183053584735086e-13,2.183053584735086e-13,2.0255816011093452e-13,2.183053584735086e-13,2.183053584735086e-13,1.4964941458792795e-13,2.183053584735069e-13,2.025581601109283e-13,2.0259587718890318e-13,0.0
formation_CPLX8J2-124_s,2.0469715134534523e-14,2.046987299226863e-14,2.046987299226863e-14,2.0469872991146097e-14,2.046987299226863e-14,2.046987299226863e-14,1.989670951428547e-14,2.0469870046571765e-14,2.0469872991146097e-14,2.0469872991148855e-14,0.0
formation_CPLX8J2-125_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-126_s,6.133503034445098e-14,3.969536048261381e-11,3.969536048261381e-11,3.969542363342729e-11,3.969536048261381e-11,3.969536048261381e-11,0.0,3.969536048276261e-11,3.969542363342729e-11,3.969542348127592e-11,0.0
formation_BSU06240-MONOMER_s,5.329686189122592e-10,5.329712725435605e-10,5.329712725435605e-10,5.329718674534081e-10,5.329712725435605e-10,5.329712725435605e-10,5.229031756290244e-10,5.329712725435605e-10,5.329718674534081e-10,5.329718660149891e-10,0.0
formation_BSU02480-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU11870-MONOMER_s,1.0488917239000545e-09,1.0490020433046763e-09,1.0490020433046765e-09,1.0471652512951268e-09,1.0490020433046765e-09,1.0490020433046765e-09,1.1673218054923748e-09,1.049002043304675e-09,1.047165251295126e-09,1.0471695360766706e-09,0.0
formation_CPLX-7445_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-12_s,2.550831754988114e-09,2.551100892083736e-09,2.551100892083736e-09,2.5466593448682436e-09,2.551100892083736e-09,2.551100892083736e-09,2.83348806071131e-09,2.5511008920837325e-09,2.546659344868242e-09,2.5466698454180516e-09,0.0
formation_CPLX8J2-15_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-18_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU23280-MONOMER_s,1.8011920773432817e-14,1.8012059677222224e-14,1.8012059677222224e-14,1.8012059676234472e-14,1.8012059677222224e-14,1.8012059677222224e-14,1.7507715816655224e-14,1.801205708521456e-14,1.8012059676234472e-14,1.80120596762369e-14,0.0
formation_BSU01130-MONOMER_s,3.0636289695565655e-08,3.0639420448690275e-08,3.0639420448690275e-08,3.058138295770811e-08,3.0639420448690275e-08,3.0639420448690275e-08,3.3973037661113104e-08,3.063942044869024e-08,3.058138295770809e-08,3.058152255715071e-08,0.0
formation_BSU16750-MONOMER_s,8.060582300235642e-09,8.060943535031695e-09,8.060943535031695e-09,8.055337237860626e-09,8.060943535031695e-09,8.060943535031695e-09,8.330947691487721e-09,8.06094353503169e-09,8.055337237860622e-09,8.055350315965563e-09,0.0
formation_BSU18800-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU15110-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01770-MONOMER_s,3.1773138418270633e-08,3.177177246007176e-08,3.177177246007176e-08,3.180252677583874e-08,3.177177246007176e-08,3.177177246007176e-08,2.916239497284289e-08,3.177177246007178e-08,3.1802526775838754e-08,3.1802452768882155e-08,0.0
formation_BSU39380-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU16760-MONOMER_s,2.6408898261392323e-09,2.641008177551352e-09,2.641008177551352e-09,2.6391713855418024e-09,2.641008177551352e-09,2.641008177551352e-09,2.7294696811054048e-09,2.6410081775513505e-09,2.6391713855418016e-09,2.6391756703233465e-09,0.0
formation_BSU10790-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU07810-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU29620-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU10520-MONOMER_s,5.9274462211193255e-09,5.420019747620981e-09,5.420019747620981e-09,5.456316761203808e-09,5.420019747620981e-09,5.420019747620981e-09,1.4695760358295393e-08,5.420019747621955e-09,5.4563167612038225e-09,5.45623020914468e-09,0.0
formation_BSU10140-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01290-MONOMER_s,7.702115559784529e-07,7.702885643481932e-07,7.702885643481932e-07,7.688290590300452e-07,7.702885643481932e-07,7.702885643481932e-07,8.611134554318073e-07,7.702885643481924e-07,7.688290590300446e-07,7.688325696274469e-07,0.0
formation_BSU34870-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX-5322_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU38060-MONOMER_s,2.0874408390273266e-08,2.0748840227024756e-08,2.074884022702476e-08,2.073879911634415e-08,2.074884022702476e-08,2.074884022702476e-08,1.524893200857453e-08,2.074884022702285e-08,2.0738799116344148e-08,2.0738822783896628e-08,0.0
formation_BSU40190-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU02340-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU03280-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU29470-MONOMER_s,5.635065175772446e-06,5.636101826349967e-06,5.636101826349967e-06,5.6359981313554565e-06,5.636101826349967e-06,5.636101826349967e-06,6.72175416240257e-06,5.636101826349964e-06,5.6359981313554565e-06,5.635998374767293e-06,0.0
formation_BSU22670-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU24170-MONOMER_s,8.135421152431491e-06,8.136905162537991e-06,8.136905162537991e-06,8.13677866630144e-06,8.136905162537991e-06,8.136905162537991e-06,9.689217895183355e-06,8.13690516253799e-06,8.13677866630144e-06,8.136778961936859e-06,0.0
formation_BSU23070-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU36030-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU23260-MONOMER_s,2.7227173749776428e-14,2.7227383719476842e-14,2.7227383719476842e-14,2.7227383717983737e-14,2.7227383719476842e-14,2.7227383719476842e-14,2.6465007619003154e-14,2.7227379801347065e-14,2.7227383717983737e-14,2.7227383717987403e-14,0.0
formation_BSU30800-MONOMER_s,4.194915647940445e-12,4.194936812283476e-12,4.194936812283476e-12,4.194936812283476e-12,4.194936812283476e-12,4.194936812283476e-12,4.1162602886203106e-12,4.194936812283476e-12,4.194936812283476e-12,4.194936812283476e-12,0.0
formation_BSU24900-MONOMER_s,7.702115559784529e-07,7.702885643481932e-07,7.702885643481932e-07,7.688290590300452e-07,7.702885643481932e-07,7.702885643481932e-07,8.611134554318073e-07,7.702885643481924e-07,7.688290590300446e-07,7.688325696274469e-07,0.0
formation_BSU22690-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU22830-MONOMER_s,7.87828334823437e-09,7.878323096039871e-09,7.878323096039871e-09,7.878323096039871e-09,7.878323096039871e-09,7.878323096039871e-09,7.730564237866692e-09,7.878323096039871e-09,7.878323096039871e-09,7.878323096039871e-09,0.0
formation_BSU21770-MONOMER_s,1.2712215723871813e-08,1.2712900202527975e-08,1.2712900202527975e-08,1.2702327010056197e-08,1.2712900202527975e-08,1.2712900202527975e-08,1.3295896812394323e-08,1.2712900202527967e-08,1.2702327010056192e-08,1.2702352942165032e-08,0.0
formation_BSU29060-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU02640-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU33490-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU30830-MONOMER_s,4.159143317870201e-12,4.1591643017336565e-12,4.1591643017336565e-12,4.159164301733353e-12,4.1591643017336565e-12,4.1591643017336565e-12,4.081158695630745e-12,4.159164301733353e-12,4.1591643017336565e-12,4.1591643017336565e-12,0.0
formation_BSU04570-MONOMER_s,2.8509760555900624e-08,2.8509904394395303e-08,2.8509904394395303e-08,2.8509904394395303e-08,2.8509904394395303e-08,2.8509904394395303e-08,2.7975197849793213e-08,2.8509904394395303e-08,2.8509904394395303e-08,2.8509904394395303e-08,0.0
formation_CPLX8J2-113_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01240-MONOMER_s,7.702115559784529e-07,7.702885643481932e-07,7.702885643481932e-07,7.688290590300452e-07,7.702885643481932e-07,7.702885643481932e-07,8.611134554318073e-07,7.702885643481924e-07,7.688290590300446e-07,7.688325696274469e-07,0.0
formation_CPLX8J2-119_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-118_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU34550-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-1_s,2.3698068321942314e-08,2.369818788431e-08,2.369818788431e-08,2.369818788431e-08,2.369818788431e-08,2.369818788431e-08,2.3253725637728716e-08,2.369818788431e-08,2.369818788431e-08,2.369818788431e-08,0.0
formation_CPLX000-2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-3_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-4_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-5_s,5.678515893680405e-07,5.678539520836582e-07,5.678539520836582e-07,5.678424089463245e-07,5.678539520836582e-07,5.678539520836582e-07,5.624598025811806e-07,5.678539520836582e-07,5.678424089463245e-07,5.678424376728992e-07,0.0
formation_CPLX000-6_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-7_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-8_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-9_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-10_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-11_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-12_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-13_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-14_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-15_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-16_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-17_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-18_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-19_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-20_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-21_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-22_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-23_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-24_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-25_s,5.0101624359286074e-11,5.010187713384777e-11,5.010187713384777e-11,5.010187713384777e-11,5.010187713384777e-11,5.010187713384777e-11,4.916221065058925e-11,5.010187713384777e-11,5.010187713384777e-11,5.010187713384777e-11,0.0
formation_CPLX000-26_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-27_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-28_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-29_s,3.507113705150025e-10,3.5071313993693446e-10,3.5071313993693446e-10,3.5071313993693446e-10,3.5071313993693446e-10,3.5071313993693446e-10,3.441354745541248e-10,3.5071313993693446e-10,3.5071313993693446e-10,3.5071313993693446e-10,0.0
formation_CPLX000-30_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-31_s,8.517276141078633e-10,8.517319112754123e-10,8.517319112754123e-10,8.517319112754123e-10,8.517319112754123e-10,8.517319112754123e-10,8.357575810600174e-10,8.517319112754123e-10,8.517319112754123e-10,8.517319112754123e-10,0.0
formation_CPLX000-32_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-33_s,1.5030487307785822e-10,1.5030563140154331e-10,1.5030563140154331e-10,1.5030563140154331e-10,1.5030563140154331e-10,1.5030563140154331e-10,1.4748663195176774e-10,1.5030563140154331e-10,1.5030563140154331e-10,1.5030563140154331e-10,0.0
formation_CPLX000-34_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-35_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-36_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-37_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-38_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-39_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-40_s,1.0020324871857215e-09,1.0020375426769556e-09,1.0020375426769556e-09,1.0020375426769556e-09,1.0020375426769556e-09,1.0020375426769556e-09,9.83244213011785e-10,1.0020375426769556e-09,1.0020375426769556e-09,1.0020375426769556e-09,0.0
formation_CPLX000-41_s,1.7034552282157266e-09,1.7034638225508245e-09,1.7034638225508245e-09,1.7034638225508245e-09,1.7034638225508245e-09,1.7034638225508245e-09,1.6715151621200347e-09,1.7034638225508245e-09,1.7034638225508245e-09,1.7034638225508245e-09,0.0
formation_CPLX000-42_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-43_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-44_s,0.0,-3.0419515859106963e-25,0.0,0.0,0.0,0.0,0.0,0.0,-3.0419515859106926e-25,-3.041951585910701e-25,0.0
formation_CPLX000-45_s,2.5050812179643037e-10,2.505093856692389e-10,2.505093856692389e-10,2.505093856692389e-10,2.505093856692389e-10,2.505093856692389e-10,2.4581105325294626e-10,2.505093856692389e-10,2.505093856692389e-10,2.505093856692389e-10,0.0
formation_CPLX000-46_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-47_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-48_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-49_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-50_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-51_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-52_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-53_s,2.814457884273274e-13,2.814472083879918e-13,2.814472083879918e-13,2.814472083879918e-13,2.814472083879918e-13,2.814472083879918e-13,2.761686335389428e-13,2.814472083879918e-13,2.814472083879918e-13,2.814472083879918e-13,0.0
formation_CPLX000-54_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-55_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-56_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-57_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-58_s,1.352743857700724e-09,1.35275068261389e-09,1.35275068261389e-09,1.35275068261389e-09,1.35275068261389e-09,1.35275068261389e-09,1.3273796875659099e-09,1.35275068261389e-09,1.35275068261389e-09,1.35275068261389e-09,0.0
formation_CPLX000-59_s,3.0060974615571645e-10,3.0061126280308637e-10,3.006112628030867e-10,3.006112628030867e-10,3.006112628030867e-10,3.006112628030867e-10,2.9497326390353553e-10,3.006112628030867e-10,3.0061126280308637e-10,3.0061126280308637e-10,0.0
formation_CPLX000-60_s,2.5551828423235897e-09,2.5551957338262367e-09,2.5551957338262367e-09,2.5551957338262367e-09,2.5551957338262367e-09,2.5551957338262367e-09,2.507272743180052e-09,2.5551957338262367e-09,2.5551957338262367e-09,2.5551957338262367e-09,0.0
formation_CPLX000-61_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-62_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-63_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-64_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-65_s,5.6664418736701916e-11,5.6664704622115685e-11,5.6664704622115685e-11,5.6664704622115685e-11,5.6664704622115685e-11,5.6664704622115685e-11,5.560195155250715e-11,5.6664704622115685e-11,5.6664704622115685e-11,5.6664704622115685e-11,0.0
formation_CPLX000-66_s,3.6697403635496524e-11,3.669758878258982e-11,3.669758878258982e-11,3.669758878258982e-11,3.669758878258982e-11,3.669758878258982e-11,3.600932127310549e-11,3.669758878258982e-11,3.669758878258982e-11,3.669758878258982e-11,0.0
formation_CPLX000-67_s,4.754242127621466e-11,4.754266113899065e-11,4.754266113899065e-11,4.754266113899065e-11,4.754266113899065e-11,4.754266113899065e-11,4.665099304683755e-11,4.754266113899065e-11,4.754266113899065e-11,4.754266113899065e-11,0.0
formation_CPLX000-68_s,4.0262852985615836e-10,4.026051235256591e-10,4.026051235256591e-10,4.031176954551088e-10,4.026051235256591e-10,4.026051235256591e-10,3.6149598082484613e-10,4.0260512352565935e-10,4.03117695455109e-10,4.031164620058323e-10,0.0
formation_CPLX000-69_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-70_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX000-71_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU12290-MONOMER_mod_mg2_mod_fad_mod_cu_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU18000-MONOMER_mod_4fe4s_s,1.4028243025412737e-08,1.3876740643495943e-08,1.3876740643495945e-08,1.3872585829578273e-08,1.3876740643495945e-08,1.3876740643495945e-08,1.3931317204309253e-08,1.3876740643495656e-08,1.3872585829578271e-08,1.3872595696387838e-08,0.0
formation_BSU30970-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU00770-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU15200-MONOMER_mod_mg2_mod_k_s,2.8523129574653907e-08,2.8523273480598452e-08,2.8523273480598452e-08,2.8523273480598452e-08,2.8523273480598452e-08,2.8523273480598452e-08,2.7988316197242935e-08,2.8523273480598452e-08,2.8523273480598452e-08,2.8523273480598452e-08,0.0
formation_BSU22870-MONOMER_mod_fmn_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU30210-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU31990-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU22620-MONOMER_mod_pydx5p_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU21870-MONOMER_mod_4fe4s_s,8.415814423427452e-09,8.41638923690772e-09,8.41638923690772e-09,8.406731049949927e-09,8.41638923690772e-09,8.41638923690772e-09,8.977559991287745e-09,8.416389236907713e-09,8.406731049949922e-09,8.406754533678243e-09,0.0
formation_BSU11010-MONOMER_mod_zn2_mod_cbl1_s,5.039697097160058e-10,5.040270211505776e-10,5.040270211505776e-10,5.032002226383205e-10,5.040270211505776e-10,5.040270211505776e-10,5.649399372402968e-10,5.04027021150577e-10,5.032002226383201e-10,5.032021820396277e-10,0.0
formation_BSU09310-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU06480-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU24270-MONOMER_mod_thmpp_s,7.608773811656513e-12,7.608812199722568e-12,7.608812199722568e-12,7.608812199722568e-12,7.608812199722568e-12,7.608812199722568e-12,7.466108049489088e-12,7.608812199722568e-12,7.608812199722568e-12,7.608812199722568e-12,0.0
formation_BSU14390-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU12080-MONOMER_mod_ca2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU31200-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
