,base,fum_c,dad_2_s,fol_s,thym_c,cit_c,g1p_s,thymd_s,succ_c,ala__D_s,nac_s,pnto__R_s,ribflv_s,citr__L_s,ala__L_s,asp__L_s,3cmp_s,cit_s,met__L_c,glu__L_s,glu__D_s,for_c,6pgc_s,f6p_s,pser__L_s,chor_s,acnam_s,leu__L_s,gmp_s,his__L_s,btd_RR_c,so4_s,phe__L_c,gly_s,ump_s,asn__L_s,cmp_s,acac_s,tyr__L_c,man6p_c,cbl1_s,amp_s,pi_c,3amp_s,adn_c,mg2_s,zn2_s,arg__L_s,k_s,mn2_s
dummy_reaction_FWD_SPONT_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATPM_s,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAM_s,0.11148719787597654,0.11148681640625001,0.11148605346679688,0.11148605346679688,0.11147308349609375,0.11148681640625001,0.11147232055664064,0.11147308349609375,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148605346679688,0.11148605346679688,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11034011840820312,0.11148681640625001,0.1103363037109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
biomass_constituent_demand_s,0.11148719787597654,0.11148681640625001,0.11148605346679688,0.11148605346679688,0.11147308349609375,0.11148681640625001,0.11147232055664064,0.11147308349609375,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148605346679688,0.11148605346679688,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11034011840820312,0.11148681640625001,0.1103363037109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Demand_gtca2_45_BS_c_s,0.11148719787597654,0.11148681640625001,0.11148605346679688,0.11148605346679688,0.11147308349609375,0.11148681640625001,0.11147232055664064,0.11147308349609375,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148605346679688,0.11148605346679688,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11034011840820312,0.11148681640625001,0.1103363037109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Demand_tcam_BS_c_s,0.11148719787597654,0.11148681640625001,0.11148605346679688,0.11148605346679688,0.11147308349609375,0.11148681640625001,0.11147232055664064,0.11147308349609375,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148605346679688,0.11148605346679688,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11034011840820312,0.11148681640625001,0.1103363037109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Demand_d12dg_BS_c_s,0.11148719787597654,0.11148681640625001,0.11148605346679688,0.11148605346679688,0.11147308349609375,0.11148681640625001,0.11147232055664064,0.11147308349609375,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148605346679688,0.11148605346679688,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11034011840820312,0.11148681640625001,0.1103363037109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Demand_lipo1_24_BS_c_s,0.11148719787597654,0.11148681640625001,0.11148605346679688,0.11148605346679688,0.11147308349609375,0.11148681640625001,0.11147232055664064,0.11147308349609375,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148605346679688,0.11148605346679688,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11034011840820312,0.11148681640625001,0.1103363037109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Demand_m12dg_BS_c_s,0.11148719787597654,0.11148681640625001,0.11148605346679688,0.11148605346679688,0.11147308349609375,0.11148681640625001,0.11147232055664064,0.11147308349609375,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148605346679688,0.11148605346679688,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11034011840820312,0.11148681640625001,0.1103363037109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Demand_pgly_BS_c_s,0.11148719787597654,0.11148681640625001,0.11148605346679688,0.11148605346679688,0.11147308349609375,0.11148681640625001,0.11147232055664064,0.11147308349609375,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148605346679688,0.11148605346679688,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11034011840820312,0.11148681640625001,0.1103363037109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Demand_cdlp_BS_c_s,0.11148719787597654,0.11148681640625001,0.11148605346679688,0.11148605346679688,0.11147308349609375,0.11148681640625001,0.11147232055664064,0.11147308349609375,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148605346679688,0.11148605346679688,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11034011840820312,0.11148681640625001,0.1103363037109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Demand_gtca3_45_BS_c_s,0.11148719787597654,0.11148681640625001,0.11148605346679688,0.11148605346679688,0.11147308349609375,0.11148681640625001,0.11147232055664064,0.11147308349609375,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148605346679688,0.11148605346679688,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11034011840820312,0.11148681640625001,0.1103363037109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Demand_gtca1_45_BS_c_s,0.11148719787597654,0.11148681640625001,0.11148605346679688,0.11148605346679688,0.11147308349609375,0.11148681640625001,0.11147232055664064,0.11147308349609375,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148605346679688,0.11148605346679688,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11034011840820312,0.11148681640625001,0.1103363037109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Demand_lipo4_24_BS_c_s,0.11148719787597654,0.11148681640625001,0.11148605346679688,0.11148605346679688,0.11147308349609375,0.11148681640625001,0.11147232055664064,0.11147308349609375,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148605346679688,0.11148605346679688,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11034011840820312,0.11148681640625001,0.1103363037109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Demand_lipo3_24_BS_c_s,0.11148719787597654,0.11148681640625001,0.11148605346679688,0.11148605346679688,0.11147308349609375,0.11148681640625001,0.11147232055664064,0.11147308349609375,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148605346679688,0.11148605346679688,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11034011840820312,0.11148681640625001,0.1103363037109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Demand_lipo2_24_BS_c_s,0.11148719787597654,0.11148681640625001,0.11148605346679688,0.11148605346679688,0.11147308349609375,0.11148681640625001,0.11147232055664064,0.11147308349609375,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148605346679688,0.11148605346679688,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11034011840820312,0.11148681640625001,0.1103363037109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Demand_t12dg_BS_c_s,0.11148719787597654,0.11148681640625001,0.11148605346679688,0.11148605346679688,0.11147308349609375,0.11148681640625001,0.11147232055664064,0.11147308349609375,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148605346679688,0.11148605346679688,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11034011840820312,0.11148681640625001,0.1103363037109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Demand_lysylpgly_BS_c_s,0.11148719787597654,0.11148681640625001,0.11148605346679688,0.11148605346679688,0.11147308349609375,0.11148681640625001,0.11147232055664064,0.11147308349609375,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11148605346679688,0.11148605346679688,0.11148681640625001,0.11148681640625001,0.11148681640625001,0.11034011840820312,0.11148681640625001,0.1103363037109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNA_replication_s,0.021451305034521414,0.02145123193836504,0.021451085746037084,0.021451085746037084,0.021448600473362948,0.02145123193836504,0.021448454280670437,0.021448600473362948,0.02145123193836504,0.02145123193836504,0.02145123193836504,0.02145123193836504,0.02145123193836504,0.02145123193836504,0.021451085746037084,0.021451085746037084,0.02145123193836504,0.02145123193836504,0.02145123193836504,0.021231482229158674,0.02145123193836504,0.02123075111733311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSU15140-MONOMER_to_generic_16Sm4Cm1402_s,1.6248014203128698e-12,1.6247893140428364e-12,1.6247648696173603e-12,1.6247648696173603e-12,1.6243475636063644e-12,1.6247893137885103e-12,1.6243236095193245e-12,1.6243475607843075e-12,1.6247893137885103e-12,1.6247893137885103e-12,1.624789347074565e-12,1.6247893140428364e-12,1.6247893140428364e-12,1.624789191986515e-12,1.6247648696173603e-12,1.6247648696173603e-12,1.624789347074565e-12,1.624789347074565e-12,1.6247898464743174e-12,1.5882858111693836e-12,1.6247893138023308e-12,1.5881648631482618e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSU00820-MONOMER_to_generic_LYSINEaaRS_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSU08030-MONOMER_to_generic_Dus_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSU00810-MONOMER_to_generic_Dus_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSU37010-MONOMER_to_generic_RF_s,5.024369501170981e-10,5.024323860139466e-10,5.024256613191953e-10,5.024256613191953e-10,5.023017360316674e-10,5.024323831627228e-10,5.023000778181603e-10,5.023017786326897e-10,5.024323831627228e-10,5.024323831627228e-10,5.024327267443304e-10,5.024323860139466e-10,5.024323860139466e-10,5.02433474366527e-10,5.024256613191953e-10,5.024256613191953e-10,5.024327267443304e-10,5.024327267443304e-10,5.024245625532913e-10,4.918990680099244e-10,5.024323829015671e-10,4.918660984192594e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSU35290-MONOMER_to_generic_RF_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSU01130-MONOMER_to_generic_Tuf_s,2.2472530478243817e-07,2.2472380006151676e-07,2.247207597359719e-07,2.247207597359719e-07,2.2466883143488475e-07,2.2472380003081629e-07,2.246658569901963e-07,2.2466883099991467e-07,2.2472380003081629e-07,2.2472380003081629e-07,2.247238044426739e-07,2.2472380006151676e-07,2.2472380006151676e-07,2.2472378399406442e-07,2.247207597359719e-07,2.247207597359719e-07,2.247238044426739e-07,2.247238044426739e-07,2.2472387571030128e-07,2.201772489288772e-07,2.2472380003246268e-07,2.2016216111564444e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSU28370-MONOMER_to_generic_RNase_s,3.080759283964748e-13,3.080744571933967e-13,3.080711639903583e-13,3.080711639903583e-13,3.080162261412013e-13,3.0807445744434083e-13,3.080114856007192e-13,3.0801621884611943e-13,3.0807445744434083e-13,3.0807445744434083e-13,3.0807438588964694e-13,3.080744571933967e-13,3.080744571933967e-13,3.08074321119443e-13,3.080711639903583e-13,3.080711639903583e-13,3.0807438588964694e-13,3.0807438588964694e-13,3.0807499889449404e-13,3.268815912471112e-13,3.080744574757093e-13,3.26863739172508e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA_BSU_rRNA_15_to_generic_5s_rRNAs_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA_BSU_rRNA_11_to_generic_5s_rRNAs_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA_BSU_rRNA_28_to_generic_5s_rRNAs_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA_BSU_rRNA_24_to_generic_5s_rRNAs_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA_BSU_rRNA_18_to_generic_5s_rRNAs_s,3.410288711141235e-06,3.4102749700969114e-06,3.4102470010178763e-06,3.4102470010178763e-06,3.409767792932803e-06,3.4102749695631053e-06,3.409740846243462e-06,3.4097677870088495e-06,3.4102749695631053e-06,3.4102749695631053e-06,3.4102750394273014e-06,3.4102749700969114e-06,3.4102749700969114e-06,3.410274713912547e-06,3.4102470010178763e-06,3.4102470010178763e-06,3.4102750394273014e-06,3.4102750394273014e-06,3.41027608761888e-06,3.368302347099942e-06,3.4102749695921136e-06,3.3681622954336317e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA_BSU_rRNA_21_to_generic_5s_rRNAs_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6505165070263007e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA_BSU_rRNA_3_to_generic_5s_rRNAs_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.466766797985125e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA_BSU_rRNA_13_to_generic_5s_rRNAs_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA_BSU_rRNA_8_to_generic_5s_rRNAs_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8514956948936583e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA_BSU_rRNA_26_to_generic_5s_rRNAs_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA_BSU_rRNA_4_to_generic_16s_rRNAs_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA_BSU_rRNA_23_to_generic_16s_rRNAs_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA_BSU_rRNA_16_to_generic_16s_rRNAs_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA_BSU_rRNA_6_to_generic_16s_rRNAs_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2318369469016387e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA_BSU_rRNA_25_to_generic_16s_rRNAs_s,3.410288711141235e-06,3.4102749700969114e-06,3.4102470010178763e-06,3.4102470010178763e-06,3.409767792932803e-06,3.4102749695631053e-06,3.409740846243462e-06,3.4097677870088495e-06,3.4102749695631053e-06,3.4102749695631053e-06,3.4102750394273014e-06,3.4102749700969114e-06,3.4102749700969114e-06,3.410274713912547e-06,3.4102470010178763e-06,3.4102470010178763e-06,3.4102750394273014e-06,3.4102750394273014e-06,3.41027608761888e-06,3.368302347099942e-06,3.4102749695921136e-06,3.3681622954336317e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA_BSU_rRNA_1_to_generic_16s_rRNAs_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.062493284510507e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA_BSU_rRNA_22_to_generic_16s_rRNAs_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA_BSU_rRNA_30_to_generic_16s_rRNAs_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA_BSU_rRNA_9_to_generic_16s_rRNAs_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA_BSU_rRNA_19_to_generic_16s_rRNAs_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.819911354524461e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA_BSU_rRNA_12_to_generic_23s_rRNAs_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
