,base,ASPt2r_FWD_CPLX_dummy_s,4FE4St_s,CBL1t_s,PSER_Lt6_FWD_CPLX_dummy_s
DM_RNA_BSU24350_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU02270_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU02290_s,1.5788589618670208e-10,1.5787570566984827e-10,1.5784445599659334e-10,1.5526268603363192e-10,1.5786483600529267e-10
DM_RNA_BSU03790_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU00180_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU08200_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU08180_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU02230_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU33910_s,1.832596502579947e-08,1.9404818924819294e-08,1.798109990088098e-08,1.849405523457999e-08,1.7979993518735726e-08
DM_RNA_BSU33930_s,1.9710049404723226e-08,1.9710014034877045e-08,1.971503205460978e-08,1.9706745133812724e-08,1.9714137259555817e-08
DM_RNA_BSU33920_s,1.7281486741236948e-08,1.7281594504969126e-08,1.7588956205760928e-08,1.721238691929411e-08,1.7588208261068867e-08
DM_RNA_BSU33900_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU33940_s,1.9710049404723226e-08,1.9710014034877045e-08,1.971503205460978e-08,1.9706745133812724e-08,1.9714137259555817e-08
DM_RNA_BSU39860_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38280_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38270_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38260_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU04030_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU25500_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU00500_s,1.8810301366695238e-08,1.881506703838082e-08,1.8082708238339858e-08,1.6096718211998058e-08,1.801078824324434e-08
DM_RNA_BSU00510_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU00380_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU17680_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU04470_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU30070_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU26690_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU13890_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU13900_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU13910_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU35780_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU40500_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU30560_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU06240_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU15110_s,-2.5384774079187641e-26,0.0,0.0,0.0,0.0
DM_RNA_BSU09440_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU01770_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU16780_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU36890_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU10120_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU10140_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU10130_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU39020_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU29010_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU29020_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU24060_s,1.2341012749836455e-10,3.3143463989148144e-11,1.2328629293389032e-10,2.319043582534911e-10,1.2336179056706655e-10
DM_RNA_BSU24040_s,1.2341012749836455e-10,3.3143463989148144e-11,1.2328629293389032e-10,2.319043582534911e-10,1.2336179056706655e-10
DM_RNA_BSU24080_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU24050_s,1.2341012749836455e-10,3.3143463989148144e-11,1.2328629293389032e-10,2.319043582534911e-10,1.2336179056706655e-10
DM_RNA_BSU24090_s,5.009167408413358e-10,4.106257117136657e-10,5.006938224055211e-10,6.031388522692147e-10,5.008180488248004e-10
DM_RNA_BSU24070_s,5.009167408413358e-10,4.106257117136657e-10,5.006938224055211e-10,6.031388522692147e-10,5.008180488248004e-10
DM_RNA_BSU24030_s,1.2341012749836455e-10,3.3143463989148144e-11,1.2328629293389032e-10,2.319043582534911e-10,1.2336179056706655e-10
DM_RNA_BSU39450_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU18000_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU29380_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU29300_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU29340_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU29370_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU29360_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU29350_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU29120_s,3.0781921390117542e-09,1.2718554266908333e-09,3.4823291674058993e-09,3.1056083528511653e-09,3.482744683242929e-09
DM_RNA_BSU29140_s,3.0781921390117542e-09,3.0780432763880774e-09,3.4823291674058993e-09,3.1056083528511653e-09,3.482744683242929e-09
DM_RNA_BSU29130_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU11330_s,7.640014793845846e-11,7.639521680139046e-11,7.638009525021098e-11,7.513079045556311e-11,7.638995702835092e-11
DM_RNA_BSU11340_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU33720_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU33700_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU33710_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU33730_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38060_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU18670_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU40110_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU19580_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU13850_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU01730_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU03200_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU30760_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU30740_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU30770_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU30750_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU15180_s,1.0381571906985854e-09,1.0380901843439694e-09,1.0378847063767783e-09,1.020908629877782e-09,1.038018712346208e-09
DM_RNA_BSU15190_s,1.4156719047844662e-10,1.415580532288544e-10,1.4153003344651224e-10,1.3921510900458579e-10,1.4154830702663018e-10
DM_RNA_BSU15220_s,4.182058889743545e-10,4.1817889648000984e-10,4.180961227953461e-10,4.1125756768330023e-10,4.181501050690087e-10
DM_RNA_BSU15230_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU15200_s,8.726397911383487e-10,8.725834678649365e-10,8.724107500414895e-10,8.581412348051077e-10,8.72523390923065e-10
DM_RNA_BSU28150_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28130_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28140_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28120_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU06360_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU13130_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU13120_s,6.709337115042098e-10,6.709294962611501e-10,6.707602463728473e-10,6.598025315993599e-10,6.707887922904543e-10
DM_RNA_BSU16630_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU16650_s,3.250549581637348e-11,3.250411868675249e-11,3.249441502843327e-11,3.197257077284716e-11,3.250386647854274e-11
DM_RNA_BSU16600_s,3.166575659344062e-11,3.1664416329231293e-11,3.165486068227211e-11,3.114359595404143e-11,3.166416528275324e-11
DM_RNA_BSU15930_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU17150_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU36840_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU36870_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU36880_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU36860_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU36830_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU36810_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU36800_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU36820_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU36850_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU02750_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU02760_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU31750_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU37160_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU37170_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU09130_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU07700_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU32130_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU15900_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU15910_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU08030_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU11670_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU11710_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU11650_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38040_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38050_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU18250_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU18220_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU18210_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU18260_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU18230_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU29470_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU13590_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU13620_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU13610_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU13600_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU18800_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU19360_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU19370_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU26600_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU26590_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU35750_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU35760_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU13450_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU15820_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28640_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38700_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU27610_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_77_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_78_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_75_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_76_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_74_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU22090_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU22100_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU22110_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU40550_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU36510_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU25300_s,0.0,0.0,0.0,4.183489783592604e-14,0.0
DM_RNA_BSU25290_s,1.3178914772927312e-12,1.3178275266171327e-12,1.317209645607913e-12,0.0,1.3174010158605063e-12
DM_RNA_BSU33240_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU06310_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU36760_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU22480_s,2.5888610250061708e-09,2.5887230473842223e-09,2.5883416234514015e-09,2.546562684792399e-09,2.5885616144298846e-09
DM_RNA_BSU22440_s,2.5888610250061708e-09,2.5887230473842223e-09,2.5883416234514015e-09,2.546562684792399e-09,2.5885616144298846e-09
DM_RNA_BSU22490_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU37150_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU23770_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU23760_s,-2.7286220010369214e-26,0.0,0.0,0.0,0.0
DM_RNA_BSU38830_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU08840_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU08860_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU08850_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU08830_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28750_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28780_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28800_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28720_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28790_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28740_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28730_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU03070_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU29060_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU37660_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU24740_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU33040_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU18120_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU03860_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU25580_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU34130_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU39920_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_11_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU29680_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU27010_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU27040_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU27070_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU27050_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU27060_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU19800_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU17380_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU17390_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU30220_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU30210_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU30200_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU30240_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU30230_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU21910_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU27850_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU27870_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU27860_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28090_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28080_s,4.284299625012305e-10,4.284144605715582e-10,4.2838878065930736e-10,4.215004406456482e-10,4.284018149408728e-10
DM_RNA_BSU14730_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU02130_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU02140_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28500_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU09410_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38750_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38760_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU33630_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU15620_s,3.422897401566695e-10,3.422500832266936e-10,3.420754558984148e-10,3.653677590151007e-10,3.4213835918560435e-10
DM_RNA_BSU15610_s,3.422897401566695e-10,3.422500832266936e-10,3.420754558984148e-10,3.653677590151007e-10,3.4213835918560435e-10
DM_RNA_BSU15580_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU15600_s,3.422897401566694e-10,3.422500832266936e-10,3.420754558984148e-10,3.653677590151007e-10,3.4213835918560435e-10
DM_RNA_BSU15590_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU15570_s,-8.004365878571342e-26,0.0,0.0,0.0,0.0
DM_RNA_BSU15630_s,3.422897401566695e-10,3.422500832266936e-10,3.420754558984148e-10,3.653677590151007e-10,3.4213835918560435e-10
DM_RNA_BSU28430_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28450_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28440_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU02460_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU02510_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU02480_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU02490_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU10010_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_18_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_rRNA_6_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_15_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_16_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_20_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_rRNA_8_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_13_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_19_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_12_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_rRNA_7_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_17_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_14_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU16730_s,5.4067719956567535e-09,5.406488178479218e-09,5.40494556140155e-09,5.4055490123225e-09,5.4056399413128615e-09
DM_RNA_BSU16770_s,3.6456670199281435e-09,3.6454770637474725e-09,3.644193915053571e-09,3.673218009663903e-09,3.64473864336015e-09
DM_RNA_BSU16760_s,3.6348259969280285e-09,3.6346351943463565e-09,3.6335981347733405e-09,3.6340038184413594e-09,3.6340649475324893e-09
DM_RNA_BSU16740_s,5.4067719956567535e-09,5.406488178479218e-09,5.40494556140155e-09,5.4055490123225e-09,5.4056399413128615e-09
DM_RNA_BSU16750_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28510_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU36920_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU03060_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU03050_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU07610_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU29200_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU29210_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU39060_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU24140_s,3.545663362083619e-09,3.5454345123692246e-09,3.5447327345397086e-09,3.4867536028497217e-09,3.5451904109497586e-09
DM_RNA_BSU24130_s,3.545663362083619e-09,3.5454345123692246e-09,3.5447327345397086e-09,3.4867536028497217e-09,3.5451904109497586e-09
DM_RNA_BSU24120_s,3.545663362083619e-09,3.5454345123692246e-09,3.5447327345397086e-09,3.4867536028497217e-09,3.5451904109497586e-09
DM_RNA_BSU24160_s,3.545663362083619e-09,3.5454345123692246e-09,3.5447327345397086e-09,3.4867536028497217e-09,3.5451904109497586e-09
DM_RNA_BSU24150_s,3.208603885884538e-09,3.2083967911866197e-09,3.2077617260828955e-09,3.155294233192826e-09,3.2081758946482104e-09
DM_RNA_BSU24170_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU10790_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU04740_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU04730_s,4.297216240271612e-09,4.296834507221042e-09,4.295382042985659e-09,5.373190622057493e-09,4.296116534331583e-09
DM_RNA_BSU39260_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU39270_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU08000_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_rRNA_3_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_5_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_rRNA_1_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_rRNA_2_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_6_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38500_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38520_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38510_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38530_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU07840_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU29670_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU00410_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU40190_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU34190_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU29790_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU00750_s,2.742416533616514e-10,2.7423533656815016e-10,2.7421685431271477e-10,2.698293839673487e-10,2.742226180404119e-10
DM_RNA_BSU00790_s,3.5000681118349644e-10,3.49989815420847e-10,3.4994570822297304e-10,3.443288917840842e-10,3.499689468781798e-10
DM_RNA_BSU00760_s,3.5000681118349644e-10,3.49989815420847e-10,3.4994570822297304e-10,3.443288917840842e-10,3.499689468781798e-10
DM_RNA_BSU00780_s,3.5000681118349644e-10,3.49989815420847e-10,3.4994570822297304e-10,3.443288917840842e-10,3.499689468781798e-10
DM_RNA_BSU00740_s,3.5000681118349644e-10,3.49989815420847e-10,3.4994570822297304e-10,3.443288917840842e-10,3.499689468781798e-10
DM_RNA_BSU00770_s,3.5000681118349644e-10,3.49989815420847e-10,3.4994570822297304e-10,3.443288917840842e-10,3.499689468781798e-10
DM_RNA_BSU00810_s,3.5000681118349644e-10,3.49989815420847e-10,3.4994570822297304e-10,3.443288917840842e-10,3.499689468781798e-10
DM_RNA_BSU00820_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU35290_s,7.219393351837755e-09,7.219910481053164e-09,7.2108409945271255e-09,7.096132937608833e-09,7.213615756925288e-09
DM_RNA_BSU35300_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU05740_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU14580_s,4.162768238899302e-09,4.162561225123087e-09,4.840414689689048e-09,4.224939058289948e-09,4.8410056712440134e-09
DM_RNA_BSU14590_s,4.162768238899302e-09,4.162561225123087e-09,4.840414689689048e-09,4.224939058289948e-09,4.8410056712440134e-09
DM_RNA_BSU14600_s,4.162768238899302e-09,4.162561225123087e-09,4.840414689689048e-09,4.224939058289948e-09,4.8410056712440134e-09
DM_RNA_BSU14610_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU18470_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU15550_s,1.6191485693387712e-09,1.619145282917445e-09,1.2866474346922267e-09,1.4972085010674232e-09,1.2853013053352844e-09
DM_RNA_BSU15530_s,1.6191485693387712e-09,1.619145282917445e-09,1.2866474346922267e-09,1.4972085010674232e-09,1.2853013053352844e-09
DM_RNA_BSU15490_s,1.6191485693387712e-09,1.619145282917445e-09,1.2866474346922267e-09,1.4972085010674232e-09,1.2853013053352844e-09
DM_RNA_BSU15500_s,1.6191485693387712e-09,1.619145282917445e-09,1.2866474346922267e-09,1.4972085010674232e-09,1.2853013053352844e-09
DM_RNA_BSU15510_s,1.6191485693387712e-09,1.619145282917445e-09,1.2866474346922267e-09,1.4972085010674232e-09,1.2853013053352844e-09
DM_RNA_BSU15480_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU15560_s,1.6191485693387712e-09,1.619145282917445e-09,1.2866474346922267e-09,1.4972085010674232e-09,1.2853013053352844e-09
DM_RNA_BSU15520_s,1.6191485693387712e-09,1.619145282917445e-09,1.2866474346922267e-09,1.4972085010674232e-09,1.2853013053352844e-09
DM_RNA_BSU15540_s,1.6191485693387712e-09,1.619145282917445e-09,1.2866474346922267e-09,1.4972085010674232e-09,1.2853013053352844e-09
DM_RNA_BSU02390_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU15980_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU02430_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU02420_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU31322_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU31980_s,2.843234246780469e-13,2.843050734337346e-13,2.842487985267637e-13,2.795995062509544e-13,2.8428549916949574e-13
DM_RNA_BSU31990_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU32000_s,2.843234246780469e-13,2.843050734337346e-13,2.842487985267637e-13,2.795995062509544e-13,2.8428549916949574e-13
DM_RNA_BSU31970_s,2.843234246780469e-13,2.843050734337346e-13,2.842487985267637e-13,2.795995062509544e-13,2.8428549916949574e-13
DM_RNA_BSU38860_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU07990_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU07810_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU07800_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU03130_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU35590_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU35609_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU35550_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU35540_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU35580_s,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU35570_s,0.0,0.0,0.0,0.0,0.0
